Seaport,Contains,Commodity Type
UULX,true,AF-AIRCRAFT
UULX,true,AF-SUPPORT
UULX,true,AF-PREPO
UULX,true,MARINE-PREPO
UULX,true,ARMY-PREPO
UULX,true,AIRBORNE
UULX,true,ARMOR
UULX,true,MECH-INFANTR
UULX,true,AIRMOBILE
UULX,true,CBAC
UULX,true,INFANTRY
UULX,true,ARMOR-CAV
UULX,true,AMPH-MARINES
UULX,true,MARINES
UULX,true,CS-ENGINEER
UULX,true,CS-ARTILLERY
UULX,true,CS-OTHER
UULX,true,CSS-ENGINEER
UULX,true,CSS-MEDICAL
UULX,true,CSS-SIGNAL
UULX,true,CSS-SUPPLY
UULX,true,CSS-TRANSPOR
UULX,true,CSS-OTHER
UULX,true,NAVY-UE
UULX,true,RESUPPLY
UULX,true,AMMUNITION
UULX,true,POL
UULX,true,GEN-RESUPPLY
UULX,true,GEN-AMMO
UULX,true,GEN-POL
UYQR,true,AF-AIRCRAFT
UYQR,true,AF-SUPPORT
UYQR,true,AF-PREPO
UYQR,true,MARINE-PREPO
UYQR,true,ARMY-PREPO
UYQR,true,AIRBORNE
UYQR,true,ARMOR
UYQR,true,MECH-INFANTR
UYQR,true,AIRMOBILE
UYQR,true,CBAC
UYQR,true,INFANTRY
UYQR,true,ARMOR-CAV
UYQR,true,AMPH-MARINES
UYQR,true,MARINES
UYQR,true,CS-ENGINEER
UYQR,true,CS-ARTILLERY
UYQR,true,CS-OTHER
UYQR,true,CSS-ENGINEER
UYQR,true,CSS-MEDICAL
UYQR,true,CSS-SIGNAL
UYQR,true,CSS-SUPPLY
UYQR,true,CSS-TRANSPOR
UYQR,true,CSS-OTHER
UYQR,true,NAVY-UE
UYQR,true,RESUPPLY
UYQR,true,AMMUNITION
UYQR,true,POL
UYQR,true,GEN-RESUPPLY
UYQR,true,GEN-AMMO
UYQR,true,GEN-POL
UZXJ,true,AF-AIRCRAFT
UZXJ,true,AF-SUPPORT
UZXJ,true,AF-PREPO
UZXJ,true,MARINE-PREPO
UZXJ,true,ARMY-PREPO
UZXJ,true,AIRBORNE
UZXJ,true,ARMOR
UZXJ,true,MECH-INFANTR
UZXJ,true,AIRMOBILE
UZXJ,true,CBAC
UZXJ,true,INFANTRY
UZXJ,true,ARMOR-CAV
UZXJ,true,AMPH-MARINES
UZXJ,true,MARINES
UZXJ,true,CS-ENGINEER
UZXJ,true,CS-ARTILLERY
UZXJ,true,CS-OTHER
UZXJ,true,CSS-ENGINEER
UZXJ,true,CSS-MEDICAL
UZXJ,true,CSS-SIGNAL
UZXJ,true,CSS-SUPPLY
UZXJ,true,CSS-TRANSPOR
UZXJ,true,CSS-OTHER
UZXJ,true,NAVY-UE
UZXJ,true,RESUPPLY
UZXJ,true,AMMUNITION
UZXJ,true,POL
UZXJ,true,GEN-RESUPPLY
UZXJ,true,GEN-AMMO
UZXJ,true,GEN-POL
VFVN,true,AF-AIRCRAFT
VFVN,true,AF-SUPPORT
VFVN,true,AF-PREPO
VFVN,true,MARINE-PREPO
VFVN,true,ARMY-PREPO
VFVN,true,AIRBORNE
VFVN,true,ARMOR
VFVN,true,MECH-INFANTR
VFVN,true,AIRMOBILE
VFVN,true,CBAC
VFVN,true,INFANTRY
VFVN,true,ARMOR-CAV
VFVN,true,AMPH-MARINES
VFVN,true,MARINES
VFVN,true,CS-ENGINEER
VFVN,true,CS-ARTILLERY
VFVN,true,CS-OTHER
VFVN,true,CSS-ENGINEER
VFVN,true,CSS-MEDICAL
VFVN,true,CSS-SIGNAL
VFVN,true,CSS-SUPPLY
VFVN,true,CSS-TRANSPOR
VFVN,true,CSS-OTHER
VFVN,true,NAVY-UE
VFVN,true,RESUPPLY
VFVN,true,AMMUNITION
VFVN,true,POL
VFVN,true,GEN-RESUPPLY
VFVN,true,GEN-AMMO
VFVN,true,GEN-POL
VKNP,true,AF-AIRCRAFT
VKNP,true,AF-SUPPORT
VKNP,true,AF-PREPO
VKNP,true,MARINE-PREPO
VKNP,true,ARMY-PREPO
VKNP,true,AIRBORNE
VKNP,true,ARMOR
VKNP,true,MECH-INFANTR
VKNP,true,AIRMOBILE
VKNP,true,CBAC
VKNP,true,INFANTRY
VKNP,true,ARMOR-CAV
VKNP,true,AMPH-MARINES
VKNP,true,MARINES
VKNP,true,CS-ENGINEER
VKNP,true,CS-ARTILLERY
VKNP,true,CS-OTHER
VKNP,true,CSS-ENGINEER
VKNP,true,CSS-MEDICAL
VKNP,true,CSS-SIGNAL
VKNP,true,CSS-SUPPLY
VKNP,true,CSS-TRANSPOR
VKNP,true,CSS-OTHER
VKNP,true,NAVY-UE
VKNP,true,RESUPPLY
VKNP,true,AMMUNITION
VKNP,true,POL
VKNP,true,GEN-RESUPPLY
VKNP,true,GEN-AMMO
VKNP,true,GEN-POL
VPRF,true,AF-AIRCRAFT
VPRF,true,AF-SUPPORT
VPRF,true,AF-PREPO
VPRF,true,MARINE-PREPO
VPRF,true,ARMY-PREPO
VPRF,true,AIRBORNE
VPRF,true,ARMOR
VPRF,true,MECH-INFANTR
VPRF,true,AIRMOBILE
VPRF,true,CBAC
VPRF,true,INFANTRY
VPRF,true,ARMOR-CAV
VPRF,true,AMPH-MARINES
VPRF,true,MARINES
VPRF,true,CS-ENGINEER
VPRF,true,CS-ARTILLERY
VPRF,true,CS-OTHER
VPRF,true,CSS-ENGINEER
VPRF,true,CSS-MEDICAL
VPRF,true,CSS-SIGNAL
VPRF,true,CSS-SUPPLY
VPRF,true,CSS-TRANSPOR
VPRF,true,CSS-OTHER
VPRF,true,NAVY-UE
VPRF,true,RESUPPLY
VPRF,true,AMMUNITION
VPRF,true,POL
VPRF,true,GEN-RESUPPLY
VPRF,true,GEN-AMMO
VPRF,true,GEN-POL
VSNF,true,AF-AIRCRAFT
VSNF,true,AF-SUPPORT
VSNF,true,AF-PREPO
VSNF,true,MARINE-PREPO
VSNF,true,ARMY-PREPO
VSNF,true,AIRBORNE
VSNF,true,ARMOR
VSNF,true,MECH-INFANTR
VSNF,true,AIRMOBILE
VSNF,true,CBAC
VSNF,true,INFANTRY
VSNF,true,ARMOR-CAV
VSNF,true,AMPH-MARINES
VSNF,true,MARINES
VSNF,true,CS-ENGINEER
VSNF,true,CS-ARTILLERY
VSNF,true,CS-OTHER
VSNF,true,CSS-ENGINEER
VSNF,true,CSS-MEDICAL
VSNF,true,CSS-SIGNAL
VSNF,true,CSS-SUPPLY
VSNF,true,CSS-TRANSPOR
VSNF,true,CSS-OTHER
VSNF,true,NAVY-UE
VSNF,true,RESUPPLY
VSNF,true,AMMUNITION
VSNF,true,POL
VSNF,true,GEN-RESUPPLY
VSNF,true,GEN-AMMO
VSNF,true,GEN-POL
WMPT,true,AF-AIRCRAFT
WMPT,true,AF-SUPPORT
WMPT,true,AF-PREPO
WMPT,true,MARINE-PREPO
WMPT,true,ARMY-PREPO
WMPT,true,AIRBORNE
WMPT,true,ARMOR
WMPT,true,MECH-INFANTR
WMPT,true,AIRMOBILE
WMPT,true,CBAC
WMPT,true,INFANTRY
WMPT,true,ARMOR-CAV
WMPT,true,AMPH-MARINES
WMPT,true,MARINES
WMPT,true,CS-ENGINEER
WMPT,true,CS-ARTILLERY
WMPT,true,CS-OTHER
WMPT,true,CSS-ENGINEER
WMPT,true,CSS-MEDICAL
WMPT,true,CSS-SIGNAL
WMPT,true,CSS-SUPPLY
WMPT,true,CSS-TRANSPOR
WMPT,true,CSS-OTHER
WMPT,true,NAVY-UE
WMPT,true,RESUPPLY
WMPT,true,AMMUNITION
WMPT,true,POL
WMPT,true,GEN-RESUPPLY
WMPT,true,GEN-AMMO
WMPT,true,GEN-POL
WPAU,true,AF-AIRCRAFT
WPAU,true,AF-SUPPORT
WPAU,true,AF-PREPO
WPAU,true,MARINE-PREPO
WPAU,true,ARMY-PREPO
WPAU,true,AIRBORNE
WPAU,true,ARMOR
WPAU,true,MECH-INFANTR
WPAU,true,AIRMOBILE
WPAU,true,CBAC
WPAU,true,INFANTRY
WPAU,true,ARMOR-CAV
WPAU,true,AMPH-MARINES
WPAU,true,MARINES
WPAU,true,CS-ENGINEER
WPAU,true,CS-ARTILLERY
WPAU,true,CS-OTHER
WPAU,true,CSS-ENGINEER
WPAU,true,CSS-MEDICAL
WPAU,true,CSS-SIGNAL
WPAU,true,CSS-SUPPLY
WPAU,true,CSS-TRANSPOR
WPAU,true,CSS-OTHER
WPAU,true,NAVY-UE
WPAU,true,RESUPPLY
WPAU,true,AMMUNITION
WPAU,true,POL
WPAU,true,GEN-RESUPPLY
WPAU,true,GEN-AMMO
WPAU,true,GEN-POL
WPVT,true,AF-AIRCRAFT
WPVT,true,AF-SUPPORT
WPVT,true,AF-PREPO
WPVT,true,MARINE-PREPO
WPVT,true,ARMY-PREPO
WPVT,true,AIRBORNE
WPVT,true,ARMOR
WPVT,true,MECH-INFANTR
WPVT,true,AIRMOBILE
WPVT,true,CBAC
WPVT,true,INFANTRY
WPVT,true,ARMOR-CAV
WPVT,true,AMPH-MARINES
WPVT,true,MARINES
WPVT,true,CS-ENGINEER
WPVT,true,CS-ARTILLERY
WPVT,true,CS-OTHER
WPVT,true,CSS-ENGINEER
WPVT,true,CSS-MEDICAL
WPVT,true,CSS-SIGNAL
WPVT,true,CSS-SUPPLY
WPVT,true,CSS-TRANSPOR
WPVT,true,CSS-OTHER
WPVT,true,NAVY-UE
WPVT,true,RESUPPLY
WPVT,true,AMMUNITION
WPVT,true,POL
WPVT,true,GEN-RESUPPLY
WPVT,true,GEN-AMMO
WPVT,true,GEN-POL
WQZM,true,AF-AIRCRAFT
WQZM,true,AF-SUPPORT
WQZM,true,AF-PREPO
WQZM,true,MARINE-PREPO
WQZM,true,ARMY-PREPO
WQZM,true,AIRBORNE
WQZM,true,ARMOR
WQZM,true,MECH-INFANTR
WQZM,true,AIRMOBILE
WQZM,true,CBAC
WQZM,true,INFANTRY
WQZM,true,ARMOR-CAV
WQZM,true,AMPH-MARINES
WQZM,true,MARINES
WQZM,true,CS-ENGINEER
WQZM,true,CS-ARTILLERY
WQZM,true,CS-OTHER
WQZM,true,CSS-ENGINEER
WQZM,true,CSS-MEDICAL
WQZM,true,CSS-SIGNAL
WQZM,true,CSS-SUPPLY
WQZM,true,CSS-TRANSPOR
WQZM,true,CSS-OTHER
WQZM,true,NAVY-UE
WQZM,true,RESUPPLY
WQZM,true,AMMUNITION
WQZM,true,POL
WQZM,true,GEN-RESUPPLY
WQZM,true,GEN-AMMO
WQZM,true,GEN-POL
WTJG,true,AF-AIRCRAFT
WTJG,true,AF-SUPPORT
WTJG,true,AF-PREPO
WTJG,true,MARINE-PREPO
WTJG,true,ARMY-PREPO
WTJG,true,AIRBORNE
WTJG,true,ARMOR
WTJG,true,MECH-INFANTR
WTJG,true,AIRMOBILE
WTJG,true,CBAC
WTJG,true,INFANTRY
WTJG,true,ARMOR-CAV
WTJG,true,AMPH-MARINES
WTJG,true,MARINES
WTJG,true,CS-ENGINEER
WTJG,true,CS-ARTILLERY
WTJG,true,CS-OTHER
WTJG,true,CSS-ENGINEER
WTJG,true,CSS-MEDICAL
WTJG,true,CSS-SIGNAL
WTJG,true,CSS-SUPPLY
WTJG,true,CSS-TRANSPOR
WTJG,true,CSS-OTHER
WTJG,true,NAVY-UE
WTJG,true,RESUPPLY
WTJG,true,AMMUNITION
WTJG,true,POL
WTJG,true,GEN-RESUPPLY
WTJG,true,GEN-AMMO
WTJG,true,GEN-POL
WYKZ,true,AF-AIRCRAFT
WYKZ,true,AF-SUPPORT
WYKZ,true,AF-PREPO
WYKZ,true,MARINE-PREPO
WYKZ,true,ARMY-PREPO
WYKZ,true,AIRBORNE
WYKZ,true,ARMOR
WYKZ,true,MECH-INFANTR
WYKZ,true,AIRMOBILE
WYKZ,true,CBAC
WYKZ,true,INFANTRY
WYKZ,true,ARMOR-CAV
WYKZ,true,AMPH-MARINES
WYKZ,true,MARINES
WYKZ,true,CS-ENGINEER
WYKZ,true,CS-ARTILLERY
WYKZ,true,CS-OTHER
WYKZ,true,CSS-ENGINEER
WYKZ,true,CSS-MEDICAL
WYKZ,true,CSS-SIGNAL
WYKZ,true,CSS-SUPPLY
WYKZ,true,CSS-TRANSPOR
WYKZ,true,CSS-OTHER
WYKZ,true,NAVY-UE
WYKZ,true,RESUPPLY
WYKZ,true,AMMUNITION
WYKZ,true,POL
WYKZ,true,GEN-RESUPPLY
WYKZ,true,GEN-AMMO
WYKZ,true,GEN-POL
XEXW,true,AF-AIRCRAFT
XEXW,true,AF-SUPPORT
XEXW,true,AF-PREPO
XEXW,true,MARINE-PREPO
XEXW,true,ARMY-PREPO
XEXW,true,AIRBORNE
XEXW,true,ARMOR
XEXW,true,MECH-INFANTR
XEXW,true,AIRMOBILE
XEXW,true,CBAC
XEXW,true,INFANTRY
XEXW,true,ARMOR-CAV
XEXW,true,AMPH-MARINES
XEXW,true,MARINES
XEXW,true,CS-ENGINEER
XEXW,true,CS-ARTILLERY
XEXW,true,CS-OTHER
XEXW,true,CSS-ENGINEER
XEXW,true,CSS-MEDICAL
XEXW,true,CSS-SIGNAL
XEXW,true,CSS-SUPPLY
XEXW,true,CSS-TRANSPOR
XEXW,true,CSS-OTHER
XEXW,true,NAVY-UE
XEXW,true,RESUPPLY
XEXW,true,AMMUNITION
XEXW,true,POL
XEXW,true,GEN-RESUPPLY
XEXW,true,GEN-AMMO
XEXW,true,GEN-POL
XRVJ,true,AF-AIRCRAFT
XRVJ,true,AF-SUPPORT
XRVJ,true,AF-PREPO
XRVJ,true,MARINE-PREPO
XRVJ,true,ARMY-PREPO
XRVJ,true,AIRBORNE
XRVJ,true,ARMOR
XRVJ,true,MECH-INFANTR
XRVJ,true,AIRMOBILE
XRVJ,true,CBAC
XRVJ,true,INFANTRY
XRVJ,true,ARMOR-CAV
XRVJ,true,AMPH-MARINES
XRVJ,true,MARINES
XRVJ,true,CS-ENGINEER
XRVJ,true,CS-ARTILLERY
XRVJ,true,CS-OTHER
XRVJ,true,CSS-ENGINEER
XRVJ,true,CSS-MEDICAL
XRVJ,true,CSS-SIGNAL
XRVJ,true,CSS-SUPPLY
XRVJ,true,CSS-TRANSPOR
XRVJ,true,CSS-OTHER
XRVJ,true,NAVY-UE
XRVJ,true,RESUPPLY
XRVJ,true,AMMUNITION
XRVJ,true,POL
XRVJ,true,GEN-RESUPPLY
XRVJ,true,GEN-AMMO
XRVJ,true,GEN-POL
XUDT,true,AF-AIRCRAFT
XUDT,true,AF-SUPPORT
XUDT,true,AF-PREPO
XUDT,true,MARINE-PREPO
XUDT,true,ARMY-PREPO
XUDT,true,AIRBORNE
XUDT,true,ARMOR
XUDT,true,MECH-INFANTR
XUDT,true,AIRMOBILE
XUDT,true,CBAC
XUDT,true,INFANTRY
XUDT,true,ARMOR-CAV
XUDT,true,AMPH-MARINES
XUDT,true,MARINES
XUDT,true,CS-ENGINEER
XUDT,true,CS-ARTILLERY
XUDT,true,CS-OTHER
XUDT,true,CSS-ENGINEER
XUDT,true,CSS-MEDICAL
XUDT,true,CSS-SIGNAL
XUDT,true,CSS-SUPPLY
XUDT,true,CSS-TRANSPOR
XUDT,true,CSS-OTHER
XUDT,true,NAVY-UE
XUDT,true,RESUPPLY
XUDT,true,AMMUNITION
XUDT,true,POL
XUDT,true,GEN-RESUPPLY
XUDT,true,GEN-AMMO
XUDT,true,GEN-POL
XVMN,true,AF-AIRCRAFT
XVMN,true,AF-SUPPORT
XVMN,true,AF-PREPO
XVMN,true,MARINE-PREPO
XVMN,true,ARMY-PREPO
XVMN,true,AIRBORNE
XVMN,true,ARMOR
XVMN,true,MECH-INFANTR
XVMN,true,AIRMOBILE
XVMN,true,CBAC
XVMN,true,INFANTRY
XVMN,true,ARMOR-CAV
XVMN,true,AMPH-MARINES
XVMN,true,MARINES
XVMN,true,CS-ENGINEER
XVMN,true,CS-ARTILLERY
XVMN,true,CS-OTHER
XVMN,true,CSS-ENGINEER
XVMN,true,CSS-MEDICAL
XVMN,true,CSS-SIGNAL
XVMN,true,CSS-SUPPLY
XVMN,true,CSS-TRANSPOR
XVMN,true,CSS-OTHER
XVMN,true,NAVY-UE
XVMN,true,RESUPPLY
XVMN,true,AMMUNITION
XVMN,true,POL
XVMN,true,GEN-RESUPPLY
XVMN,true,GEN-AMMO
XVMN,true,GEN-POL
XVRV,true,AF-AIRCRAFT
XVRV,true,AF-SUPPORT
XVRV,true,AF-PREPO
XVRV,true,MARINE-PREPO
XVRV,true,ARMY-PREPO
XVRV,true,AIRBORNE
XVRV,true,ARMOR
XVRV,true,MECH-INFANTR
XVRV,true,AIRMOBILE
XVRV,true,CBAC
XVRV,true,INFANTRY
XVRV,true,ARMOR-CAV
XVRV,true,AMPH-MARINES
XVRV,true,MARINES
XVRV,true,CS-ENGINEER
XVRV,true,CS-ARTILLERY
XVRV,true,CS-OTHER
XVRV,true,CSS-ENGINEER
XVRV,true,CSS-MEDICAL
XVRV,true,CSS-SIGNAL
XVRV,true,CSS-SUPPLY
XVRV,true,CSS-TRANSPOR
XVRV,true,CSS-OTHER
XVRV,true,NAVY-UE
XVRV,true,RESUPPLY
XVRV,true,AMMUNITION
XVRV,true,POL
XVRV,true,GEN-RESUPPLY
XVRV,true,GEN-AMMO
XVRV,true,GEN-POL
XYNK,true,AF-AIRCRAFT
XYNK,true,AF-SUPPORT
XYNK,true,AF-PREPO
XYNK,true,MARINE-PREPO
XYNK,true,ARMY-PREPO
XYNK,true,AIRBORNE
XYNK,true,ARMOR
XYNK,true,MECH-INFANTR
XYNK,true,AIRMOBILE
XYNK,true,CBAC
XYNK,true,INFANTRY
XYNK,true,ARMOR-CAV
XYNK,true,AMPH-MARINES
XYNK,true,MARINES
XYNK,true,CS-ENGINEER
XYNK,true,CS-ARTILLERY
XYNK,true,CS-OTHER
XYNK,true,CSS-ENGINEER
XYNK,true,CSS-MEDICAL
XYNK,true,CSS-SIGNAL
XYNK,true,CSS-SUPPLY
XYNK,true,CSS-TRANSPOR
XYNK,true,CSS-OTHER
XYNK,true,NAVY-UE
XYNK,true,RESUPPLY
XYNK,true,AMMUNITION
XYNK,true,POL
XYNK,true,GEN-RESUPPLY
XYNK,true,GEN-AMMO
XYNK,true,GEN-POL
YRTK,true,AF-AIRCRAFT
YRTK,true,AF-SUPPORT
YRTK,true,AF-PREPO
YRTK,true,MARINE-PREPO
YRTK,true,ARMY-PREPO
YRTK,true,AIRBORNE
YRTK,true,ARMOR
YRTK,true,MECH-INFANTR
YRTK,true,AIRMOBILE
YRTK,true,CBAC
YRTK,true,INFANTRY
YRTK,true,ARMOR-CAV
YRTK,true,AMPH-MARINES
YRTK,true,MARINES
YRTK,true,CS-ENGINEER
YRTK,true,CS-ARTILLERY
YRTK,true,CS-OTHER
YRTK,true,CSS-ENGINEER
YRTK,true,CSS-MEDICAL
YRTK,true,CSS-SIGNAL
YRTK,true,CSS-SUPPLY
YRTK,true,CSS-TRANSPOR
YRTK,true,CSS-OTHER
YRTK,true,NAVY-UE
YRTK,true,RESUPPLY
YRTK,true,AMMUNITION
YRTK,true,POL
YRTK,true,GEN-RESUPPLY
YRTK,true,GEN-AMMO
YRTK,true,GEN-POL
ZBES,true,AF-AIRCRAFT
ZBES,true,AF-SUPPORT
ZBES,true,AF-PREPO
ZBES,true,MARINE-PREPO
ZBES,true,ARMY-PREPO
ZBES,true,AIRBORNE
ZBES,true,ARMOR
ZBES,true,MECH-INFANTR
ZBES,true,AIRMOBILE
ZBES,true,CBAC
ZBES,true,INFANTRY
ZBES,true,ARMOR-CAV
ZBES,true,AMPH-MARINES
ZBES,true,MARINES
ZBES,true,CS-ENGINEER
ZBES,true,CS-ARTILLERY
ZBES,true,CS-OTHER
ZBES,true,CSS-ENGINEER
ZBES,true,CSS-MEDICAL
ZBES,true,CSS-SIGNAL
ZBES,true,CSS-SUPPLY
ZBES,true,CSS-TRANSPOR
ZBES,true,CSS-OTHER
ZBES,true,NAVY-UE
ZBES,true,RESUPPLY
ZBES,true,AMMUNITION
ZBES,true,POL
ZBES,true,GEN-RESUPPLY
ZBES,true,GEN-AMMO
ZBES,true,GEN-POL
ZMJJ,true,AF-AIRCRAFT
ZMJJ,true,AF-SUPPORT
ZMJJ,true,AF-PREPO
ZMJJ,true,MARINE-PREPO
ZMJJ,true,ARMY-PREPO
ZMJJ,true,AIRBORNE
ZMJJ,true,ARMOR
ZMJJ,true,MECH-INFANTR
ZMJJ,true,AIRMOBILE
ZMJJ,true,CBAC
ZMJJ,true,INFANTRY
ZMJJ,true,ARMOR-CAV
ZMJJ,true,AMPH-MARINES
ZMJJ,true,MARINES
ZMJJ,true,CS-ENGINEER
ZMJJ,true,CS-ARTILLERY
ZMJJ,true,CS-OTHER
ZMJJ,true,CSS-ENGINEER
ZMJJ,true,CSS-MEDICAL
ZMJJ,true,CSS-SIGNAL
ZMJJ,true,CSS-SUPPLY
ZMJJ,true,CSS-TRANSPOR
ZMJJ,true,CSS-OTHER
ZMJJ,true,NAVY-UE
ZMJJ,true,RESUPPLY
ZMJJ,true,AMMUNITION
ZMJJ,true,POL
ZMJJ,true,GEN-RESUPPLY
ZMJJ,true,GEN-AMMO
ZMJJ,true,GEN-POL
ZNMC,true,AF-AIRCRAFT
ZNMC,true,AF-SUPPORT
ZNMC,true,AF-PREPO
ZNMC,true,MARINE-PREPO
ZNMC,true,ARMY-PREPO
ZNMC,true,AIRBORNE
ZNMC,true,ARMOR
ZNMC,true,MECH-INFANTR
ZNMC,true,AIRMOBILE
ZNMC,true,CBAC
ZNMC,true,INFANTRY
ZNMC,true,ARMOR-CAV
ZNMC,true,AMPH-MARINES
ZNMC,true,MARINES
ZNMC,true,CS-ENGINEER
ZNMC,true,CS-ARTILLERY
ZNMC,true,CS-OTHER
ZNMC,true,CSS-ENGINEER
ZNMC,true,CSS-MEDICAL
ZNMC,true,CSS-SIGNAL
ZNMC,true,CSS-SUPPLY
ZNMC,true,CSS-TRANSPOR
ZNMC,true,CSS-OTHER
ZNMC,true,NAVY-UE
ZNMC,true,RESUPPLY
ZNMC,true,AMMUNITION
ZNMC,true,POL
ZNMC,true,GEN-RESUPPLY
ZNMC,true,GEN-AMMO
ZNMC,true,GEN-POL
ZSJC,true,AF-AIRCRAFT
ZSJC,true,AF-SUPPORT
ZSJC,true,AF-PREPO
ZSJC,true,MARINE-PREPO
ZSJC,true,ARMY-PREPO
ZSJC,true,AIRBORNE
ZSJC,true,ARMOR
ZSJC,true,MECH-INFANTR
ZSJC,true,AIRMOBILE
ZSJC,true,CBAC
ZSJC,true,INFANTRY
ZSJC,true,ARMOR-CAV
ZSJC,true,AMPH-MARINES
ZSJC,true,MARINES
ZSJC,true,CS-ENGINEER
ZSJC,true,CS-ARTILLERY
ZSJC,true,CS-OTHER
ZSJC,true,CSS-ENGINEER
ZSJC,true,CSS-MEDICAL
ZSJC,true,CSS-SIGNAL
ZSJC,true,CSS-SUPPLY
ZSJC,true,CSS-TRANSPOR
ZSJC,true,CSS-OTHER
ZSJC,true,NAVY-UE
ZSJC,true,RESUPPLY
ZSJC,true,AMMUNITION
ZSJC,true,POL
ZSJC,true,GEN-RESUPPLY
ZSJC,true,GEN-AMMO
ZSJC,true,GEN-POL
