Ship Type,Berth Type,Commodity Class,Transfer Rate
T-AH,OTHER,ARMY-PREPO,0
T-AH,OTHER,AIRBORNE,0
T-AH,RORO,AF-AIRCRAFT,0
T-AH,RORO,AF-SUPPORT,0
T-AH,RORO,AF-PREPO,0
T-AH,RORO,MARINE-PREPO,0
T-AH,RORO,ARMY-PREPO,0
T-AH,RORO,AIRBORNE,0
T-AH,RORO/CONTNR,AF-AIRCRAFT,0
T-AH,RORO/CONTNR,AF-SUPPORT,0
T-AH,RORO/CONTNR,AF-PREPO,0
T-AH,RORO/CONTNR,MARINE-PREPO,0
T-AH,RORO/CONTNR,ARMY-PREPO,0
T-AH,RORO/CONTNR,AIRBORNE,0
T-AH,TANKER,AF-AIRCRAFT,0
T-AH,TANKER,AF-SUPPORT,0
T-AH,TANKER,AF-PREPO,0
T-AH,TANKER,MARINE-PREPO,0
T-AH,TANKER,ARMY-PREPO,0
T-AH,TANKER,AIRBORNE,0
T-AH,VISA,AF-AIRCRAFT,0
T-AH,VISA,AF-SUPPORT,0
T-AH,VISA,AF-PREPO,0
T-AH,VISA,MARINE-PREPO,0
T-AH,VISA,ARMY-PREPO,0
T-AH,VISA,AIRBORNE,0
VISA CONT,ALL-PURPOSE,AF-AIRCRAFT,0
VISA CONT,ALL-PURPOSE,AF-SUPPORT,0
VISA CONT,ALL-PURPOSE,AF-PREPO,0
VISA CONT,ALL-PURPOSE,MARINE-PREPO,0
VISA CONT,ALL-PURPOSE,ARMY-PREPO,5000
VISA CONT,ALL-PURPOSE,AIRBORNE,0
VISA CONT,BARGE,AF-AIRCRAFT,0
VISA CONT,BARGE,AF-SUPPORT,0
VISA CONT,BARGE,AF-PREPO,0
VISA CONT,BARGE,MARINE-PREPO,0
VISA CONT,BARGE,ARMY-PREPO,0
VISA CONT,BARGE,AIRBORNE,0
VISA CONT,BBULK/AMMO,AF-AIRCRAFT,0
VISA CONT,BBULK/AMMO,AF-SUPPORT,0
VISA CONT,BBULK/AMMO,AF-PREPO,0
VISA CONT,BBULK/AMMO,MARINE-PREPO,0
VISA CONT,BBULK/AMMO,ARMY-PREPO,0
VISA CONT,BBULK/AMMO,AIRBORNE,0
VISA CONT,BBULK/CONTNR,AF-AIRCRAFT,0
VISA CONT,BBULK/CONTNR,AF-SUPPORT,0
VISA CONT,BBULK/CONTNR,AF-PREPO,0
VISA CONT,BBULK/CONTNR,MARINE-PREPO,0
VISA CONT,BBULK/CONTNR,ARMY-PREPO,0
VISA CONT,BBULK/CONTNR,AIRBORNE,0
VISA CONT,BBULK/RORO,AF-AIRCRAFT,0
VISA CONT,BBULK/RORO,AF-SUPPORT,0
VISA CONT,BBULK/RORO,AF-PREPO,0
VISA CONT,BBULK/RORO,MARINE-PREPO,0
VISA CONT,BBULK/RORO,ARMY-PREPO,0
VISA CONT,BBULK/RORO,AIRBORNE,0
VISA CONT,BREAKBULK,AF-AIRCRAFT,0
VISA CONT,BREAKBULK,AF-SUPPORT,0
VISA CONT,BREAKBULK,AF-PREPO,0
VISA CONT,BREAKBULK,MARINE-PREPO,0
VISA CONT,BREAKBULK,ARMY-PREPO,0
VISA CONT,BREAKBULK,AIRBORNE,0
VISA CONT,CONT/AMMO,AF-AIRCRAFT,0
VISA CONT,CONT/AMMO,AF-SUPPORT,0
VISA CONT,CONT/AMMO,AF-PREPO,0
VISA CONT,CONT/AMMO,MARINE-PREPO,0
VISA CONT,CONT/AMMO,ARMY-PREPO,0
VISA CONT,CONT/AMMO,AIRBORNE,0
VISA CONT,CONTAINER,AF-AIRCRAFT,0
VISA CONT,CONTAINER,AF-SUPPORT,0
VISA CONT,CONTAINER,AF-PREPO,0
VISA CONT,CONTAINER,MARINE-PREPO,0
VISA CONT,CONTAINER,ARMY-PREPO,0
VISA CONT,CONTAINER,AIRBORNE,0
VISA CONT,DOCK,AF-AIRCRAFT,0
VISA CONT,DOCK,AF-SUPPORT,0
VISA CONT,DOCK,AF-PREPO,0
VISA CONT,DOCK,MARINE-PREPO,0
VISA CONT,DOCK,ARMY-PREPO,0
VISA CONT,DOCK,AIRBORNE,0
VISA CONT,GENERAL PURP,AF-AIRCRAFT,0
VISA CONT,GENERAL PURP,AF-SUPPORT,0
VISA CONT,GENERAL PURP,AF-PREPO,0
VISA CONT,GENERAL PURP,MARINE-PREPO,0
VISA CONT,GENERAL PURP,ARMY-PREPO,5000
VISA CONT,GENERAL PURP,AIRBORNE,0
VISA CONT,INTRA WATER,AF-AIRCRAFT,0
VISA CONT,INTRA WATER,AF-SUPPORT,0
VISA CONT,INTRA WATER,AF-PREPO,0
VISA CONT,INTRA WATER,MARINE-PREPO,0
VISA CONT,INTRA WATER,ARMY-PREPO,0
VISA CONT,INTRA WATER,AIRBORNE,0
VISA CONT,JLOTS,AF-AIRCRAFT,0
VISA CONT,JLOTS,AF-SUPPORT,0
VISA CONT,JLOTS,AF-PREPO,0
VISA CONT,JLOTS,MARINE-PREPO,0
VISA CONT,JLOTS,ARMY-PREPO,0
VISA CONT,JLOTS,AIRBORNE,0
VISA CONT,LIGHTER,AF-AIRCRAFT,0
VISA CONT,LIGHTER,AF-SUPPORT,0
VISA CONT,LIGHTER,AF-PREPO,0
VISA CONT,LIGHTER,MARINE-PREPO,0
VISA CONT,LIGHTER,ARMY-PREPO,0
VISA CONT,LIGHTER,AIRBORNE,0
VISA CONT,OTHER,AF-AIRCRAFT,0
VISA CONT,OTHER,AF-SUPPORT,0
VISA CONT,OTHER,AF-PREPO,0
VISA CONT,OTHER,MARINE-PREPO,0
VISA CONT,OTHER,ARMY-PREPO,0
VISA CONT,OTHER,AIRBORNE,0
VISA CONT,RORO,AF-AIRCRAFT,0
VISA CONT,RORO,AF-SUPPORT,0
VISA CONT,RORO,AF-PREPO,0
VISA CONT,RORO,MARINE-PREPO,0
VISA CONT,RORO,ARMY-PREPO,0
VISA CONT,RORO,AIRBORNE,0
VISA CONT,RORO/CONTNR,AF-AIRCRAFT,0
VISA CONT,RORO/CONTNR,AF-SUPPORT,0
VISA CONT,RORO/CONTNR,AF-PREPO,0
VISA CONT,RORO/CONTNR,MARINE-PREPO,0
VISA CONT,RORO/CONTNR,ARMY-PREPO,0
VISA CONT,RORO/CONTNR,AIRBORNE,0
VISA CONT,TANKER,AF-AIRCRAFT,0
VISA CONT,TANKER,AF-SUPPORT,0
VISA CONT,TANKER,AF-PREPO,0
VISA CONT,TANKER,MARINE-PREPO,0
VISA CONT,TANKER,ARMY-PREPO,0
VISA CONT,TANKER,AIRBORNE,0
VISA CONT,VISA,AF-AIRCRAFT,0
VISA CONT,VISA,AF-SUPPORT,0
VISA CONT,VISA,AF-PREPO,5600
VISA CONT,VISA,MARINE-PREPO,0
VISA CONT,VISA,ARMY-PREPO,0
VISA CONT,VISA,AIRBORNE,0
