Day,Airport,Geoloc,Fleet,AircraftType,Arrivals,Departures,UploadHours,DownloadHours,HomeHours,EnrouteHours,RecoveryHours,ChannelSvcHours,MogDelay,CrewRestHours,ItineraryDelay,ConfigurationChange,ReconfigurationDelay
40,LAJES,MQNA,STRATEGIC,C-17,5,4,.000,.000,.000,11.250,.000,.000,.000,4.221,.000,NO,.000
40,LAJES,MQNA,STRATEGIC,KC-10,6,7,.000,.000,.000,9.000,.000,.000,.000,34.431,.000,NO,.000
40,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,4.785,.000,NO,.000
40,MC GUIRE FLD,PTFL,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,12.332,.000,NO,.000
40,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,1,.000,.000,.000,4.500,.000,.000,.000,18.931,.000,NO,.000
40,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
40,POPE AAF,TMKH,STRATEGIC,B-747P,1,1,1.990,.000,.000,.000,.000,.000,1.661,12.000,.000,NO,.000
40,POPE AAF,TMKH,STRATEGIC,C-17,1,0,2.250,.000,.000,.000,.000,.000,.000,11.832,.000,NO,.000
40,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,2,.000,.000,.000,1.500,.000,.000,.000,26.779,.000,NO,.000
40,RAMSTEIN AB,TYFR,STRATEGIC,C-17,2,1,.000,.000,.000,4.500,.000,.000,.000,19.173,.000,NO,.000
40,TRAVIS AFB,XDAT,STRATEGIC,B-747P,4,2,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
40,TRAVIS AFB,XDAT,STRATEGIC,C-17,2,0,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
40,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,3,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
41,BIGGS AAF,BPWZ,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
41,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,5,.000,.000,2.250,.000,.000,.000,.000,21.183,.000,NO,.000
41,DOVER AFB,FJXT,STRATEGIC,C-17,3,4,6.750,.000,.000,.000,.000,.000,3.476,37.868,.000,NO,.000
41,DOVER AFB,FJXT,STRATEGIC,KC-10,3,4,15.000,.000,.000,.000,.000,.000,5.792,31.959,.000,NO,.000
41,THYNA,FUQN,STRATEGIC,B-747P,0,1,1.642,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
41,THYNA,FUQN,STRATEGIC,C-17,2,0,.000,4.500,.000,.000,.000,.000,.000,12.788,.000,NO,.000
41,MATMATA,HNTK,STRATEGIC,B-747P,0,1,2.568,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
41,MATMATA,HNTK,STRATEGIC,C-17,3,4,.769,6.750,.000,.000,.000,.000,.000,26.098,.000,NO,.000
41,MATMATA,HNTK,STRATEGIC,KC-10,3,0,.000,8.110,.000,.000,.000,.000,.000,8.121,.000,NO,.000
41,JBSA KELLY AFB,MBPB,STRATEGIC,C-17,2,2,4.403,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
41,LAJES,MQNA,STRATEGIC,C-17,7,7,.000,.000,.000,16.310,.000,.000,.000,45.918,.000,NO,.000
41,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
41,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,9.615,.000,NO,.000
41,MC GUIRE FLD,PTFL,STRATEGIC,C-17,1,0,.000,.000,.000,2.250,.000,.000,.000,12.628,.000,NO,.000
41,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,31.101,.000,NO,.000
41,POPE AAF,TMKH,STRATEGIC,B-747P,2,2,7.010,.000,.000,.000,.000,.000,11.730,24.000,.000,NO,.000
41,POPE AAF,TMKH,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.918,.000,NO,.000
41,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,2,.000,.000,.000,4.500,.000,.000,.000,26.067,.000,NO,.000
41,RAMSTEIN AB,TYFR,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,6.327,.000,NO,.000
41,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,3.612,23.388,.000,NO,.000
41,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,1,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
41,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,1,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
42,BIGGS AAF,BPWZ,STRATEGIC,B-747P,1,0,1.076,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
42,BIGGS AAF,BPWZ,STRATEGIC,C-17,1,0,.460,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
42,CAIRO WEST,CWKW,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,13.500,.000,NO,.000
42,JB CHARLESTON,DKFX,STRATEGIC,C-17,5,4,.000,.000,9.418,.000,.000,.000,24.000,15.000,.000,NO,.000
42,DOVER AFB,FJXT,STRATEGIC,C-17,2,2,4.500,.000,.000,.000,.000,.000,.686,26.404,.000,NO,.000
42,DOVER AFB,FJXT,STRATEGIC,KC-10,3,2,15.000,.000,.000,.000,.000,.000,.096,28.318,.000,NO,.000
42,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
42,THYNA,FUQN,STRATEGIC,C-17,0,2,.000,.000,.000,.000,.000,.000,.000,12.712,.000,NO,.000
42,MATMATA,HNTK,STRATEGIC,C-17,3,2,.000,5.450,.000,.000,.000,.000,.000,19.258,.000,NO,.000
42,MATMATA,HNTK,STRATEGIC,KC-10,4,5,.890,11.621,.000,.000,.000,.000,2.982,27.958,.000,NO,.000
42,LAJES,MQNA,STRATEGIC,C-17,8,7,.000,.000,.000,18.000,.000,.000,.000,38.714,.000,NO,.000
42,LAJES,MQNA,STRATEGIC,KC-10,2,2,.000,.000,.000,3.000,.000,.000,.000,.000,.000,NO,.000
42,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,0,2,.000,.000,.000,.000,.000,.000,.000,5.385,.000,NO,.000
42,MC GUIRE FLD,PTFL,STRATEGIC,C-17,2,3,.000,.000,.000,4.500,.000,.000,.000,25.622,.000,NO,.000
42,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,2,.000,.000,.000,1.500,.000,.000,.000,10.423,.000,NO,.000
42,POPE AAF,TMKH,STRATEGIC,B-747P,1,2,3.000,.000,.000,.000,.000,.000,6.343,24.000,.000,NO,.000
42,POPE AAF,TMKH,STRATEGIC,C-17,2,0,4.500,.000,.000,.000,.000,.000,.000,17.007,.000,NO,.000
42,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,0,2,.000,.000,.000,.000,.000,.000,.000,15.872,.000,NO,.000
42,RAMSTEIN AB,TYFR,STRATEGIC,C-17,2,1,.000,.000,.000,4.500,.000,.000,.000,22.581,.000,NO,.000
42,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,2.549,37.951,.000,NO,.000
42,TRAVIS AFB,XDAT,STRATEGIC,B-747P,3,3,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
42,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,3,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
43,BIGGS AAF,BPWZ,STRATEGIC,B-747P,0,1,1.924,.000,.000,.000,.000,.000,6.615,12.000,.000,NO,.000
43,BIGGS AAF,BPWZ,STRATEGIC,C-17,0,1,1.790,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
43,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
43,CAIRO WEST,CWKW,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,13.500,.000,NO,.000
43,JB CHARLESTON,DKFX,STRATEGIC,C-17,5,4,.000,.000,8.582,3.138,.000,.000,32.545,11.590,.000,NO,.000
43,DOVER AFB,FJXT,STRATEGIC,C-17,4,4,9.000,.000,.000,.000,.000,.000,7.320,53.204,.000,NO,.000
43,DOVER AFB,FJXT,STRATEGIC,KC-10,1,2,4.636,.000,.000,.000,.000,.000,.000,10.702,.000,NO,.000
43,DYESS AFB,FNWZ,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
43,THYNA,FUQN,STRATEGIC,B-747P,2,2,.000,6.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
43,THYNA,FUQN,STRATEGIC,C-17,3,2,6.335,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
43,MATMATA,HNTK,STRATEGIC,C-17,3,5,1.300,6.750,.000,.000,.000,.000,.000,40.895,.000,NO,.000
43,MATMATA,HNTK,STRATEGIC,KC-10,3,2,.379,8.555,.000,.000,.000,.000,.000,21.171,.000,NO,.000
43,DJERBA,JEAH,STRATEGIC,C-17,2,0,.000,4.500,.000,.000,.000,.000,.000,1.932,.000,NO,.000
43,LAJES,MQNA,STRATEGIC,C-17,4,7,.000,.000,.000,9.000,.000,.000,.000,25.896,.000,NO,.000
43,LAJES,MQNA,STRATEGIC,KC-10,6,6,.000,.000,.000,9.000,.000,.000,.000,13.500,.000,NO,.000
43,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,60.181,.000,NO,.000
43,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
43,POPE AAF,TMKH,STRATEGIC,C-17,0,2,.000,.000,.000,.000,.000,.000,.000,8.493,.000,NO,.000
43,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,2,.000,.000,.000,4.500,.000,.000,.000,28.379,.000,NO,.000
43,RAMSTEIN AB,TYFR,STRATEGIC,C-17,4,3,.000,.000,.000,9.000,.000,.000,.000,46.175,.000,NO,.000
43,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,3.976,9.524,.000,NO,.000
43,TRAVIS AFB,XDAT,STRATEGIC,C-17,0,2,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
43,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,1,.000,.000,1.737,.000,.000,.000,.000,.000,.000,NO,.000
44,JB CHARLESTON,DKFX,STRATEGIC,C-17,2,5,.000,.000,4.500,1.362,.000,.000,2.604,43.910,.000,NO,.000
44,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,14.963,.000,NO,.000
44,DOVER AFB,FJXT,STRATEGIC,KC-10,3,2,15.364,.000,.000,.000,.000,.000,8.142,21.338,.000,NO,.000
44,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
44,THYNA,FUQN,STRATEGIC,C-17,3,2,.415,6.750,.000,.000,.000,.000,.000,22.737,.000,NO,.000
44,MATMATA,HNTK,STRATEGIC,B-747P,2,2,.000,6.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
44,MATMATA,HNTK,STRATEGIC,C-17,2,2,.000,4.500,.000,.000,.000,.000,.000,25.500,.000,NO,.000
44,MATMATA,HNTK,STRATEGIC,KC-10,1,3,.445,1.736,.000,.000,.000,.000,.000,14.750,.000,NO,.000
44,DJERBA,JEAH,STRATEGIC,C-17,1,2,.000,2.250,.000,.000,.000,.000,5.342,23.850,.000,NO,.000
44,LAJES,MQNA,STRATEGIC,C-17,9,5,.000,.000,.000,20.250,.000,.000,.000,23.591,.000,NO,.000
44,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,13.500,.000,NO,.000
44,MC GUIRE FLD,PTFL,STRATEGIC,C-17,3,3,.000,.000,.000,6.750,.000,.000,.000,38.250,.000,NO,.000
44,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,3,.000,.000,.000,6.000,.000,.000,.000,6.783,.000,NO,.000
44,POPE AAF,TMKH,STRATEGIC,B-747P,1,0,3.000,.000,.000,.000,.000,.000,4.326,1.821,.000,NO,.000
44,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,3,.000,.000,.000,3.000,.000,.000,.000,39.121,.000,NO,.000
44,RAMSTEIN AB,TYFR,STRATEGIC,C-17,5,4,.000,.000,.000,9.837,.000,.000,.000,50.392,.000,NO,.000
44,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,.000,.000,.000,NO,.000
44,TRAVIS AFB,XDAT,STRATEGIC,B-747P,3,1,.000,.000,3.261,.000,.000,.000,.000,.000,.000,NO,.000
44,TRAVIS AFB,XDAT,STRATEGIC,C-17,1,1,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
44,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,1,.000,.000,5.763,.000,.000,.000,.000,.000,.000,NO,.000
45,JB CHARLESTON,DKFX,STRATEGIC,C-17,6,5,.000,.000,13.500,.000,.000,.000,11.940,15.000,.000,NO,.000
45,DOVER AFB,FJXT,STRATEGIC,C-17,4,1,6.428,.000,.000,.000,.000,.000,16.154,12.630,.000,NO,.000
45,DOVER AFB,FJXT,STRATEGIC,KC-10,6,6,22.281,.000,.000,.000,.000,.000,7.162,48.662,.000,NO,.000
45,DYESS AFB,FNWZ,STRATEGIC,C-17,1,0,1.029,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
45,THYNA,FUQN,STRATEGIC,B-747P,1,0,.000,3.000,.000,.000,.000,.000,.000,1.840,.000,NO,.000
45,THYNA,FUQN,STRATEGIC,C-17,4,6,9.000,.000,.000,.000,.000,.000,12.647,7.964,.000,NO,.000
45,MATMATA,HNTK,STRATEGIC,C-17,4,3,.000,9.000,.000,.000,.000,.000,3.174,22.325,.000,NO,.000
45,MATMATA,HNTK,STRATEGIC,KC-10,3,1,1.264,9.000,.000,.000,.000,.000,2.304,28.128,.000,NO,.000
45,DJERBA,JEAH,STRATEGIC,C-17,4,4,.000,9.000,.000,.000,.000,.000,.000,27.598,.000,NO,.000
45,LAJES,MQNA,STRATEGIC,C-17,5,6,.000,.000,.000,10.008,.000,.000,.000,66.041,.000,NO,.000
45,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
45,MC GUIRE FLD,PTFL,STRATEGIC,C-17,3,2,.000,.000,.000,5.579,.000,.000,.000,25.500,.000,NO,.000
45,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,3,.000,.000,.000,1.500,.000,.000,.000,21.081,.000,NO,.000
45,POPE AAF,TMKH,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,10.179,.000,NO,.000
45,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,2,.000,.000,.000,3.000,.000,.000,.000,27.000,.000,NO,.000
45,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,3,.000,.000,.000,3.643,.000,.000,.000,21.102,.000,NO,.000
45,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,.000,.000,.000,NO,.000
45,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,1,0,3.000,.000,.000,.000,.000,.000,7.249,.000,.000,NO,.000
45,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,1,.000,.000,2.739,.000,.000,.000,.000,.000,.000,NO,.000
45,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,5,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
46,BIGGS AAF,BPWZ,STRATEGIC,B-747P,1,0,3.000,.000,.000,.000,.000,.000,9.528,4.597,.000,NO,.000
46,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
46,JB CHARLESTON,DKFX,STRATEGIC,C-17,5,6,.000,.000,9.619,.000,.000,.000,.000,3.617,.000,NO,.000
46,DOVER AFB,FJXT,STRATEGIC,C-17,5,7,13.352,.000,.000,.000,.000,.000,4.460,74.173,.000,NO,.000
46,DOVER AFB,FJXT,STRATEGIC,KC-10,1,3,12.719,.000,.000,.000,.000,.000,.000,20.000,.000,NO,.000
46,DYESS AFB,FNWZ,STRATEGIC,C-17,1,1,2.005,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
46,THYNA,FUQN,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,10.160,.000,NO,.000
46,THYNA,FUQN,STRATEGIC,C-17,2,1,4.165,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
46,MATMATA,HNTK,STRATEGIC,C-17,1,2,.000,2.250,.000,.000,.000,.000,.000,.001,.000,NO,.000
46,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,10.665,.000,.000,.000,.000,11.168,31.872,.000,NO,.000
46,DJERBA,JEAH,STRATEGIC,C-17,1,1,.000,2.250,.000,.000,.000,.000,.000,19.500,.000,NO,.000
46,JBSA KELLY AFB,MBPB,STRATEGIC,C-17,1,1,2.201,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
46,LAJES,MQNA,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,.000,.000,NO,.000
46,LAJES,MQNA,STRATEGIC,C-17,8,9,.000,.000,.000,17.260,.000,.000,.000,50.618,.000,NO,.000
46,LAJES,MQNA,STRATEGIC,KC-10,5,5,.000,.000,.000,7.500,.000,.000,.000,.000,.000,NO,.000
46,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,2,0,.000,.000,4.500,.000,.000,.000,.000,5.817,.000,NO,.000
46,MC GUIRE FLD,PTFL,STRATEGIC,C-17,3,2,.000,.000,.000,7.921,.000,.000,.000,26.304,.000,NO,.000
46,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,1,.000,.000,.000,4.725,.000,.000,.000,1.237,.000,NO,.000
46,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
46,POPE AAF,TMKH,STRATEGIC,B-747P,2,1,6.000,.000,.000,.000,.000,.000,.000,22.279,.000,NO,.000
46,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,0,.000,.000,.000,1.500,.000,.000,.000,9.543,.000,NO,.000
46,RAMSTEIN AB,TYFR,STRATEGIC,C-17,3,2,.000,.000,.000,5.132,.000,.000,.825,28.987,.000,NO,.000
46,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,6.911,33.589,.000,NO,.000
46,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,1.913,12.000,.000,NO,.000
46,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,3,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
47,BIGGS AAF,BPWZ,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,7.403,.000,NO,.000
47,CAIRO WEST,CWKW,STRATEGIC,B-747P,2,1,.000,.000,.000,3.000,.000,.000,.000,23.189,.000,NO,.000
47,JB CHARLESTON,DKFX,STRATEGIC,C-17,4,3,.000,.000,10.631,.000,.000,.000,.000,28.117,.000,NO,.000
47,DOVER AFB,FJXT,STRATEGIC,C-17,2,3,4.970,.000,.000,.000,.000,.000,10.669,30.056,.000,NO,.000
47,DYESS AFB,FNWZ,STRATEGIC,C-17,0,1,1.466,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
47,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
47,THYNA,FUQN,STRATEGIC,C-17,1,2,.335,2.250,.000,.000,.000,.000,.000,.000,.000,NO,.000
47,MATMATA,HNTK,STRATEGIC,C-17,6,3,.000,11.076,.000,.000,.000,.000,.000,23.250,.000,NO,.000
47,MATMATA,HNTK,STRATEGIC,KC-10,3,5,1.335,6.919,.000,.000,.000,.000,.000,24.000,.000,NO,.000
47,DJERBA,JEAH,STRATEGIC,C-17,1,2,.000,2.250,.000,.000,.000,.000,.000,3.620,.000,NO,.000
47,LAJES,MQNA,STRATEGIC,C-17,8,7,.000,.000,.000,15.882,.000,.000,.000,51.000,.000,NO,.000
47,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
47,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,1,1,.000,.000,2.250,.000,.000,.000,.000,9.183,.000,NO,.000
47,MC GUIRE FLD,PTFL,STRATEGIC,C-17,1,3,.000,.000,.000,2.250,.000,.000,.000,24.696,.000,NO,.000
47,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,3,.000,.000,.000,2.775,.000,.000,.000,51.835,.000,NO,.000
47,POPE AAF,TMKH,STRATEGIC,B-747P,1,1,2.312,.000,.000,.000,.000,.000,.000,1.721,.000,NO,.000
47,POPE AAF,TMKH,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
47,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,1,.000,.000,.000,3.000,.000,.000,.000,10.629,.000,NO,.000
47,RAMSTEIN AB,TYFR,STRATEGIC,C-17,4,4,.000,.000,.000,10.639,.000,.000,.000,57.805,.000,NO,.000
47,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,54.000,.000,NO,.000
47,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,1,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
47,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,3,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
48,CAIRO WEST,CWKW,STRATEGIC,B-747P,1,1,.000,.000,.000,.221,.000,.000,.000,3.811,.000,NO,.000
48,JB CHARLESTON,DKFX,STRATEGIC,C-17,4,3,.000,.000,7.925,.000,.000,.000,.000,31.418,.000,NO,.000
48,DOVER AFB,FJXT,STRATEGIC,C-17,1,2,2.250,.000,.000,.000,.000,.000,.000,24.450,.000,NO,.000
48,DOVER AFB,FJXT,STRATEGIC,KC-10,5,2,25.000,.000,.000,.000,.000,.000,33.777,30.303,.000,NO,.000
48,THYNA,FUQN,STRATEGIC,B-747P,3,3,.000,9.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
48,THYNA,FUQN,STRATEGIC,C-17,1,1,.000,2.250,.000,.000,.000,.000,.000,.000,.000,NO,.000
48,MATMATA,HNTK,STRATEGIC,C-17,5,5,2.424,6.499,.000,.000,.000,.000,1.077,27.750,.000,NO,.000
48,MATMATA,HNTK,STRATEGIC,KC-10,0,1,2.081,.000,.000,.000,.000,.000,7.317,4.683,.000,NO,.000
48,JBSA KELLY AFB,MBPB,STRATEGIC,C-17,1,1,2.201,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
48,LAJES,MQNA,STRATEGIC,C-17,8,7,.000,.000,.000,22.073,.000,.000,5.744,54.928,.000,NO,.000
48,LAJES,MQNA,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,.000,.000,.000,NO,.000
48,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
48,MC GUIRE FLD,PTFL,STRATEGIC,C-17,2,0,.000,.000,.000,4.276,.000,.000,.000,9.113,.000,NO,.000
48,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,5,6,.000,.000,.000,7.500,.000,.000,.000,68.428,.000,NO,.000
48,POPE AAF,TMKH,STRATEGIC,B-747P,2,2,6.688,.000,.000,.000,.000,.000,8.075,32.312,.000,NO,.000
48,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,3,.000,.000,.000,4.500,.000,.000,.000,49.379,.000,NO,.000
48,RAMSTEIN AB,TYFR,STRATEGIC,C-17,2,4,.000,.000,.000,4.500,.000,.000,.000,39.883,.000,NO,.000
48,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,0,.000,.000,.000,.643,.000,.000,.000,.000,.000,NO,.000
48,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
48,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,3,.000,.000,.615,.000,.000,.000,.000,.000,.000,NO,.000
48,TRAVIS AFB,XDAT,STRATEGIC,C-17,2,1,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
48,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,2,.000,.000,1.856,.000,.000,.000,.000,.000,.000,NO,.000
49,BIGGS AAF,BPWZ,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
49,CAIRO WEST,CWKW,STRATEGIC,B-747P,2,2,.000,.000,.000,4.279,.000,.000,.000,34.721,.000,NO,.000
49,JB CHARLESTON,DKFX,STRATEGIC,C-17,5,3,.000,.000,12.325,.000,.000,.000,.000,28.242,.000,NO,.000
49,DOVER AFB,FJXT,STRATEGIC,C-17,1,0,2.250,.000,.000,.000,.000,.000,.000,10.993,.000,NO,.000
49,DOVER AFB,FJXT,STRATEGIC,KC-10,0,3,.000,.000,.000,.000,.000,.000,.000,19.697,.000,NO,.000
49,THYNA,FUQN,STRATEGIC,B-747P,2,1,.000,5.859,.000,.000,.000,.000,.000,.000,.000,NO,.000
49,THYNA,FUQN,STRATEGIC,C-17,1,1,.000,2.250,.000,.000,.000,.000,.000,12.750,.000,NO,.000
49,MATMATA,HNTK,STRATEGIC,C-17,2,4,4.751,4.275,.000,.000,.000,.000,.000,25.500,.000,NO,.000
49,MATMATA,HNTK,STRATEGIC,KC-10,5,2,.000,15.000,.000,.000,.000,.000,.000,34.231,.000,NO,.000
49,LAJES,MQNA,STRATEGIC,C-17,4,6,.000,.000,.000,7.927,.000,.000,.000,43.318,.000,NO,.000
49,LAJES,MQNA,STRATEGIC,KC-10,4,3,.000,.000,.000,5.123,.000,.000,.000,.000,.000,NO,.000
49,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,2,1,.000,.000,4.500,.000,.000,.000,.000,2.715,.000,NO,.000
49,MC GUIRE FLD,PTFL,STRATEGIC,C-17,1,3,.000,.000,.000,2.474,.000,.000,.000,29.137,.000,NO,.000
49,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,.000,13.500,.000,NO,.000
49,POPE AAF,TMKH,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,3.688,.000,NO,.000
49,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,3,.000,.000,.000,1.861,.000,.000,.000,24.950,.000,NO,.000
49,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
49,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,2,.000,.000,.000,2.357,.000,.000,.000,.000,.000,NO,.000
