Day,Airport,Geoloc,Fleet,AircraftType,Arrivals,Departures,UploadHours,DownloadHours,HomeHours,EnrouteHours,RecoveryHours,ChannelSvcHours,MogDelay,CrewRestHours,ItineraryDelay,ConfigurationChange,ReconfigurationDelay
63,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
63,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
63,DOVER AFB,FJXT,STRATEGIC,KC-10,5,1,25.411,.000,.000,.000,.000,.000,.000,33.383,.000,NO,.000
63,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,13.001,.000,NO,.000
63,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
63,HUNTER AAF,LEXG,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,6.567,.000,NO,.000
63,LAJES,MQNA,STRATEGIC,C-17,1,0,.000,.000,.000,2.250,.000,.000,.000,8.637,.000,NO,.000
63,LAJES,MQNA,STRATEGIC,KC-10,6,7,.000,.000,.000,9.000,.000,.000,.000,17.937,.000,NO,.000
63,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,5,.000,.000,.000,1.500,.000,.000,.000,13.033,.000,NO,.000
63,POPE AAF,TMKH,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,5.792,.000,NO,.000
63,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,22.500,.000,NO,.000
63,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,1,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
63,TRAVIS AFB,XDAT,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
63,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,4,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
64,CAIRO WEST,CWKW,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,9.076,.000,NO,.000
64,CAIRO WEST,CWKW,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,.000,.000,.000,NO,.000
64,DOVER AFB,FJXT,STRATEGIC,C-5A,1,0,3.750,.000,.000,.000,.000,.000,7.600,.000,.000,NO,.000
64,DOVER AFB,FJXT,STRATEGIC,KC-10,5,10,27.650,.000,.000,.000,.000,.000,7.297,76.617,.000,NO,.000
64,THYNA,FUQN,STRATEGIC,B-747P,1,2,.000,3.000,.000,.000,.000,.000,.000,5.773,.000,NO,.000
64,MATMATA,HNTK,STRATEGIC,C-17,1,1,.000,2.250,.000,.000,.000,.000,.000,.000,.000,NO,.000
64,MATMATA,HNTK,STRATEGIC,KC-10,6,2,.000,15.326,.000,.000,.000,.000,.000,41.864,.000,NO,.000
64,HUNTER AAF,LEXG,STRATEGIC,B-747P,2,1,6.000,.000,.000,.000,.000,.000,.000,14.770,.000,NO,.000
64,LAJES,MQNA,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,9.692,.000,NO,.000
64,LAJES,MQNA,STRATEGIC,KC-10,10,9,.000,.000,.000,15.000,.000,.000,6.081,6.655,.000,NO,.000
64,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,46.064,.000,NO,.000
64,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,2,.000,.000,.000,3.000,.000,.000,.000,18.636,.000,NO,.000
64,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,1,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
64,TRAVIS AFB,XDAT,STRATEGIC,C-5A,0,1,.000,.000,.000,.000,.000,.000,7.293,.000,.000,NO,.000
64,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,5,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
65,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
65,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
65,DOVER AFB,FJXT,STRATEGIC,C-5A,0,1,.000,.000,.000,.000,.000,.000,4.302,11.250,.000,NO,.000
65,THYNA,FUQN,STRATEGIC,B-747P,2,1,.000,6.000,.000,.000,.000,.000,.000,14.394,.000,NO,.000
65,MATMATA,HNTK,STRATEGIC,KC-10,6,7,2.674,14.987,.000,.000,.000,.000,.000,65.271,.000,NO,.000
65,HUNTER AAF,LEXG,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,13.001,.000,NO,.000
65,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,7.171,.000,NO,.000
65,LAJES,MQNA,STRATEGIC,KC-10,10,10,.000,.000,.000,15.000,.000,.000,4.605,19.187,.000,NO,.000
65,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,5,5,.000,.000,.000,7.500,.000,.000,.000,46.980,.000,NO,.000
65,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
65,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,10.033,.000,NO,.000
65,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,6.729,6.771,.000,NO,.000
65,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,2,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
65,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,0,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
66,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
66,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,13.001,.000,NO,.000
66,MATMATA,HNTK,STRATEGIC,C-5A,1,1,.000,3.250,.000,.000,.000,.000,.000,11.750,.000,NO,.000
66,MATMATA,HNTK,STRATEGIC,KC-10,0,3,3.013,.000,.000,.000,.000,.000,.000,.865,.000,NO,.000
66,HUNTER AAF,LEXG,STRATEGIC,B-747P,2,3,6.000,.000,.000,.000,.000,.000,5.635,32.229,.000,NO,.000
66,LAJES,MQNA,STRATEGIC,KC-10,5,6,.000,.000,.000,7.500,.000,.000,.000,30.972,.000,NO,.000
66,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,5,6,.000,.000,.000,7.500,.000,.000,.000,74.458,.000,NO,.000
66,POPE AAF,TMKH,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
66,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,22.500,.000,NO,.000
66,RAMSTEIN AB,TYFR,STRATEGIC,C-5A,1,0,.000,.000,.000,3.250,.000,.000,.000,1.570,.000,NO,.000
66,TRAVIS AFB,XDAT,STRATEGIC,B-747P,0,2,.000,.000,.000,.000,.000,.000,3.688,.000,.000,NO,.000
66,TRAVIS AFB,XDAT,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
66,TRAVIS AFB,XDAT,STRATEGIC,KC-10,7,0,.000,.000,9.387,.000,.000,.000,.000,.000,.000,NO,.000
67,CAIRO WEST,CWKW,STRATEGIC,B-747P,2,1,.000,.000,.000,3.000,.000,.000,.000,25.263,.000,NO,.000
67,DOVER AFB,FJXT,STRATEGIC,KC-10,6,4,30.000,.000,.000,.000,.000,.000,.000,49.395,.000,NO,.000
67,THYNA,FUQN,STRATEGIC,B-747P,1,2,.000,3.000,.000,.000,.000,.000,.000,20.604,.000,NO,.000
67,HUNTER AAF,LEXG,STRATEGIC,B-747P,2,1,5.939,.000,.000,.000,.000,.000,1.362,12.000,.000,NO,.000
67,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,5,.000,.000,.000,3.000,.000,.000,.000,7.998,.000,NO,.000
67,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,14.501,.000,NO,.000
67,RAMSTEIN AB,TYFR,STRATEGIC,C-5A,0,1,.000,.000,.000,.000,.000,.000,.000,10.180,.000,NO,.000
67,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,2,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
67,TRAVIS AFB,XDAT,STRATEGIC,C-5A,1,0,.000,.000,.824,.000,.000,.000,.000,.000,.000,NO,.000
67,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,4,.000,.000,5.613,.000,.000,.000,.000,.000,.000,NO,.000
68,CAIRO WEST,CWKW,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,1.737,.000,NO,.000
68,DOVER AFB,FJXT,STRATEGIC,KC-10,0,2,.000,.000,.000,.000,.000,.000,.000,10.605,.000,NO,.000
68,THYNA,FUQN,STRATEGIC,B-747P,4,3,.000,10.201,.000,.000,.000,.000,.000,12.000,.000,NO,.000
68,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
68,HUNTER AAF,LEXG,STRATEGIC,B-747P,1,1,3.061,.000,.000,.000,.000,.000,1.362,12.940,.000,NO,.000
68,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
68,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,3,.000,.000,.000,4.500,.000,.000,.000,41.305,.000,NO,.000
68,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,2,0,.000,.000,.000,3.000,.000,.000,7.365,11.480,.000,NO,.000
68,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,1,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
68,TRAVIS AFB,XDAT,STRATEGIC,C-5A,0,0,.000,.000,2.426,.000,.000,.000,.000,.000,.000,NO,.000
69,BARKSDALE AFB,AWUB,STRATEGIC,B-747P,1,1,2.201,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
69,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
69,DOVER AFB,FJXT,STRATEGIC,KC-10,6,4,30.000,.000,.000,.000,.000,.000,17.685,58.318,.000,NO,.000
69,THYNA,FUQN,STRATEGIC,B-747P,1,1,1.799,3.000,.000,.000,.000,.000,.000,12.565,.000,NO,.000
69,MATMATA,HNTK,STRATEGIC,KC-10,2,2,.000,6.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
69,HUNTER AAF,LEXG,STRATEGIC,B-747P,2,1,6.000,.000,.000,.000,.000,.000,1.745,17.963,.000,NO,.000
69,LAJES,MQNA,STRATEGIC,KC-10,6,4,.000,.000,.000,9.000,.000,.000,.000,15.804,.000,NO,.000
69,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,49.308,.000,NO,.000
69,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
69,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,2,.000,.000,.000,3.000,.000,.000,.000,21.000,.000,NO,.000
69,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,0,2,.000,.000,.000,.000,.000,.000,.000,8.156,.000,NO,.000
69,TRAVIS AFB,XDAT,STRATEGIC,B-747P,3,2,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
69,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,6,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
70,DOVER AFB,FJXT,STRATEGIC,KC-10,0,2,.000,.000,.000,.000,.000,.000,.000,1.681,.000,NO,.000
70,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,17.963,.000,NO,.000
70,MATMATA,HNTK,STRATEGIC,KC-10,4,2,.000,12.000,.000,.000,.000,.000,.000,45.271,.000,NO,.000
70,HUNTER AAF,LEXG,STRATEGIC,B-747P,1,2,3.000,.000,.000,.000,.000,.000,17.938,18.000,.000,NO,.000
70,LAJES,MQNA,STRATEGIC,KC-10,6,8,.000,.000,.000,9.000,.000,.000,.000,38.196,.000,NO,.000
70,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,6,.000,.000,.000,3.000,.000,.000,.000,4.692,.000,NO,.000
70,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,15.864,.000,NO,.000
70,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,2,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
70,TRAVIS AFB,XDAT,STRATEGIC,KC-10,6,0,.000,.000,9.000,.000,.000,.000,.000,.000,.000,NO,.000
71,CAIRO WEST,CWKW,STRATEGIC,KC-10,2,2,.000,.000,.000,3.000,.000,.000,.000,.000,.000,NO,.000
71,THYNA,FUQN,STRATEGIC,B-747P,2,2,.000,6.000,.000,.000,.000,.000,.000,18.000,.000,NO,.000
71,MATMATA,HNTK,STRATEGIC,KC-10,2,4,.000,6.000,.000,.000,.000,.000,.000,26.729,.000,NO,.000
71,HUNTER AAF,LEXG,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,9.842,21.000,.000,NO,.000
71,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
71,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,40.972,.000,NO,.000
71,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,2,.000,.000,.000,2.230,.000,.000,.000,18.733,.000,NO,.000
71,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,0,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
72,DOVER AFB,FJXT,STRATEGIC,KC-10,5,1,25.000,.000,.000,.000,.000,.000,.000,23.698,.000,NO,.000
72,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,21.000,.000,NO,.000
72,HUNTER AAF,LEXG,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,2.097,.000,NO,.000
72,LAJES,MQNA,STRATEGIC,KC-10,2,2,.000,.000,.000,3.000,.000,.000,.000,.000,.000,NO,.000
72,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,4,.000,.000,.000,3.000,.000,.000,.000,34.790,.000,NO,.000
72,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,1,.000,.000,.000,2.270,.000,.000,.000,21.730,.000,NO,.000
72,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,0,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
72,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,5,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
73,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
73,DOVER AFB,FJXT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,26.302,.000,NO,.000
73,THYNA,FUQN,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,2.472,.000,NO,.000
73,MATMATA,HNTK,STRATEGIC,KC-10,4,1,.000,12.000,.000,.000,.000,.000,.000,23.772,.000,NO,.000
73,LAJES,MQNA,STRATEGIC,KC-10,5,4,.000,.000,.000,7.500,.000,.000,2.899,6.244,.000,NO,.000
73,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,2,.000,.000,.000,.000,.000,.000,.000,5.238,.000,NO,.000
73,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
73,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,2,.000,.000,.000,1.500,.000,.000,.000,18.770,.000,NO,.000
73,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,0,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
73,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,0,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
74,MATMATA,HNTK,STRATEGIC,KC-10,1,4,.000,3.000,.000,.000,.000,.000,.000,24.228,.000,NO,.000
74,LAJES,MQNA,STRATEGIC,KC-10,5,5,.000,.000,.000,7.500,.000,.000,.000,10.292,.000,NO,.000
74,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,19.041,.000,NO,.000
74,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,0,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
75,DOVER AFB,FJXT,STRATEGIC,KC-10,4,2,15.440,.000,.000,.000,.000,.000,.000,23.915,.000,NO,.000
75,LAJES,MQNA,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,7.564,.000,NO,.000
75,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,5,.000,.000,.000,1.500,.000,.000,.000,34.959,.000,NO,.000
75,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,4,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
76,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
76,DOVER AFB,FJXT,STRATEGIC,KC-10,1,3,9.560,.000,.000,.000,.000,.000,.000,26.085,.000,NO,.000
76,MATMATA,HNTK,STRATEGIC,KC-10,3,2,.000,9.000,.000,.000,.000,.000,.000,27.891,.000,NO,.000
76,LAJES,MQNA,STRATEGIC,KC-10,5,5,.000,.000,.000,7.500,.000,.000,.000,.000,.000,NO,.000
76,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
77,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
77,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
77,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,1.500,40.000,.000,NO,.000
77,MATMATA,HNTK,STRATEGIC,KC-10,2,3,.000,6.000,.000,.000,.000,.000,.000,32.109,.000,NO,.000
77,LAJES,MQNA,STRATEGIC,C-17,1,0,.000,.000,.000,1.691,.000,.000,.000,.000,.000,NO,.000
77,LAJES,MQNA,STRATEGIC,KC-10,5,4,.000,.000,.000,7.021,.000,.000,.000,.000,.000,NO,.000
77,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,0,.000,.000,.000,4.500,.000,.000,.000,26.758,.000,NO,.000
77,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
78,MATMATA,HNTK,STRATEGIC,C-17,1,0,.000,1.482,.000,.000,.000,.000,.000,.000,.000,NO,.000
78,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
78,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.559,.000,.000,.000,.000,.000,NO,.000
78,LAJES,MQNA,STRATEGIC,KC-10,4,5,.000,.000,.000,6.479,.000,.000,.000,.000,.000,NO,.000
78,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,5,.000,.000,.000,3.000,.000,.000,.000,40.742,.000,NO,.000
78,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
78,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,0,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
79,DOVER AFB,FJXT,STRATEGIC,KC-10,3,2,15.000,.000,.000,.000,.000,.000,.000,29.431,.000,NO,.000
79,MATMATA,HNTK,STRATEGIC,C-17,0,1,.768,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
79,LAJES,MQNA,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
79,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
79,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,47.565,.000,NO,.000
79,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,3,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
80,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
80,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
80,DOVER AFB,FJXT,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,.568,.000,NO,.000
80,MATMATA,HNTK,STRATEGIC,KC-10,3,1,.000,9.000,.000,.000,.000,.000,.000,32.316,.000,NO,.000
80,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
80,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,6.435,.000,NO,.000
80,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
80,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,0,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
81,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
81,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
81,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,1.500,40.000,.000,NO,.000
81,MATMATA,HNTK,STRATEGIC,KC-10,0,2,.000,.000,.000,.000,.000,.000,.000,3.684,.000,NO,.000
81,LAJES,MQNA,STRATEGIC,C-17,1,0,.000,.000,.000,1.691,.000,.000,.000,.000,.000,NO,.000
81,LAJES,MQNA,STRATEGIC,KC-10,3,3,.000,.000,.000,4.500,.000,.000,.000,.000,.000,NO,.000
81,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,3,0,.000,.000,.000,4.500,.000,.000,.000,29.251,.000,NO,.000
81,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
82,MATMATA,HNTK,STRATEGIC,C-17,1,0,.000,1.482,.000,.000,.000,.000,.000,.000,.000,NO,.000
82,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
82,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.559,.000,.000,.000,.000,.000,NO,.000
82,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
82,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,3,.000,.000,.000,.000,.000,.000,.000,11.249,.000,NO,.000
82,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
82,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,0,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
83,MATMATA,HNTK,STRATEGIC,C-17,0,1,.768,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
83,LAJES,MQNA,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
83,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
83,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,47.565,.000,NO,.000
84,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
84,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
84,DOVER AFB,FJXT,STRATEGIC,C-17,4,4,9.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
84,DOVER AFB,FJXT,STRATEGIC,KC-10,4,0,20.000,.000,.000,.000,.000,.000,.000,20.290,.000,NO,.000
84,LAJES,MQNA,STRATEGIC,C-17,4,0,.000,.000,.000,9.000,.000,.000,.000,34.548,.000,NO,.000
84,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,6.435,.000,NO,.000
84,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
84,TRAVIS AFB,XDAT,STRATEGIC,C-17,0,4,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
84,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,4,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
85,DOVER AFB,FJXT,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,19.709,.000,NO,.000
85,MATMATA,HNTK,STRATEGIC,C-17,4,4,.000,9.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
85,MATMATA,HNTK,STRATEGIC,KC-10,4,0,.000,12.000,.000,.000,.000,.000,.000,20.196,.000,NO,.000
85,LAJES,MQNA,STRATEGIC,C-17,4,4,.000,.000,.000,9.000,.000,.000,.000,38.769,.000,NO,.000
85,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
86,JB CHARLESTON,DKFX,STRATEGIC,C-17,4,0,.000,.000,9.000,.000,.000,.000,.000,.000,.000,NO,.000
86,DOVER AFB,FJXT,STRATEGIC,KC-10,3,3,15.000,.000,.000,.000,.000,.000,.000,30.000,.000,NO,.000
86,MATMATA,HNTK,STRATEGIC,KC-10,0,4,.000,.000,.000,.000,.000,.000,.000,27.804,.000,NO,.000
86,LAJES,MQNA,STRATEGIC,C-17,0,4,.000,.000,.000,.000,.000,.000,.000,28.682,.000,NO,.000
86,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
86,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,13.533,.000,NO,.000
86,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,3,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
87,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,4,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
87,MATMATA,HNTK,STRATEGIC,KC-10,3,3,.000,9.000,.000,.000,.000,.000,.000,36.000,.000,NO,.000
