Model,FedTime,Name,VirtualRlnId,Type,EncodedDetails,ServiceCode,OplanId,Pax,Pol,TotalSTons,DestinationModeSource,ToPoeOwnerName,ToPodOwnerName,ToDestOwnerName,Rdd,Preloaded,Commodity,Rld,BrigadeKey
AMP,-2,1:AR00055,,N,No Details,A,090TP,0,6,0,LD,MAIN,MAIN,MAIN,43,false,POL,21,POL
AMP,-2,1:AR00056,,N,No Details,A,090TP,0,6,0,LD,MAIN,MAIN,MAIN,49,false,POL,27,POL
AMP,-2,1:AR00057,,N,No Details,A,090TP,0,6,0,LD,MAIN,MAIN,MAIN,40,false,POL,18,POL
AMP,-2,1:AR00058,,N,No Details,A,090TP,0,6,0,LD,MAIN,MAIN,MAIN,43,false,POL,21,POL
AMP,-2,1:AR00059,,N,No Details,A,090TP,0,6,0,LD,MAIN,MAIN,MAIN,49,false,POL,27,POL
AMP,-2,1:AR00060,,N,No Details,A,090TP,0,6,0,LD,MAIN,MAIN,MAIN,40,false,POL,18,POL
AMP,-2,1:AR00061,,N,No Details,A,090TP,0,6,0,LD,MAIN,MAIN,MAIN,43,false,POL,21,POL
AMP,-2,1:FR00020,,N,cargoCategoryCode=JCD&mtons=489.0&stons=119.2&sqft=1728.0,F,090TP,0,0,119.2,LD,MAIN,MAIN,MAIN,48,false,RESUPPLY,42,
AMP,-2,1:FR00021,,N,cargoCategoryCode=JCD&mtons=508.0&stons=124.0&sqft=1798.0,F,090TP,0,0,124,LD,MAIN,MAIN,MAIN,38,false,RESUPPLY,32,
AMP,-2,1:FR00022,,N,cargoCategoryCode=JCD&mtons=508.0&stons=124.0&sqft=1798.0,F,090TP,0,0,124,LD,MAIN,MAIN,MAIN,43,false,RESUPPLY,37,
AMP,-2,1:FR00023,,N,cargoCategoryCode=JCD&mtons=508.0&stons=124.0&sqft=1798.0,F,090TP,0,0,124,LD,MAIN,MAIN,MAIN,31,false,RESUPPLY,25,
AMP,-2,1:FR00024,,N,cargoCategoryCode=JCD&mtons=508.0&stons=124.0&sqft=1798.0,F,090TP,0,0,124,LD,MAIN,MAIN,MAIN,48,false,RESUPPLY,42,
AMP,-2,1:WP00011,,N,No Details,A,090TP,181,0,0,LD,MAIN,MAIN,MAIN,26,false,RESUPPLY,20,PIN
AMP,-2,1:WP00013,,N,No Details,A,090TP,293,0,0,LD,MAIN,MAIN,MAIN,28,false,RESUPPLY,22,PIN
AMP,-2,1:WP00016,,N,No Details,A,090TP,326,0,0,LD,MAIN,MAIN,MAIN,30,false,RESUPPLY,24,PIN
AMP,-2,1:WP00019,,N,No Details,A,090TP,344,0,0,LD,MAIN,MAIN,MAIN,32,false,RESUPPLY,26,PIN
AMP,-2,1:WP00022,,N,No Details,A,090TP,362,0,0,LD,MAIN,MAIN,MAIN,34,false,RESUPPLY,31,PIN
AMP,-2,1:WP00025,,N,No Details,A,090TP,373,0,0,LD,MAIN,MAIN,MAIN,38,false,RESUPPLY,32,PIN
AMP,-2,1:WP00028,,N,No Details,A,090TP,378,0,0,LD,MAIN,MAIN,MAIN,40,false,RESUPPLY,34,PIN
AMP,-2,1:WP00031,,N,No Details,A,090TP,381,0,0,LD,MAIN,MAIN,MAIN,27,false,RESUPPLY,21,PIN
AMP,-2,1:WP00034,,N,No Details,A,090TP,381,0,0,LD,MAIN,MAIN,MAIN,31,false,RESUPPLY,25,PIN
AMP,-2,1:WP00037,,N,No Details,A,090TP,383,0,0,LD,MAIN,MAIN,MAIN,40,false,RESUPPLY,34,PIN
AMP,-2,1:WP00040,,N,No Details,A,090TP,383,0,0,LD,MAIN,MAIN,MAIN,40,false,RESUPPLY,34,PIN
