Model,FedTime,Visa,LoadedDraft,ToTime,ToPurpose,ToLocation,FromTime,FromPurpose,FromLocation,Mode,AssetType,AssetID,MissionID,VoyageNum,Hot
MAIN,75.4,false,15,75.385414,UNLOAD,VKNP,67.958336,LOAD,RUAM,SEA,CONT-NSS,7224306,7224306-3,3,false
MAIN,77,false,13,76.969444,UNLOAD,VKNP,66.708336,LOAD,QTUP,SEA,RO/RO,7820423,7820423-2,2,false
MAIN,77.95,false,16,77.94375,UNLOAD,VKNP,70.17986,LOAD,RUAM,SEA,CONT-NSS,6708379,6708379-2,2,false
MAIN,78.45,false,14,78.43264,LOAD,RUAM,62.5,UNLOAD,VKNP,SEA,CONT-NSS,8902395,8902395-3,3,false
MAIN,78.65,false,18,78.63333,LOAD,RUAM,67.41736,UNLOAD,VKNP,SEA,FSS,7315571,7315571-3,3,false
MAIN,79,false,17,78.98715,UNLOAD,VKNP,71.22361,LOAD,RUAM,SEA,CONT-NSS,7233278,7233278-2,2,false
MAIN,79.05,false,14,79.04583,LOAD,RUAM,62.125,UNLOAD,VKNP,SEA,CONT-NSS,8902400,8902400-3,3,false
MAIN,79.8,false,18,79.790276,LOAD,RUAM,68.41736,UNLOAD,VKNP,SEA,FSS,7302897,7302897-3,3,false
MAIN,79.85,false,16,79.8316,UNLOAD,VKNP,72.068054,LOAD,RUAM,SEA,CONT-NSS,6905252,6905252-2,2,false
MAIN,81,false,21,80.96597,LOAD,RUAM,30,UNKNOWN,"",SEA,VISA CONT,9074389,9074389-1,1,false
MAIN,81.8,false,18,81.790276,LOAD,RUAM,70.41736,UNLOAD,VKNP,SEA,FSS,7236153,7236153-3,3,false
MAIN,82.05,false,14,82.00764,UNLOAD,VKNP,74.29236,LOAD,DKSD,SEA,RO/RO,6801664,6801664-1,1,false
MAIN,83.1,false,19,83.07708,UNLOAD,VKNP,74.333336,LOAD,RRRK,SEA,BARGE(T-AKB),7320411,7320411-3,3,false
MAIN,83.4,false,15,83.3934,LOAD,RUAM,70.16736,UNLOAD,VKNP,SEA,CONT-NSS,1811111,1811111-4,4,false
MAIN,84.05,false,16,84.02361,UNLOAD,VKNP,75.89132,LOAD,RUAM,SEA,CONT-NSS,7026259,7026259-3,3,false
MAIN,84.45,false,16,84.44861,LOAD,RUAM,66.875,UNLOAD,VKNP,SEA,CONT-NSS,6916861,6916861-3,3,false
MAIN,84.85,false,17,84.80972,LOAD,RUAM,61.094204,UNKNOWN,SERU,SEA,CONT-NSS,6913259,6913259-1,1,false
MAIN,87.05,false,18,87.04236,UNLOAD,VKNP,80.71667,LOAD,RUAM,SEA,FSS,7315571,7315571-3,3,false
MAIN,87.3,false,14,87.280556,UNLOAD,VKNP,79.51632,LOAD,RUAM,SEA,CONT-NSS,8902395,8902395-3,3,false
MAIN,87.4,false,17,87.38125,LOAD,RUAM,61.057972,UNKNOWN,LKPE,SEA,CONT-NSS,7002071,7002071-1,1,false
MAIN,87.9,false,16,87.85833,LOAD,RUAM,74.625,UNLOAD,VKNP,SEA,CONT-NSS,6828624,6828624-4,4,false
MAIN,87.9,false,14,87.89271,UNLOAD,VKNP,80.129166,LOAD,RUAM,SEA,CONT-NSS,8902400,8902400-3,3,false
MAIN,88.2,false,18,88.1993,UNLOAD,VKNP,81.87361,LOAD,RUAM,SEA,FSS,7302897,7302897-3,3,false
MAIN,88.9,false,15,88.85833,LOAD,RUAM,75.66736,UNLOAD,VKNP,SEA,CONT-NSS,7224306,7224306-4,4,false
MAIN,89,false,21,88.97083,UNLOAD,SEA1,82.04965,LOAD,RUAM,SEA,VISA CONT,9074389,9074389-1,1,false
MAIN,89.5,false,18,89.47847,LOAD,RUAM,64.54236,UNLOAD,VKNP,SEA,CONT-NSS,7218462,7218462-3,3,false
MAIN,90.2,false,18,90.1993,UNLOAD,VKNP,83.87361,LOAD,RUAM,SEA,FSS,7236153,7236153-3,3,false
MAIN,90.45,false,17,90.42257,LOAD,RUAM,61.010868,UNKNOWN,KZTZ,SEA,CONT-NSS,7802718,7802718-1,1,false
MAIN,91.95,false,15,91.90417,UNLOAD,VKNP,84.47708,LOAD,RUAM,SEA,CONT-NSS,1811111,1811111-4,4,false
MAIN,93,false,16,92.984726,LOAD,RUAM,80.083336,UNLOAD,VKNP,SEA,CONT-NSS,6905252,6905252-3,3,false
MAIN,93.05,false,20,93.04792,LOAD,RRRK,73.79236,UNLOAD,HNTS,SEA,BARGE(T-AKB),7304792,7304792-3,3,false
MAIN,93.35,false,17,93.32083,UNLOAD,VKNP,85.8934,LOAD,RUAM,SEA,CONT-NSS,6913259,6913259-1,1,false
MAIN,93.7,false,16,93.66389,UNLOAD,VKNP,85.531944,LOAD,RUAM,SEA,CONT-NSS,6916861,6916861-3,3,false
MAIN,94,false,23,93.96597,LOAD,RUAM,72,UNKNOWN,"",SEA,VISA CONT,9085522,9085522-1,1,false
MAIN,94.15,false,17,94.140274,LOAD,RUAM,79.25,UNLOAD,VKNP,SEA,CONT-NSS,7233278,7233278-3,3,false
MAIN,94.45,false,16,94.44722,LOAD,FQZF,39.916668,UNLOAD,HNTS,SEA,CONT-NSS,6820579,6820579-2,2,false
MAIN,95.1,false,16,95.09653,LOAD,RUAM,78.208336,UNLOAD,VKNP,SEA,CONT-NSS,6708379,6708379-3,3,false
MAIN,95.9,false,17,95.89167,UNLOAD,VKNP,88.464584,LOAD,RUAM,SEA,CONT-NSS,7002071,7002071-1,1,false
MAIN,96.4,false,16,96.385414,UNLOAD,VKNP,88.958336,LOAD,RUAM,SEA,CONT-NSS,6828624,6828624-4,4,false
MAIN,96.85,false,16,96.80764,LOAD,RUAM,84.29236,UNLOAD,VKNP,SEA,CONT-NSS,7026259,7026259-4,4,false
MAIN,97.4,false,15,97.36875,UNLOAD,VKNP,89.941666,LOAD,RUAM,SEA,CONT-NSS,7224306,7224306-4,4,false
MAIN,98.15,false,18,98.102776,LOAD,RUAM,72.75,UNLOAD,VKNP,SEA,FSS,7325253,7325253-3,3,false
MAIN,98.35,false,18,98.34722,UNLOAD,VKNP,90.583336,LOAD,RUAM,SEA,CONT-NSS,7218462,7218462-3,3,false
MAIN,98.95,false,17,98.93403,UNLOAD,VKNP,91.50694,LOAD,RUAM,SEA,CONT-NSS,7802718,7802718-1,1,false
MAIN,101.85,false,16,101.83195,UNLOAD,VKNP,94.06875,LOAD,RUAM,SEA,CONT-NSS,6905252,6905252-3,3,false
MAIN,102,false,23,101.97014,UNLOAD,SEA1,95.04931,LOAD,RUAM,SEA,VISA CONT,9085522,9085522-1,1,false
MAIN,102.1,false,20,102.07708,UNLOAD,VKNP,93.333336,LOAD,RRRK,SEA,BARGE(T-AKB),7304792,7304792-3,3,false
MAIN,102.7,false,14,102.69861,LOAD,RRRK,87.583336,UNLOAD,VKNP,SEA,CONT-NSS,8902395,8902395-4,4,false
MAIN,103,false,17,102.9875,UNLOAD,VKNP,95.22361,LOAD,RUAM,SEA,CONT-NSS,7233278,7233278-3,3,false
MAIN,103.7,false,16,103.681946,UNLOAD,VKNP,95.530556,LOAD,FQZF,SEA,CONT-NSS,6820579,6820579-2,2,false
MAIN,103.9,false,18,103.88333,LOAD,RUAM,87.333336,UNLOAD,VKNP,SEA,FSS,7315571,7315571-4,4,false
MAIN,103.95,false,16,103.94375,UNLOAD,VKNP,96.17986,LOAD,RUAM,SEA,CONT-NSS,6708379,6708379-3,3,false
MAIN,104.05,false,19,104.04792,LOAD,RRRK,83.333336,UNLOAD,VKNP,SEA,BARGE(T-AKB),7320411,7320411-4,4,false
MAIN,104.8,false,18,104.790276,LOAD,RUAM,97,UNKNOWN,RQNK,SEA,FSS,7319632,7319632-1,1,false
MAIN,106.05,false,16,106.02292,UNLOAD,VKNP,97.890976,LOAD,RUAM,SEA,CONT-NSS,7026259,7026259-4,4,false
MAIN,106.55,false,18,106.5118,UNLOAD,VKNP,100.18611,LOAD,RUAM,SEA,FSS,7325253,7325253-3,3,false
MAIN,106.8,false,18,106.790276,LOAD,RUAM,97,UNKNOWN,RQNK,SEA,FSS,7303205,7303205-1,1,false
MAIN,106.8,false,18,106.790276,LOAD,RUAM,88.41736,UNLOAD,VKNP,SEA,FSS,7302897,7302897-4,4,false
MAIN,107.1,false,16,107.056946,LOAD,FQZF,58.875,UNLOAD,VKNP,SEA,CONT-NSS,6812211,6812211-2,2,false
MAIN,108.85,false,18,108.8375,LOAD,RUAM,97,UNKNOWN,AVBU,SEA,FSS,7226897,7226897-1,1,false
MAIN,109.05,false,14,109.04583,LOAD,RUAM,88.16736,UNLOAD,VKNP,SEA,CONT-NSS,8902400,8902400-4,4,false
MAIN,110.45,false,19,110.433334,LOAD,FQZF,68.91736,UNLOAD,VKNP,SEA,CONT-NSS,7224904,7224904-3,3,false
MAIN,110.8,false,18,110.790276,LOAD,RUAM,90.41736,UNLOAD,VKNP,SEA,FSS,7236153,7236153-4,4,false
MAIN,110.9,false,16,110.85833,LOAD,RUAM,96.666664,UNLOAD,VKNP,SEA,CONT-NSS,6828624,6828624-5,5,false
MAIN,111.1,false,15,111.078476,UNLOAD,VKNP,103.125,LOAD,RRRK,SEA,CONT-NSS,8902395,8902395-4,4,false
MAIN,112.3,false,18,112.29236,UNLOAD,VKNP,105.96667,LOAD,RUAM,SEA,FSS,7315571,7315571-4,4,false
MAIN,112.85,false,18,112.8375,LOAD,RUAM,97,UNKNOWN,AVBU,SEA,FSS,7223508,7223508-1,1,false
MAIN,112.95,false,16,112.941666,LOAD,RUAQ,16,UNKNOWN,"",SEA,BREAKBULK,8408894,8408894-1,1,false
MAIN,113.1,false,19,113.07708,UNLOAD,VKNP,104.333336,LOAD,RRRK,SEA,BARGE(T-AKB),7320411,7320411-4,4,false
MAIN,113.2,false,18,113.1993,UNLOAD,VKNP,106.87361,LOAD,RUAM,SEA,FSS,7319632,7319632-1,1,false
MAIN,113.45,false,16,113.44861,LOAD,RUAQ,93.916664,UNLOAD,VKNP,SEA,CONT-NSS,6916861,6916861-4,4,false
MAIN,113.9,false,15,113.85833,LOAD,RUAM,97.625,UNLOAD,VKNP,SEA,CONT-NSS,7224306,7224306-5,5,false
MAIN,115.2,false,18,115.1993,UNLOAD,VKNP,108.87361,LOAD,RUAM,SEA,FSS,7303205,7303205-1,1,false
MAIN,115.2,false,18,115.1993,UNLOAD,VKNP,108.87361,LOAD,RUAM,SEA,FSS,7302897,7302897-4,4,false
MAIN,115.5,false,18,115.47847,LOAD,RUAM,98.625,UNLOAD,VKNP,SEA,CONT-NSS,7218462,7218462-4,4,false
MAIN,116.3,false,16,116.291664,UNLOAD,VKNP,108.140274,LOAD,FQZF,SEA,CONT-NSS,6812211,6812211-2,2,false
MAIN,117.3,false,18,117.28403,UNLOAD,VKNP,110.958336,LOAD,RUAM,SEA,FSS,7226897,7226897-1,1,false
MAIN,117.9,false,14,117.89306,UNLOAD,VKNP,110.129166,LOAD,RUAM,SEA,CONT-NSS,8902400,8902400-4,4,false
MAIN,119,false,19,118.98889,LOAD,FQZF,23,UNKNOWN,"",SEA,CONT-NSS,7235329,7235329-1,1,false
MAIN,119.2,false,18,119.1993,UNLOAD,VKNP,112.87361,LOAD,RUAM,SEA,FSS,7236153,7236153-4,4,false
MAIN,119.4,false,16,119.36875,UNLOAD,VKNP,111.941666,LOAD,RUAM,SEA,CONT-NSS,6828624,6828624-5,5,false
MAIN,119.7,false,19,119.66805,UNLOAD,VKNP,111.51667,LOAD,FQZF,SEA,CONT-NSS,7224904,7224904-3,3,false
MAIN,121.25,false,18,121.24653,UNLOAD,VKNP,114.92083,LOAD,RUAM,SEA,FSS,7223508,7223508-1,1,false
MAIN,121.6,false,17,121.583336,LOAD,FQZF,61.025463,UNKNOWN,MZJK,SEA,CONT-NSS,8820004,8820004-1,1,false
MAIN,121.7,false,16,121.660416,UNLOAD,VKNP,113.125,LOAD,RUAQ,SEA,BREAKBULK,8408894,8408894-1,1,false
MAIN,121.8,false,16,121.75694,UNLOAD,VKNP,113.625,LOAD,RUAQ,SEA,CONT-NSS,6916861,6916861-4,4,false
MAIN,122.05,false,20,122.04792,LOAD,RRRK,102.333336,UNLOAD,VKNP,SEA,BARGE(T-AKB),7304792,7304792-4,4,false
MAIN,122.4,false,15,122.36875,UNLOAD,VKNP,114.941666,LOAD,RUAM,SEA,CONT-NSS,7224306,7224306-5,5,false
MAIN,124.35,false,18,124.32569,UNLOAD,VKNP,116.561806,LOAD,RUAM,SEA,CONT-NSS,7218462,7218462-4,4,false
MAIN,126.7,false,14,126.69861,LOAD,RRRK,111.5,UNLOAD,VKNP,SEA,CONT-NSS,8902395,8902395-5,5,false
MAIN,127.1,false,19,127.05556,UNLOAD,SEA1,120.07222,LOAD,FQZF,SEA,CONT-NSS,7235329,7235329-1,1,false
MAIN,130.8,false,18,130.79028,LOAD,RUAM,113.5,UNLOAD,VKNP,SEA,FSS,7319632,7319632-2,2,false
MAIN,131.05,false,19,131.04791,LOAD,RRRK,113.333336,UNLOAD,VKNP,SEA,BARGE(T-AKB),7320411,7320411-5,5,false
MAIN,131.1,false,20,131.07709,UNLOAD,VKNP,122.333336,LOAD,RRRK,SEA,BARGE(T-AKB),7304792,7304792-4,4,false
MAIN,132.65,false,18,132.625,UNLOAD,VKNP,122.666664,LOAD,FQZF,SEA,CONT-NSS,8820004,8820004-1,1,false
MAIN,133,false,23,132.96597,LOAD,RUAM,102,UNLOAD,SEA1,SEA,VISA CONT,9085522,9085522-2,2,false
MAIN,135.25,false,16,135.24513,UNLOAD,VKNP,127.291664,LOAD,RRRK,SEA,CONT-NSS,8902395,8902395-5,5,false
MAIN,135.65,false,18,135.63333,LOAD,RUAM,112.583336,UNLOAD,VKNP,SEA,FSS,7315571,7315571-5,5,false
MAIN,135.9,false,16,135.85834,LOAD,RUAM,119.666664,UNLOAD,VKNP,SEA,CONT-NSS,6828624,6828624-6,6,false
MAIN,136.05,false,18,136.04375,LOAD,RUAM,43.875,UNLOAD,VKNP,SEA,CONT-SS,8221545,8221545-2,2,false
MAIN,136.05,false,14,136.04584,LOAD,RUAM,118.166664,UNLOAD,VKNP,SEA,CONT-NSS,8902400,8902400-5,5,false
MAIN,137.15,false,18,137.10278,LOAD,RUAM,106.791664,UNLOAD,VKNP,SEA,FSS,7325253,7325253-4,4,false
MAIN,138.8,false,18,138.79028,LOAD,RUAM,115.5,UNLOAD,VKNP,SEA,FSS,7302897,7302897-5,5,false
MAIN,138.8,false,18,138.79028,LOAD,RUAM,119.416664,UNLOAD,VKNP,SEA,FSS,7236153,7236153-5,5,false
MAIN,139.2,false,18,139.19931,UNLOAD,VKNP,132.87361,LOAD,RUAM,SEA,FSS,7319632,7319632-2,2,false
MAIN,139.25,false,16,139.23541,LOAD,RRRK,37.666668,UNLOAD,HNTS,SEA,CONT-SS,9015204,9015204-2,2,false
MAIN,140.1,false,19,140.07709,UNLOAD,VKNP,131.33333,LOAD,RRRK,SEA,BARGE(T-AKB),7320411,7320411-5,5,false
MAIN,140.3,false,18,140.28716,LOAD,RUAM,117.541664,UNLOAD,VKNP,SEA,FSS,7226897,7226897-2,2,false
MAIN,141,false,23,140.97014,UNLOAD,SEA1,134.0493,LOAD,RUAM,SEA,VISA CONT,9085522,9085522-2,2,false
MAIN,142.15,false,17,142.14027,LOAD,RUAM,103.25,UNLOAD,VKNP,SEA,CONT-NSS,7233278,7233278-4,4,false
MAIN,142.25,false,18,142.2375,LOAD,RUAM,121.5,UNLOAD,VKNP,SEA,FSS,7223508,7223508-2,2,false
MAIN,144.05,false,18,144.04236,UNLOAD,VKNP,137.71666,LOAD,RUAM,SEA,FSS,7315571,7315571-5,5,false
MAIN,144.4,false,16,144.36874,UNLOAD,VKNP,136.94167,LOAD,RUAM,SEA,CONT-NSS,6828624,6828624-6,6,false
MAIN,144.9,false,14,144.89305,UNLOAD,VKNP,137.12917,LOAD,RUAM,SEA,CONT-NSS,8902400,8902400-5,5,false
MAIN,145.55,false,18,145.51181,UNLOAD,VKNP,139.18611,LOAD,RUAM,SEA,FSS,7325253,7325253-4,4,false
MAIN,146.5,false,18,146.47847,LOAD,RUAM,124.5,UNLOAD,VKNP,SEA,CONT-NSS,7218462,7218462-5,5,false
MAIN,146.65,false,18,146.61319,UNLOAD,VKNP,137.12674,LOAD,RUAM,SEA,CONT-SS,8221545,8221545-2,2,false
MAIN,147.2,false,18,147.19931,UNLOAD,VKNP,140.87361,LOAD,RUAM,SEA,FSS,7302897,7302897-5,5,false
MAIN,147.2,false,18,147.19931,UNLOAD,VKNP,140.87361,LOAD,RUAM,SEA,FSS,7236153,7236153-5,5,false
MAIN,147.55,false,17,147.5368,UNLOAD,VKNP,139.58333,LOAD,RRRK,SEA,CONT-SS,9015204,9015204-2,2,false
MAIN,147.85,false,16,147.80763,LOAD,RUAM,106.291664,UNLOAD,VKNP,SEA,CONT-NSS,7026259,7026259-5,5,false
MAIN,148.7,false,18,148.69653,UNLOAD,VKNP,142.37083,LOAD,RUAM,SEA,FSS,7226897,7226897-2,2,false
MAIN,148.8,false,18,148.79028,LOAD,RUAM,115.416664,UNLOAD,VKNP,SEA,FSS,7303205,7303205-2,2,false
MAIN,149.05,false,20,149.04791,LOAD,RRRK,131.33333,UNLOAD,VKNP,SEA,BARGE(T-AKB),7304792,7304792-5,5,false
MAIN,150.65,false,18,150.64653,UNLOAD,VKNP,144.32083,LOAD,RUAM,SEA,FSS,7223508,7223508-2,2,false
MAIN,151.05,false,18,151.01389,UNLOAD,VKNP,143.25,LOAD,RUAM,SEA,CONT-NSS,7233278,7233278-4,4,false
MAIN,152.8,false,18,152.79028,LOAD,RUAM,139.45833,UNLOAD,VKNP,SEA,FSS,7319632,7319632-3,3,false
MAIN,153.65,false,18,153.63333,LOAD,RUAM,144.33333,UNLOAD,VKNP,SEA,FSS,7315571,7315571-6,6,false
MAIN,155.35,false,18,155.3257,UNLOAD,VKNP,147.5618,LOAD,RUAM,SEA,CONT-NSS,7218462,7218462-5,5,false
MAIN,157,false,23,156.96597,LOAD,RUAM,141,UNLOAD,SEA1,SEA,VISA CONT,9085522,9085522-3,3,false
MAIN,157.05,false,16,157.02292,UNLOAD,VKNP,148.89098,LOAD,RUAM,SEA,CONT-NSS,7026259,7026259-5,5,false
MAIN,157.2,false,18,157.19931,UNLOAD,VKNP,150.87361,LOAD,RUAM,SEA,FSS,7303205,7303205-2,2,false
MAIN,157.45,false,19,157.43333,LOAD,FQZF,119.958336,UNLOAD,VKNP,SEA,CONT-NSS,7224904,7224904-4,4,false
MAIN,158.1,false,20,158.07709,UNLOAD,VKNP,149.33333,LOAD,RRRK,SEA,BARGE(T-AKB),7304792,7304792-5,5,false
MAIN,158.9,false,16,158.85834,LOAD,RUAM,144.625,UNLOAD,VKNP,SEA,CONT-NSS,6828624,6828624-7,7,false
MAIN,159.05,false,19,159.04791,LOAD,RRRK,140.33333,UNLOAD,VKNP,SEA,BARGE(T-AKB),7320411,7320411-6,6,false
MAIN,159.8,false,18,159.79028,LOAD,RUAM,147.41667,UNLOAD,VKNP,SEA,FSS,7302897,7302897-6,6,false
MAIN,159.8,false,18,159.79028,LOAD,RUAM,147.5,UNLOAD,VKNP,SEA,FSS,7236153,7236153-6,6,false
MAIN,159.85,false,18,159.8375,LOAD,RUAM,148.95833,UNLOAD,VKNP,SEA,FSS,7226897,7226897-3,3,false
MAIN,160.4,false,17,160.3809,LOAD,RUAM,96.166664,UNLOAD,VKNP,SEA,CONT-NSS,7002071,7002071-2,2,false
MAIN,160.85,false,18,160.8375,LOAD,RUAM,150.91667,UNLOAD,VKNP,SEA,FSS,7223508,7223508-3,3,false
MAIN,161.2,false,18,161.19931,UNLOAD,VKNP,154.87361,LOAD,RUAM,SEA,FSS,7319632,7319632-3,3,false
MAIN,162.05,false,18,162.04236,UNLOAD,VKNP,155.71666,LOAD,RUAM,SEA,FSS,7315571,7315571-6,6,false
MAIN,162.85,false,17,162.80972,LOAD,RUAM,93.583336,UNLOAD,VKNP,SEA,CONT-NSS,6913259,6913259-2,2,false
MAIN,162.9,false,15,162.85834,LOAD,RUAM,122.625,UNLOAD,VKNP,SEA,CONT-NSS,7224306,7224306-6,6,false
MAIN,164,false,16,163.98473,LOAD,RUAM,102,UNLOAD,VKNP,SEA,CONT-NSS,6905252,6905252-4,4,false
MAIN,165,false,23,164.97014,UNLOAD,SEA1,158.0493,LOAD,RUAM,SEA,VISA CONT,9085522,9085522-3,3,false
MAIN,165.4,false,15,165.39375,LOAD,RUAM,92.166664,UNLOAD,VKNP,SEA,CONT-NSS,1811111,1811111-5,5,false
MAIN,166.15,false,17,166.14027,LOAD,RUAM,151.41667,UNLOAD,VKNP,SEA,CONT-NSS,7233278,7233278-5,5,false
MAIN,166.7,false,19,166.66806,UNLOAD,VKNP,158.51666,LOAD,FQZF,SEA,CONT-NSS,7224904,7224904-4,4,false
MAIN,167.05,false,18,167.04375,LOAD,RUAM,146.79167,UNLOAD,VKNP,SEA,CONT-SS,8221545,8221545-3,3,false
MAIN,167.1,false,16,167.09653,LOAD,RUAM,104.25,UNLOAD,VKNP,SEA,CONT-NSS,6708379,6708379-4,4,false
MAIN,167.4,false,16,167.36874,UNLOAD,VKNP,159.94167,LOAD,RUAM,SEA,CONT-NSS,6828624,6828624-7,7,false
MAIN,168.1,false,19,168.07709,UNLOAD,VKNP,159.33333,LOAD,RRRK,SEA,BARGE(T-AKB),7320411,7320411-6,6,false
MAIN,168.2,false,18,168.19931,UNLOAD,VKNP,161.87361,LOAD,RUAM,SEA,FSS,7302897,7302897-6,6,false
MAIN,168.2,false,18,168.19931,UNLOAD,VKNP,161.87361,LOAD,RUAM,SEA,FSS,7236153,7236153-6,6,false
MAIN,168.25,false,18,168.24652,UNLOAD,VKNP,161.92084,LOAD,RUAM,SEA,FSS,7226897,7226897-3,3,false
MAIN,168.9,false,17,168.89166,UNLOAD,VKNP,161.46458,LOAD,RUAM,SEA,CONT-NSS,7002071,7002071-2,2,false
MAIN,169.25,false,18,169.24652,UNLOAD,VKNP,162.92084,LOAD,RUAM,SEA,FSS,7223508,7223508-3,3,false
MAIN,169.5,false,18,169.47847,LOAD,RUAM,155.66667,UNLOAD,VKNP,SEA,CONT-NSS,7218462,7218462-6,6,false
MAIN,170,false,23,169.96597,LOAD,RUAM,69,UNLOAD,SEA1,SEA,VISA CONT,9074391,9074391-2,2,false
MAIN,170.8,false,18,170.79028,LOAD,RUAM,157.5,UNLOAD,VKNP,SEA,FSS,7303205,7303205-3,3,false
MAIN,171.35,false,17,171.3198,UNLOAD,VKNP,163.89305,LOAD,RUAM,SEA,CONT-NSS,6913259,6913259-2,2,false
MAIN,171.4,false,15,171.38542,UNLOAD,VKNP,163.95833,LOAD,RUAM,SEA,CONT-NSS,7224306,7224306-6,6,false
MAIN,172.85,false,16,172.83194,UNLOAD,VKNP,165.06805,LOAD,RUAM,SEA,CONT-NSS,6905252,6905252-4,4,false
MAIN,173.95,false,15,173.90416,UNLOAD,VKNP,166.47708,LOAD,RUAM,SEA,CONT-NSS,1811111,1811111-5,5,false
MAIN,175,false,17,174.9875,UNLOAD,VKNP,167.22327,LOAD,RUAM,SEA,CONT-NSS,7233278,7233278-5,5,false
MAIN,175.95,false,16,175.9434,UNLOAD,VKNP,168.17986,LOAD,RUAM,SEA,CONT-NSS,6708379,6708379-4,4,false
MAIN,176.45,false,16,176.44722,LOAD,FQZF,103.958336,UNLOAD,VKNP,SEA,CONT-NSS,6820579,6820579-3,3,false
MAIN,177.65,false,18,177.61319,UNLOAD,VKNP,168.12674,LOAD,RUAM,SEA,CONT-SS,8221545,8221545-3,3,false
MAIN,178,false,23,177.97014,UNLOAD,SEA1,171.0493,LOAD,RUAM,SEA,VISA CONT,9074391,9074391-2,2,false
MAIN,178.35,false,18,178.3257,UNLOAD,VKNP,170.5618,LOAD,RUAM,SEA,CONT-NSS,7218462,7218462-6,6,false
MAIN,179.2,false,18,179.19931,UNLOAD,VKNP,172.87361,LOAD,RUAM,SEA,FSS,7303205,7303205-3,3,false
MAIN,179.25,false,16,179.23541,LOAD,RRRK,147.875,UNLOAD,VKNP,SEA,CONT-SS,9015204,9015204-3,3,false
