Model,FedTime,AssetID,VoyageNum,MissionID,AssetLocation,AssetType,LocationType,BerthName,BerthTime
MAIN,103.9,7315571,4,7315571-4,RUAM,FSS,POE,Unconstrained,103.96666717529297
MAIN,103.95,6708379,3,6708379-3,VKNP,CONT-NSS,POD,BG Safaqis cont-2 berth,104.02708435058594
MAIN,104.05,7320411,4,7320411-4,RRRK,BARGE(T-AKB),POE,NEW YORK berth group-RRRK,104.13125610351562
MAIN,104.8,7319632,1,7319632-1,RUAM,FSS,POE,Unconstrained,104.87361145019531
MAIN,106.05,7026259,4,7026259-4,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,106.10625457763672
MAIN,106.55,7325253,3,7325253-3,VKNP,FSS,POD,BG Safaqis cont-1 berth,106.59513854980469
MAIN,106.8,7303205,1,7303205-1,RUAM,FSS,POE,Unconstrained,106.87361145019531
MAIN,106.8,7302897,4,7302897-4,RUAM,FSS,POE,Unconstrained,106.87361145019531
MAIN,107.1,6812211,2,6812211-2,FQZF,CONT-NSS,POE,Unconstrained,107.1402816772461
MAIN,108.85,7226897,1,7226897-1,RUAM,FSS,POE,Unconstrained,108.92083740234375
MAIN,109.05,8902400,4,8902400-4,RUAM,CONT-NSS,POE,Unconstrained,109.12916564941406
MAIN,110.45,7224904,3,7224904-3,FQZF,CONT-NSS,POE,Unconstrained,110.51667022705078
MAIN,110.8,7236153,4,7236153-4,RUAM,FSS,POE,Unconstrained,110.87361145019531
MAIN,110.9,6828624,5,6828624-5,RUAM,CONT-NSS,POE,Unconstrained,110.94166564941406
MAIN,111.1,8902395,4,8902395-4,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,111.16181182861328
MAIN,112.3,7315571,4,7315571-4,VKNP,FSS,POD,BG Safaqis cont-1 berth,112.37569427490234
MAIN,112.85,7223508,1,7223508-1,RUAM,FSS,POE,Unconstrained,112.92083740234375
MAIN,112.95,8408894,1,8408894-1,RUAQ,BREAKBULK,POE,RUAQ BG,113.0250015258789
MAIN,113.1,7320411,4,7320411-4,VKNP,BARGE(T-AKB),POD,BG Safaqis cont-1 berth,113.16041564941406
MAIN,113.2,7319632,1,7319632-1,VKNP,FSS,POD,BG Safaqis cont-2 berth,113.28263854980469
MAIN,113.45,6916861,4,6916861-4,RUAQ,CONT-NSS,POE,RUAQ BG,113.53194427490234
MAIN,113.9,7224306,5,7224306-5,RUAM,CONT-NSS,POE,Unconstrained,113.94166564941406
MAIN,115.2,7303205,1,7303205-1,VKNP,FSS,POD,BG Safaqis cont-1 berth,115.28263854980469
MAIN,115.2,7302897,4,7302897-4,VKNP,FSS,POD,BG Safaqis cont-2 berth,115.28263854980469
MAIN,115.5,7218462,4,7218462-4,RUAM,CONT-NSS,POE,Unconstrained,115.56180572509766
MAIN,116.3,6812211,2,6812211-2,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,116.375
MAIN,117.3,7226897,1,7226897-1,VKNP,FSS,POD,BG Safaqis cont-1 berth,117.36736297607422
MAIN,117.9,8902400,4,8902400-4,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,117.97639465332031
MAIN,119,7235329,1,7235329-1,FQZF,CONT-NSS,POE,Unconstrained,119.07222747802734
MAIN,119.2,7236153,4,7236153-4,VKNP,FSS,POD,BG Safaqis cont-1 berth,119.28263854980469
MAIN,119.4,6828624,5,6828624-5,VKNP,CONT-NSS,POD,BG Safaqis cont-2 berth,119.45208740234375
MAIN,119.7,7224904,3,7224904-3,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,119.75138854980469
MAIN,121.25,7223508,1,7223508-1,VKNP,FSS,POD,BG Safaqis cont-1 berth,121.32986450195312
MAIN,121.6,8820004,1,8820004-1,FQZF,CONT-NSS,POE,Unconstrained,121.66667175292969
MAIN,121.7,8408894,1,8408894-1,VKNP,BREAKBULK,POD,BG Safaqis cont-1 berth,121.7437515258789
MAIN,121.8,6916861,4,6916861-4,VKNP,CONT-NSS,POD,BG Safaqis cont-2 berth,121.84027862548828
MAIN,122.05,7304792,4,7304792-4,RRRK,BARGE(T-AKB),POE,NEW YORK berth group-RRRK,122.13125610351562
MAIN,122.4,7224306,5,7224306-5,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,122.45208740234375
MAIN,124.35,7218462,4,7218462-4,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,124.40902709960938
MAIN,126.7,8902395,5,8902395-5,RRRK,CONT-NSS,POE,NEW YORK berth group-RRRK,126.78194427490234
MAIN,130.8,7319632,2,7319632-2,RUAM,FSS,POE,Unconstrained,130.8736114501953
MAIN,131.05,7320411,5,7320411-5,RRRK,BARGE(T-AKB),POE,NEW YORK berth group-RRRK,131.13124084472656
MAIN,131.1,7304792,4,7304792-4,VKNP,BARGE(T-AKB),POD,BG Safaqis cont-1 berth,131.16041564941406
MAIN,132.65,8820004,1,8820004-1,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,132.7083282470703
MAIN,133,9085522,2,9085522-2,RUAM,VISA CONT,POE,Unconstrained,133.04930114746094
MAIN,135.25,8902395,5,8902395-5,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,135.32846069335938
MAIN,135.65,7315571,5,7315571-5,RUAM,FSS,POE,Unconstrained,135.71665954589844
MAIN,135.9,6828624,6,6828624-6,RUAM,CONT-NSS,POE,Unconstrained,135.94166564941406
MAIN,136.05,8221545,2,8221545-2,RUAM,CONT-SS,POE,Unconstrained,136.1270751953125
MAIN,136.05,8902400,5,8902400-5,RUAM,CONT-NSS,POE,Unconstrained,136.12916564941406
MAIN,137.15,7325253,4,7325253-4,RUAM,FSS,POE,Unconstrained,137.1861114501953
MAIN,138.8,7302897,5,7302897-5,RUAM,FSS,POE,Unconstrained,138.8736114501953
MAIN,138.8,7236153,5,7236153-5,RUAM,FSS,POE,Unconstrained,138.8736114501953
MAIN,139.2,7319632,2,7319632-2,VKNP,FSS,POD,BG Safaqis cont-1 berth,139.2826385498047
MAIN,139.25,9015204,2,9015204-2,RRRK,CONT-SS,POE,NEW YORK berth group-RRRK,139.31874084472656
MAIN,140.1,7320411,5,7320411-5,VKNP,BARGE(T-AKB),POD,BG Safaqis cont-1 berth,140.16041564941406
MAIN,140.3,7226897,2,7226897-2,RUAM,FSS,POE,Unconstrained,140.3704833984375
MAIN,142.15,7233278,4,7233278-4,RUAM,CONT-NSS,POE,Unconstrained,142.22360229492188
MAIN,142.25,7223508,2,7223508-2,RUAM,FSS,POE,Unconstrained,142.32083129882812
MAIN,144.05,7315571,5,7315571-5,VKNP,FSS,POD,BG Safaqis cont-1 berth,144.1256866455078
MAIN,144.4,6828624,6,6828624-6,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,144.4520721435547
MAIN,144.9,8902400,5,8902400-5,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,144.97637939453125
MAIN,145.55,7325253,4,7325253-4,VKNP,FSS,POD,BG Safaqis cont-1 berth,145.5951385498047
MAIN,146.5,7218462,5,7218462-5,RUAM,CONT-NSS,POE,Unconstrained,146.56179809570312
MAIN,146.65,8221545,2,8221545-2,VKNP,CONT-SS,POD,BG Safaqis cont-1 berth,146.69651794433594
MAIN,147.2,7302897,5,7302897-5,VKNP,FSS,POD,BG Safaqis cont-1 berth,147.2826385498047
MAIN,147.2,7236153,5,7236153-5,VKNP,FSS,POD,BG Safaqis cont-2 berth,147.2826385498047
MAIN,147.55,9015204,2,9015204-2,VKNP,CONT-SS,POD,BG Safaqis cont-1 berth,147.62013244628906
MAIN,147.85,7026259,5,7026259-5,RUAM,CONT-NSS,POE,Unconstrained,147.89096069335938
MAIN,148.7,7226897,2,7226897-2,VKNP,FSS,POD,BG Safaqis cont-1 berth,148.7798614501953
MAIN,148.8,7303205,2,7303205-2,RUAM,FSS,POE,Unconstrained,148.8736114501953
MAIN,149.05,7304792,5,7304792-5,RRRK,BARGE(T-AKB),POE,NEW YORK berth group-RRRK,149.13124084472656
MAIN,150.65,7223508,2,7223508-2,VKNP,FSS,POD,BG Safaqis cont-1 berth,150.7298583984375
MAIN,151.05,7233278,4,7233278-4,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,151.0972137451172
MAIN,152.8,7319632,3,7319632-3,RUAM,FSS,POE,Unconstrained,152.8736114501953
MAIN,153.65,7315571,6,7315571-6,RUAM,FSS,POE,Unconstrained,153.71665954589844
MAIN,155.35,7218462,5,7218462-5,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,155.40902709960938
MAIN,157,9085522,3,9085522-3,RUAM,VISA CONT,POE,Unconstrained,157.04930114746094
MAIN,157.05,7026259,5,7026259-5,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,157.1062469482422
MAIN,157.2,7303205,2,7303205-2,VKNP,FSS,POD,BG Safaqis cont-2 berth,157.2826385498047
MAIN,157.45,7224904,4,7224904-4,FQZF,CONT-NSS,POE,Unconstrained,157.51666259765625
MAIN,158.1,7304792,5,7304792-5,VKNP,BARGE(T-AKB),POD,BG Safaqis cont-1 berth,158.16041564941406
MAIN,158.9,6828624,7,6828624-7,RUAM,CONT-NSS,POE,Unconstrained,158.94166564941406
MAIN,159.05,7320411,6,7320411-6,RRRK,BARGE(T-AKB),POE,NEW YORK berth group-RRRK,159.13124084472656
MAIN,159.8,7302897,6,7302897-6,RUAM,FSS,POE,Unconstrained,159.8736114501953
MAIN,159.8,7236153,6,7236153-6,RUAM,FSS,POE,Unconstrained,159.8736114501953
MAIN,159.85,7226897,3,7226897-3,RUAM,FSS,POE,Unconstrained,159.9208221435547
MAIN,160.4,7002071,2,7002071-2,RUAM,CONT-NSS,POE,Unconstrained,160.4642333984375
MAIN,160.85,7223508,3,7223508-3,RUAM,FSS,POE,Unconstrained,160.9208221435547
MAIN,161.2,7319632,3,7319632-3,VKNP,FSS,POD,BG Safaqis cont-1 berth,161.2826385498047
MAIN,162.05,7315571,6,7315571-6,VKNP,FSS,POD,BG Safaqis cont-1 berth,162.1256866455078
MAIN,162.85,6913259,2,6913259-2,RUAM,CONT-NSS,POE,Unconstrained,162.89305114746094
MAIN,162.9,7224306,6,7224306-6,RUAM,CONT-NSS,POE,Unconstrained,162.94166564941406
MAIN,164,6905252,4,6905252-4,RUAM,CONT-NSS,POE,Unconstrained,164.06805419921875
MAIN,165.4,1811111,5,1811111-5,RUAM,CONT-NSS,POE,Unconstrained,165.47708129882812
MAIN,166.15,7233278,5,7233278-5,RUAM,CONT-NSS,POE,Unconstrained,166.22360229492188
MAIN,166.7,7224904,4,7224904-4,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,166.7513885498047
MAIN,167.05,8221545,3,8221545-3,RUAM,CONT-SS,POE,Unconstrained,167.1270751953125
MAIN,167.1,6708379,4,6708379-4,RUAM,CONT-NSS,POE,Unconstrained,167.1798553466797
MAIN,167.4,6828624,7,6828624-7,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,167.4520721435547
MAIN,168.1,7320411,6,7320411-6,VKNP,BARGE(T-AKB),POD,BG Safaqis cont-1 berth,168.16041564941406
MAIN,168.2,7302897,6,7302897-6,VKNP,FSS,POD,BG Safaqis cont-2 berth,168.2826385498047
MAIN,168.2,7236153,6,7236153-6,VKNP,FSS,POD,BG Safaqis NE-1 berth,168.2826385498047
MAIN,168.25,7226897,3,7226897-3,VKNP,FSS,POD,BG Safaqis NE-2 berth,168.32984924316406
MAIN,168.9,7002071,2,7002071-2,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,168.97499084472656
MAIN,169.25,7223508,3,7223508-3,VKNP,FSS,POD,BG Safaqis cont-1 berth,169.32984924316406
MAIN,169.5,7218462,6,7218462-6,RUAM,CONT-NSS,POE,Unconstrained,169.56179809570312
MAIN,170,9074391,2,9074391-2,RUAM,VISA CONT,POE,Unconstrained,170.04930114746094
MAIN,170.8,7303205,3,7303205-3,RUAM,FSS,POE,Unconstrained,170.8736114501953
MAIN,171.35,6913259,2,6913259-2,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,171.4031219482422
MAIN,171.4,7224306,6,7224306-6,VKNP,CONT-NSS,POD,BG Safaqis cont-2 berth,171.46875
MAIN,172.85,6905252,4,6905252-4,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,172.91526794433594
MAIN,173.95,1811111,5,1811111-5,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,173.98748779296875
MAIN,175,7233278,5,7233278-5,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,175.07083129882812
MAIN,175.95,6708379,4,6708379-4,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,176.0267333984375
MAIN,176.45,6820579,3,6820579-3,FQZF,CONT-NSS,POE,Unconstrained,176.53054809570312
MAIN,177.65,8221545,3,8221545-3,VKNP,CONT-SS,POD,BG Safaqis cont-1 berth,177.69651794433594
MAIN,178.35,7218462,6,7218462-6,VKNP,CONT-NSS,POD,BG Safaqis cont-1 berth,178.40902709960938
MAIN,179.2,7303205,3,7303205-3,VKNP,FSS,POD,BG Safaqis cont-1 berth,179.2826385498047
MAIN,179.25,9015204,3,9015204-3,RRRK,CONT-SS,POE,NEW YORK berth group-RRRK,179.31874084472656
