Name,Geoloc,TypeCode,InboundCargo,InboundPax,OutboundCargo,OutboundPax
CP ROBERTS,EUHB,AIN,XUMU,XUMU,XUMU,XUMU
CP ROBINSON,EUKB,AIN,NKAK,NKAK,NKAK,NKAK
CP SHELBY,EURB,AIN,MAHG,MAHG,MAHG,MAHG
CP SMITH,EUVB,MGI,KZTV,KZTV,KZTV,KZTV
CP SMITH      MCC,EUVH,STG,KZTV,KZTV,KZTV,KZTV
CP SMITH       BA,EUVJ,STG,KZTV,KZTV,KZTV,KZTV
CAMP H M SMITH,EUVK,STG,KZTV,KZTV,KZTV,KZTV
CRANE,EWFK,NYI,CTGC,CTGC,CTGC,CTGC
CRANE         AAP,EWFL,AMO,CTGC,CTGC,CTGC,CTGC
CRESCENT CITY,EWYN,CTY,BAEY,BAEY,BAEY,BAEY
CRESTON,EXAN,CTY,SGBP,SGBP,SGBP,SGBP
CRESTVIEW,EXCN,CTY,FTEP,FTEP,FTEP,FTEP
CROCKETT,EXGM,PRT,XDAT,XDAT,XDAT,XDAT
SUBIC BAY INTL,EYBD,MAP,EYBD,EYBD,EYBD,EYBD
DADEVILLE,EZGG,CTY,PNQS,PNQS,PNQS,PNQS
DAHLGREN,EZHK,CTY,AJXF,AJXF,AJXF,AJXF
DAKAR,EZMU,PRT,UMXB,UMXB,UMXB,UMXB
DALLAS FORT WORTH,EZSE,CAP,DDPF,DDPF,DDPF,DDPF
DALLAS,EZTC,CTY,DDPF,DDPF,DDPF,DDPF
MILLENNIUM DALLAS,EZTH,MAP,DDPF,DDPF,DDPF,DDPF
DALLAS AFIT 02,EZTV,SCH,DDPF,DDPF,DDPF,DDPF
DALLAS AFIT 03,EZTW,SCH,DDPF,DDPF,DDPF,DDPF
DAM NECK,EZXV,TNG,SBDW,SBDW,SBDW,SBDW
DANA POINT,FAFL,PRT,FUZD,FUZD,FUZD,FUZD
MONTGOMERY RGNL,FAKZ,JAP,PNQS,PNQS,PNQS,PNQS
DANVILLE,FAQZ,CTY,CTGC,CTGC,CTGC,CTGC
DARMSTADT AAF,FAXN,APT,FAXN,FAXN,FAXN,FAXN
DAVENPORT,FBDH,CTY,DPNB,DPNB,DPNB,DPNB
OWENSBORO DAVIESS,FBMV,CAP,CYWF,CYWF,CYWF,CYWF
DAVIS MONTHAN AFB,FBNV,MAP,FBNV,FBNV,FBNV,FBNV
DAVIS MONTHAN,FBPW,RRL,FBNV,FBNV,FBNV,FBNV
DAYTON,FCHZ,CTY,ZHTV,ZHTV,ZHTV,ZHTV
DAYTON DESC,FCKD,DEP,ZHTV,ZHTV,ZHTV,ZHTV
DAYTONA BEACH,FCLF,CTY,SXHT,SXHT,SXHT,SXHT
DECATUR,FCXN,CTY,BRKR,BRKR,BRKR,BRKR
DEF DEPOT OGDEN,FDHB,AIN,KRSM,KRSM,KRSM,KRSM
DELAWARE,FDVA,CTY,ZHTV,ZHTV,ZHTV,ZHTV
DEMOPOLIS,FEDX,CTY,PNQS,PNQS,PNQS,PNQS
DENVER,FEQM,CTY,TDHV,TDHV,TDHV,TDHV
DENVER,FERR,NAV,TDHV,TDHV,TDHV,TDHV
DENVER INTL,FERX,IAP,TDHV,TDHV,TDHV,TDHV
DES MOINES,FFAJ,CTY,SGBP,SGBP,SGBP,SGBP
DES MOINES INTL,FFAR,JAP,SGBP,SGBP,SGBP,SGBP
DETROIT,FFJF,CTY,DYCS,DYCS,DYCS,DYCS
DETROIT,FFJG,ADM,DYCS,DYCS,DYCS,DYCS
DETROIT MET,FFKG,STG,DYCS,DYCS,DYCS,DYCS
DEXTER,FFRS,CTY,NRCH,NRCH,NRCH,NRCH
DEXTER,FFSQ,CTY,BWKR,BWKR,BWKR,BWKR
DIEGO GARCIA EAST,FGDB,PRT,FGDC,FGDC,FGDC,FGDC
DIEGO GARCIA NSF,FGDC,MAP,FGDC,FGDC,FGDC,FGDC
DIEGO GARCIA,FGDD,PRT,FGDC,FGDC,FGDC,FGDC
DJERBA,FGTS,ADM,JEAH,JEAH,JEAH,JEAH
DJERBA,FGTW,PRT,JEAH,JEAH,JEAH,JEAH
DJEDEIDA,FGTZ,AFD,WSVC,WSVC,WSVC,WSVC
DOBBINS ARB,FGWB,MAP,FGWB,FGWB,FGWB,FGWB
DOBBINS       ANG,FGWD,ANX,FGWB,FGWB,FGWB,FGWB
DOTHAN,FJMG,CTY,XLWU,XLWU,XLWU,XLWU
DOTHAN RGNL,FJMK,CAP,MYXZ,MYXZ,MYXZ,MYXZ
DOUGLAS,FJPP,CTY,FBNV,FBNV,FBNV,FBNV
CHARLOTTE DOUGLAS,FJRP,JAP,VLSB,VLSB,VLSB,VLSB
DOVER AFB,FJXT,MAP,FJXT,FJXT,FJXT,FJXT
DOVER,FJYB,CTY,FJXT,FJXT,FJXT,FJXT
DOVER,FKJG,FHG,FJXT,FJXT,FJXT,FJXT
DOVER,FKLJ,CTY,FJXT,FJXT,FJXT,FJXT
DOVER,FKLK,STG,FJXT,FJXT,FJXT,FJXT
BANGOR INTL,FKNN,JAP,NRCH,NRCH,NRCH,NRCH
DRAPER,FLMT,CTY,KRSM,KRSM,KRSM,KRSM
DRIGGS,FLUP,CTY,KRSM,KRSM,KRSM,KRSM
DUBAI,FMAZ,PRT,VGHV,VGHV,VGHV,VGHV
DUBLIN,FMCH,CTY,UHHZ,UHHZ,UHHZ,UHHZ
DUBUQUE,FMEN,CTY,YAQF,YAQF,YAQF,YAQF
WASHINGTON DULLES,FMJN,IAP,BXUR,BXUR,BXUR,BXUR
DULUTH,FMKT,NYI,QJKL,QJKL,QJKL,QJKL
DULUTH,FMKZ,CTY,QJKL,QJKL,QJKL,QJKL
DULUTH INTL,FMLH,JAP,QJKL,QJKL,QJKL,QJKL
DULUTH,FMLT,PRT,QJKL,QJKL,QJKL,QJKL
DULLES,FMNJ,COM,BXUR,BXUR,BXUR,BXUR
DURBAN,FNLD,PRT,FGDC,FGDC,FGDC,FGDC
DURHAM,FNQD,CTY,TMKH,TMKH,TMKH,TMKH
DUTCH HARBOR,FNSH,PRT,FXSB,FXSB,FXSB,FXSB
DYERSBURG,FNVH,CTY,BWKR,BWKR,BWKR,BWKR
DYESS AFB,FNWZ,MAP,FNWZ,FNWZ,FNWZ,FNWZ
FORD ISLAND NALF,FPAA,APT,KZTV,KZTV,KZTV,KZTV
E LANSING,FPZW,CTY,ZJXD,ZJXD,ZJXD,ZJXD
EAST POINT,FQLT,CTY,AQLM,AQLM,AQLM,AQLM
E ST LOUIS,FQNZ,CTY,MSQB,MSQB,MSQB,MSQB
E WINDSOR,FQQZ,CTY,YTPM,YTPM,YTPM,YTPM
EARLE NWS,FQZF,PRT,PTFL,PTFL,PTFL,PTFL
EARLE NWS,FQZJ,AMO,PTFL,PTFL,PTFL,PTFL
EATON,FRLV,CTY,ZHTV,ZHTV,ZHTV,ZHTV
EAU CLAIRE,FRPD,CTY,QJKL,QJKL,QJKL,QJKL
EBENSBURG,FRRD,CTY,PJVY,PJVY,PJVY,PJVY
EDGEFIELD,FRYQ,CTY,VLSB,VLSB,VLSB,VLSB
EDGEMONT,FSAD,CTY,SHYQ,SHYQ,SHYQ,SHYQ
EDGEWOOD ARSENAL,FSCD,AIN,FJXT,FJXT,FJXT,FJXT
EDINGER FIELD,FSJA,AFD,YAQF,YAQF,YAQF,YAQF
EDWARDS AFB,FSPM,MAP,HUUA,HUUA,HUUA,HUUA
DUKE FLD,FTEP,MAP,FTEP,FTEP,FTEP,FTEP
EGLIN AFB,FTET,STG,FTFA,FTFA,FTFA,FTFA
HURLBURT FLD,FTEV,MAP,FTEV,FTEV,FTEV,FTEV
EGLIN AFB,FTFA,MAP,FTFA,FTFA,FTFA,FTFA
EIELSON AFB,FTQW,IAP,FXSB,FXSB,FXSB,FXSB
EL AOUINA,FTXW,CTY,FUQN,FUQN,FUQN,FUQN
EL BORMA,FTZH,APT,FTZH,FTZH,FTZH,FTZH
EL KALA,FUPD,PRT,WSVC,WSVC,WSVC,WSVC
THYNA,FUQN,IAP,FUQN,FUQN,FUQN,FUQN
EL PASO,FUTD,CTY,BPWZ,BPWZ,BPWZ,BPWZ
EL PASO INTL,FUTL,CAP,BPWZ,BPWZ,BPWZ,BPWZ
EL TORO MCAS,FUZD,MAP,FUZD,FUZD,FUZD,FUZD
ELIZABETHPORT,FVMT,PRT,PTFL,PTFL,PTFL,PTFL
ELKO,FWEV,CTY,QYZH,QYZH,QYZH,QYZH
ELLICOTT CITY,FWHZ,CTY,BXUR,BXUR,BXUR,BXUR
ELLINGTON,FWJH,JAP,BJHZ,BJHZ,BJHZ,BJHZ
ELLSWORTH AFB,FXBM,MAP,GHLN,GHLN,GHLN,GHLN
ELMENDORF,FXQZ,CTY,FXSB,FXSB,FXSB,FXSB
JB ELMENDORF-RICH,FXSB,MAP,FXSB,FXSB,FXSB,FXSB
ELMENDORF,FXSK,POL,FXSB,FXSB,FXSB,FXSB
ENCINO,GAFH,CTY,TKXA,TKXA,TKXA,TKXA
ALEXANDRIA INTL,GAMH,MAP,GAMH,GAMH,GAMH,GAMH
KINGSTON G1,GATE,RTC,YTPM,YTPM,YTPM,YTPM
EPHRATA,GCCW,AIN,GJKZ,GJKZ,GJKZ,GJKZ
ERIE,GCRR,PRT,DYCS,DYCS,DYCS,DYCS
ESLER RGNL,GEQZ,CAP,GAMH,GAMH,GAMH,GAMH
EUGENE,GFPP,CTY,PQWY,PQWY,PQWY,PQWY
EUREKA,GFVP,PRT,BAEY,BAEY,BAEY,BAEY
EUTAW,GGAD,CTY,BRKR,BRKR,BRKR,BRKR
EVANSVILLE,GGFX,CTY,CYWF,CYWF,CYWF,CYWF
EVERETT,GGNF,CTY,PQWY,PQWY,PQWY,PQWY
EVERETT,GGNJ,PRT,PQWY,PQWY,PQWY,PQWY
FRANCIS E WARREN,GHLN,MHP,GHLN,GHLN,GHLN,GHLN
F E WARREN AFB,GHZO,STG,GHLN,GHLN,GHLN,GHLN
FAIRBANKS,GJFV,CTY,FXSB,FXSB,FXSB,FXSB
FAIRBANKS INTL,GJFZ,CAP,FXSB,FXSB,FXSB,FXSB
FAIRCHILD AFB,GJKZ,MAP,GJKZ,GJKZ,GJKZ,GJKZ
FAIRFIELD,GKLX,CTY,YTPM,YTPM,YTPM,YTPM
FAIRFORD,GKVB,MAP,GKVB,GKVB,GKVB,GKVB
FAIRMONT,GKZK,CTY,PJVY,PJVY,PJVY,PJVY
SCHRIEVER AFB,GLEN,ABS,TDHV,TDHV,TDHV,TDHV
FALLON NAS,GLRZ,MAP,BAEY,BAEY,BAEY,BAEY
FALLS CHURCH,GLTD,CTY,BXUR,BXUR,BXUR,BXUR
FALLBROOK,GLZN,NYI,ETZB,ETZB,ETZB,ETZB
FAR ROCKAWAY,GMGG,CTY,PTFL,PTFL,PTFL,PTFL
FARRELL,GNMJ,CTY,DYCS,DYCS,DYCS,DYCS
FAYETTEVILLE,GNYJ,COM,TMKH,TMKH,TMKH,TMKH
FELIXSTOWE,GPEN,PRT,ZFKN,ZFKN,ZFKN,ZFKN
FELKER AAF,GPGK,MAP,MUHJ,MUHJ,MUHJ,MUHJ
GROTON NEW LONDON,GRAQ,JAP,YTPM,YTPM,YTPM,YTPM
GROTON,GRBE,HSP,YTPM,YTPM,YTPM,YTPM
FITZSIMONS GENRL,GRRY,HSP,TDHV,TDHV,TDHV,TDHV
FLORENCE,GTVP,CTY,VLSB,VLSB,VLSB,VLSB
FLUSHING,GUDX,CTY,PTFL,PTFL,PTFL,PTFL
FOLSOM,GUHN,CTY,ZAWN,ZAWN,ZAWN,ZAWN
FORBES FLD,GUQE,JAP,GUQE,GUQE,GUQE,GUQE
FORD ISLAND,GUYP,AIN,KZTV,KZTV,KZTV,KZTV
JBPH-H FORD ISLAN,GUYU,NYI,KZTV,KZTV,KZTV,KZTV
FOREST PARK,GVDN,NYI,DPNB,DPNB,DPNB,DPNB
FOREST PARK,GVEZ,CTY,AQLM,AQLM,AQLM,AQLM
FOREST PARK,GVGZ,CTY,DPNB,DPNB,DPNB,DPNB
WAYNESVILLE ST RO,GWAW,MAP,YWHG,YWHG,YWHG,YWHG
PENSACOLA NAS,GWDD,MAP,FTEV,FTEV,FTEV,FTEV
FOS,GWZP,PRT,ASHE,ASHE,ASHE,ASHE
FOUR LAKES,GXTN,COM,GJKZ,GJKZ,GJKZ,GJKZ
FRANKFORT,GYPS,CTY,WEAS,WEAS,WEAS,WEAS
FRANKFURT MAIN,GYRZ,IAP,GYRZ,GYRZ,GYRZ,GYRZ
FREEPORT,HAAZ,CTY,FTFA,FTFA,FTFA,FTFA
FREEPORT,HABZ,CTY,DPNB,DPNB,DPNB,DPNB
FREEPORT,HAGC,PRT,BJHZ,BJHZ,BJHZ,BJHZ
FRESNO YOSEMITE I,HAWR,JAP,DESR,DESR,DESR,DESR
FRESNO,HAWS,CTY,DESR,DESR,DESR,DESR
FREEWAY,HAYS,APT,FGDC,FGDC,FGDC,FGDC
FRESNO IAP,HAYW,ATM,DESR,DESR,DESR,DESR
BALTIMORE WASHING,HBFB,CAP,AJXF,AJXF,AJXF,AJXF
FT BELVOIR,HCHL,AIN,BXUR,BXUR,BXUR,BXUR
FT BEN HARRISON,HCKL,RTC,CTGC,CTGC,CTGC,CTGC
FT BENNING,HCML,AIN,PNQS,PNQS,PNQS,PNQS
FT BLISS,HCRL,AIN,BPWZ,BPWZ,BPWZ,BPWZ
FT BRAGG,HCTG,CTY,BAEY,BAEY,BAEY,BAEY
FT BRAGG,HCTL,AIN,TMKH,TMKH,TMKH,TMKH
FT BRAGG,HCTM,STG,TMKH,TMKH,TMKH,TMKH
FT CAMPBELL,HDBL,AIN,CYWF,CYWF,CYWF,CYWF
FT CARSON,HDDL,AIN,TDHV,TDHV,TDHV,TDHV
FT CHAFFEE,HDFL,AIN,NKAK,NKAK,NKAK,NKAK
FT DEPOSIT,HEDM,CTY,PNQS,PNQS,PNQS,PNQS
FT DEPOSIT,HEDR,AIN,PNQS,PNQS,PNQS,PNQS
FT DERUSSY,HEFA,AIN,KZTV,KZTV,KZTV,KZTV
FT DES MOINES,HEFE,AIN,SGBP,SGBP,SGBP,SGBP
FT DETRICK,HEFL,AIN,PJVY,PJVY,PJVY,PJVY
FT DEVENS,HEHL,AIN,NNGX,NNGX,NNGX,NNGX
FT DIX,HEKP,AIN,PTFL,PTFL,PTFL,PTFL
FT DIX,HEKQ,COM,PTFL,PTFL,PTFL,PTFL
FT DODGE,HEMP,CTY,SGBP,SGBP,SGBP,SGBP
FT DODGE,HEMT,MSL,SGBP,SGBP,SGBP,SGBP
FT DOUGLAS,HEPT,AIN,KRSM,KRSM,KRSM,KRSM
FT EUSTIS,HERT,AIN,MUHJ,MUHJ,MUHJ,MUHJ
FT GEORGE MEADE,HEZW,AIN,AJXF,AJXF,AJXF,AJXF
FT GORDON,HFDZ,AIN,LEXG,LEXG,LEXG,LEXG
FT HAMILTON,HFHZ,AIN,PTFL,PTFL,PTFL,PTFL
FT HAYES,HFMZ,AIN,ZHTV,ZHTV,ZHTV,ZHTV
FT HOOD,HFTZ,AIN,UHGN,UHGN,UHGN,UHGN
FT HUACHUCA,HFVZ,AIN,FBNV,FBNV,FBNV,FBNV
FT IRWIN,HFXZ,AIN,HUUA,HUUA,HUUA,HUUA
FT WAINWRIGHT AAF,HFZY,MAP,FXSB,FXSB,FXSB,FXSB
FT WAINWRIGHT,HFZZ,AIN,FXSB,FXSB,FXSB,FXSB
FT JACKSON,HGBZ,AIN,DKFX,DKFX,DKFX,DKFX
FT KNOX,HGFW,STG,WEAS,WEAS,WEAS,WEAS
FT KNOX,HGFZ,AIN,WEAS,WEAS,WEAS,WEAS
FT LAWTON,HGLC,AIN,PQWY,PQWY,PQWY,PQWY
FT LEAVENWORTH,HGNC,AIN,GUQE,GUQE,GUQE,GUQE
FT LEE,HGQC,ASN,MUHJ,MUHJ,MUHJ,MUHJ
FT LEE,HGQH,AIN,MUHJ,MUHJ,MUHJ,MUHJ
FT LEONARD WOOD,HGSH,AIN,YWHG,YWHG,YWHG,YWHG
JBLM LEWIS,HGUH,AIN,PQWY,PQWY,PQWY,PQWY
FT MCCOY,HHFD,CTY,LSGE,LSGE,LSGE,LSGE
FT MEADE,HHHC,STG,SHYQ,SHYQ,SHYQ,SHYQ
FT MEADE,HHHD,CTY,NVZR,NVZR,NVZR,NVZR
FT MCCLELLAN,HHJL,AIN,BRKR,BRKR,BRKR,BRKR
FT MEADE,HHKD,CTY,GHLN,GHLN,GHLN,GHLN
FT MCNAIR,HHNL,AIN,BXUR,BXUR,BXUR,BXUR
FT MCPHERSON,HHQL,AIN,AQLM,AQLM,AQLM,AQLM
FT MONMOUTH,HHYL,AIN,PTFL,PTFL,PTFL,PTFL
FT MYER,HJCQ,AIN,BXUR,BXUR,BXUR,BXUR
FT ORD,HJMC,AIN,KJGW,KJGW,KJGW,KJGW
FT PIERCE,HJTH,CTY,SXHT,SXHT,SXHT,SXHT
FORT PIERCE,HJTL,PRT,SXHT,SXHT,SXHT,SXHT
FT STEWART,HJUT,CTY,LEXG,LEXG,LEXG,LEXG
FT POLK,HJVH,AIN,GAMH,GAMH,GAMH,GAMH
FT POLK,HJVJ,STG,GAMH,GAMH,GAMH,GAMH
FT RICHARDSON,HJZH,AIN,FXSB,FXSB,FXSB,FXSB
FT RICHARDSON,HJZJ,ADM,FXSB,FXSB,FXSB,FXSB
FT RILEY,HKBN,AIN,GUQE,GUQE,GUQE,GUQE
FT ROSECRANS,HKEN,AIN,RZQH,RZQH,RZQH,RZQH
FT RUCKER,HKFN,AIN,FTEP,FTEP,FTEP,FTEP
FT RUGER,HKGN,AIN,KZTV,KZTV,KZTV,KZTV
FT SAM HOUSTON,HKHN,AIN,MBPB,MBPB,MBPB,MBPB
FT SHAFTER,HKJN,AIN,KZTV,KZTV,KZTV,KZTV
FT SHERIDAN,HKLN,AIN,YAQF,YAQF,YAQF,YAQF
FT SILL,HKNN,AIN,FNWZ,FNWZ,FNWZ,FNWZ
FT SMITH,HKRV,CTY,NKAK,NKAK,NKAK,NKAK
FORT SMITH RGNL,HKRZ,JAP,NKAK,NKAK,NKAK,NKAK
FT SNELLING,HKSZ,AIN,QJKL,QJKL,QJKL,QJKL
FT STEWART,HKUZ,AIN,LEXG,LEXG,LEXG,LEXG
FT STORY,HKVZ,AIN,SBDW,SBDW,SBDW,SBDW
FT THOMAS,HKXZ,AIN,ZHTV,ZHTV,ZHTV,ZHTV
FT TILDEN,HKYZ,DEP,PTFL,PTFL,PTFL,PTFL
FLUSHING,HKZY,RTC,PTFL,PTFL,PTFL,PTFL
FT TOTTEN,HKZZ,AIN,PTFL,PTFL,PTFL,PTFL
FT VALLEY,HLCC,STG,UHHZ,UHHZ,UHHZ,UHHZ
FT WADSWORTH,HLEC,AIN,PTFL,PTFL,PTFL,PTFL
FT WAINWRIGHT,HLED,COM,FXSB,FXSB,FXSB,FXSB
FT WAYNE,HLLL,CTY,CTGC,CTGC,CTGC,CTGC
FT WORTH,HMAZ,CTY,DDPF,DDPF,DDPF,DDPF
FT WORTH,HMBA,NAV,DDPF,DDPF,DDPF,DDPF
FT WORTH,HMBP,STG,DDPF,DDPF,DDPF,DDPF
FUJAIRAH,HMGB,PRT,VGHV,VGHV,VGHV,VGHV
FULTON,HMZW,CTY,MSQB,MSQB,MSQB,MSQB
ANTLERS,HNRN,RTC,WWYK,WWYK,WWYK,WWYK
MATMATA,HNTK,APT,HNTK,HNTK,HNTK,HNTK
GABES,HNTM,CTY,HNTK,HNTK,HNTK,HNTK
GABES,HNTS,PRT,HNTK,HNTK,HNTK,HNTK
GAFSA,HPBF,APT,HNTK,HNTK,HNTK,HNTK
GAINESVILLE,HPKT,CTY,LSGE,LSGE,LSGE,LSGE
GAINESVILLE,HPMW,CTY,FGWB,FGWB,FGWB,FGWB
GALVESTON,HQLH,CTY,BJHZ,BJHZ,BJHZ,BJHZ
GALVESTON,HQLL,PRT,BJHZ,BJHZ,BJHZ,BJHZ
GARDEN CITY,HREQ,CTY,PRQE,PRQE,PRQE,PRQE
GARDEN CITY,HRLU,CTY,PTFL,PTFL,PTFL,PTFL
GARDEN CITY,HRNV,ANX,PTFL,PTFL,PTFL,PTFL
GARLAND,HSKD,AGS,DDPF,DDPF,DDPF,DDPF
GARY,HSUG,CTY,DPNB,DPNB,DPNB,DPNB
GASTONIA,HSWP,CTY,VLSB,VLSB,VLSB,VLSB
GATE CITY,HSYA,CTY,PSXE,PSXE,PSXE,PSXE
GEN B MITCHELL,HTUV,AGS,HTUX,HTUX,HTUX,HTUX
GENERAL MITCHELL,HTUX,JAP,HTUX,HTUX,HTUX,HTUX
GENOVA,HUPR,PRT,ASHE,ASHE,ASHE,ASHE
SOUTHERN CALIFORN,HUUA,MAP,QKJA,QKJA,QKJA,QKJA
GEORGETOWN,HVWA,CTY,FJXT,FJXT,FJXT,FJXT
GEORGETOWN,HVZP,CTY,RDRD,RDRD,RDRD,RDRD
GILA BEND AF AUX,HXCZ,MAP,NUEX,NUEX,NUEX,NUEX
GLASGOW,HYRF,CTY,WEAS,WEAS,WEAS,WEAS
JACKSONVILLE,JAAK,HSP,LSGE,LSGE,LSGE,LSGE
GLENS FALLS,JADW,CTY,JREZ,JREZ,JREZ,JREZ
CHICAGO CGAS,JAFZ,MAP,DPNB,DPNB,DPNB,DPNB
WAYNE EXECUTIVE J,JBUU,APT,VKAG,VKAG,VKAG,VKAG
GOODFELLOW AFB,JCGU,AFD,FNWZ,FNWZ,FNWZ,FNWZ
DJERBA,JEAH,IAP,JEAH,JEAH,JEAH,JEAH
GOWEN FIELD,JEGW,AIN,QYZH,QYZH,QYZH,QYZH
GRAND FORKS AFB,JFSD,MAP,JFSD,JFSD,JFSD,JFSD
GRAND JUNCTION,JGGZ,CTY,TDHV,TDHV,TDHV,TDHV
GRAND RAPIDS,JGMH,CTY,HTUX,HTUX,HTUX,HTUX
FAYETTEVILLE RGNL,JHPM,CAP,TMKH,TMKH,TMKH,TMKH
GRANTS MILAN MUNI,JHVQ,CAP,MHMV,MHMV,MHMV,MHMV
GRAVESEND,JJRP,PRT,ZFKN,ZFKN,ZFKN,ZFKN
GREAT FALLS,JKSB,CTY,NZAS,NZAS,NZAS,NZAS
GREAT FALLS INTL,JKSE,IAP,NZAS,NZAS,NZAS,NZAS
GREAT LAKES,JKWE,CTY,DPNB,DPNB,DPNB,DPNB
GREAT LAKES NAVY,JKWF,HSP,DPNB,DPNB,DPNB,DPNB
GREAT LAKES,JKWG,NYI,DPNB,DPNB,DPNB,DPNB
GREAT LAKES TNG,JKWP,NYI,DPNB,DPNB,DPNB,DPNB
GENERAL DOWNING P,JLQN,JAP,DPNB,DPNB,DPNB,DPNB
PITTSBURGH MONROE,JLSN,AFD,DYCS,DYCS,DYCS,DYCS
PITTSBURGH INTL,JLSS,JAP,DYCS,DYCS,DYCS,DYCS
NEW CASTLE,JLWS,JAP,FJXT,FJXT,FJXT,FJXT
GREEN BAY,JMCZ,PRT,HTUX,HTUX,HTUX,HTUX
GREENSBORO,JNHL,CTY,PNQS,PNQS,PNQS,PNQS
GREENSBORO,JNHQ,CTY,TMKH,TMKH,TMKH,TMKH
GREENSBURG,JNPY,CTY,PJVY,PJVY,PJVY,PJVY
GREENVILLE,JPJE,CTY,VKAG,VKAG,VKAG,VKAG
GREENVILLE,JPNJ,CTY,PSXE,PSXE,PSXE,PSXE
GREENVILLE DOWNTO,JPNN,CAP,PSXE,PSXE,PSXE,PSXE
GREENVILLE SPARTA,JPPK,CAP,VLSB,VLSB,VLSB,VLSB
GREENWOOD,JPXG,CTY,VLSB,VLSB,VLSB,VLSB
GREER,JQCS,CTY,PSXE,PSXE,PSXE,PSXE
MANCHESTER,JQMA,CAP,NNGX,NNGX,NNGX,NNGX
GRIFFISS INTL,JREZ,APT,JREZ,JREZ,JREZ,JREZ
GROTON,JRZT,CTY,YTPM,YTPM,YTPM,YTPM
GROTON,JRZU,STG,YTPM,YTPM,YTPM,YTPM
GUAM PORT,JSSN,RRL,AJJY,AJJY,AJJY,AJJY
GULFPORT,JTUW,CTY,MAHG,MAHG,MAHG,MAHG
GULFPORT,JTUX,NYI,MAHG,MAHG,MAHG,MAHG
GULFPORT BILOXI I,JTVE,JAP,MAHG,MAHG,MAHG,MAHG
GULFPORT      CBC,JTVG,STG,MAHG,MAHG,MAHG,MAHG
GULFPORT,JTVH,PRT,MAHG,MAHG,MAHG,MAHG
MAXWELL GUNTER AF,JUBJ,AFS,BRKR,BRKR,BRKR,BRKR
HADLOCK,JVZQ,CTY,PQWY,PQWY,PQWY,PQWY
HAIFA,JWJY,PRT,CWKW,CWKW,CWKW,CWKW
HAKATA,JWTD,PRT,MEPJ,MEPJ,MEPJ,MEPJ
HALIFAX,JXKM,PRT,NRCH,NRCH,NRCH,NRCH
HALL,JXPJ,AGS,BRKR,BRKR,BRKR,BRKR
HAMBURG,JYPN,PRT,VWLB,VWLB,VWLB,VWLB
HAMILTON,JYVJ,CTY,BRKR,BRKR,BRKR,BRKR
HAMILTON,JZQS,CTY,ZHTV,ZHTV,ZHTV,ZHTV
MCCHORD,JZSU,TNG,GJKZ,GJKZ,GJKZ,GJKZ
HAMMOND,KAFF,COM,MAHG,MAHG,MAHG,MAHG
SYRACUSE HANCOCK,KBHT,JAP,JREZ,JREZ,JREZ,JREZ
HARLINGEN,KDFD,CTY,MBPB,MBPB,MBPB,MBPB
KENNEDY INTRANATI,KEAQ,APT,AQLM,AQLM,AQLM,AQLM
HARRINGTON,KEFP,CTY,FJXT,FJXT,FJXT,FJXT
HARRISBURG,KEMJ,CTY,SHYQ,SHYQ,SHYQ,SHYQ
HARRISON,KERD,AIN,NKAK,NKAK,NKAK,NKAK
HARTFORD,KFDS,CTY,YTPM,YTPM,YTPM,YTPM
HARTFORD,KFKV,CTY,HTUX,HTUX,HTUX,HTUX
HATTIESBURG,KGLC,CTY,MAHG,MAHG,MAHG,MAHG
HAWAII,KHFQ,MSL,LYAX,LYAX,LYAX,LYAX
HAWTHORNE INDUSTR,KHSH,APT,DESR,DESR,DESR,DESR
HAWTHORNE AAP,KHST,AMO,DESR,DESR,DESR,DESR
HAYS,KJER,CTY,PRQE,PRQE,PRQE,PRQE
HAYWARD,KJGR,CTY,KJGW,KJGW,KJGW,KJGW
HAYWARD EXECUTIVE,KJGW,JAP,KJGW,KJGW,KJGW,KJGW
HECTOR INTL,KKGA,IAP,JFSD,JFSD,JFSD,JFSD
HEMPSTEAD,KLKD,CTY,PTFL,PTFL,PTFL,PTFL
HENDERSON,KLSD,CTY,RKMF,RKMF,RKMF,RKMF
HENDERSON,KLUK,CTY,BWKR,BWKR,BWKR,BWKR
HENRY POST AAF,KLZU,MAP,AGGN,AGGN,AGGN,AGGN
HIALEAH,KNJD,CTY,KYJL,KYJL,KYJL,KYJL
JBPH-H HICKAM FLD,KNMD,MAP,KNMD,KNMD,KNMD,KNMD
DMA DPO HICKAM,KNMK,DEP,KZTV,KZTV,KZTV,KZTV
HILL AFB,KRSM,MAP,QYZH,QYZH,QYZH,QYZH
HILL AFB,KRSQ,STG,KRSM,KRSM,KRSM,KRSM
HILLSBORO,KSRM,CTY,JFSD,JFSD,JFSD,JFSD
HOBART,KUHK,CTY,DPNB,DPNB,DPNB,DPNB
HOLLOMAN AFB,KWRD,MAP,BPWZ,BPWZ,BPWZ,BPWZ
ST PAUL DOWNTOWN,KXPD,JAP,QJKL,QJKL,QJKL,QJKL
HOMESTEAD AFB,KYJL,MAP,KYJL,KYJL,KYJL,KYJL
HONG KONG ABERDEE,KZPH,PRT,DVLK,DVLK,DVLK,DVLK
HONOLULU,KZTR,CTY,KNMD,KNMD,KNMD,KNMD
