Rail Use
Time<Day>,Asset Pool<String>,Capacity<Float>,InUse<Float>,Available<Float>,Utilization<Percent>
18.0,ten,315.0,88.0,227.0,0.2793651
19.0,ten,315.0,117.0,198.0,0.37142858
20.0,ten,315.0,131.0,184.0,0.41587302
21.0,ten,315.0,102.0,213.0,0.32380953
22.0,ten,315.0,47.0,268.0,0.14920636
23.0,ten,315.0,36.0,279.0,0.114285715
24.0,ten,315.0,36.0,279.0,0.114285715
25.0,ten,315.0,36.0,279.0,0.114285715
26.0,ten,315.0,42.0,273.0,0.13333334
27.0,ten,315.0,42.0,273.0,0.13333334
28.0,ten,315.0,42.0,273.0,0.13333334
29.0,ten,315.0,39.0,276.0,0.123809524
30.0,ten,315.0,39.0,276.0,0.123809524
31.0,ten,315.0,24.0,291.0,0.07619048
32.0,ten,315.0,12.0,303.0,0.03809524
33.0,ten,315.0,11.0,304.0,0.034920637
34.0,ten,315.0,11.0,304.0,0.034920637
35.0,ten,315.0,11.0,304.0,0.034920637
36.0,ten,315.0,11.0,304.0,0.034920637
37.0,ten,315.0,4.0,311.0,0.012698413
38.0,ten,315.0,4.0,311.0,0.012698413
39.0,ten,315.0,4.0,311.0,0.012698413
40.0,ten,315.0,4.0,311.0,0.012698413
41.0,ten,315.0,4.0,311.0,0.012698413
42.0,ten,315.0,4.0,311.0,0.012698413
43.0,ten,315.0,4.0,311.0,0.012698413
44.0,ten,315.0,2.0,313.0,0.0063492064
45.0,ten,315.0,2.0,313.0,0.0063492064
46.0,ten,315.0,0.0,315.0,0.0
47.0,ten,315.0,0.0,315.0,0.0
48.0,ten,315.0,0.0,315.0,0.0
49.0,ten,315.0,0.0,315.0,0.0
50.0,ten,315.0,0.0,315.0,0.0
51.0,ten,315.0,0.0,315.0,0.0
52.0,ten,315.0,0.0,315.0,0.0
53.0,ten,315.0,0.0,315.0,0.0
54.0,ten,315.0,0.0,315.0,0.0
55.0,ten,315.0,0.0,315.0,0.0
56.0,ten,315.0,0.0,315.0,0.0
57.0,ten,315.0,0.0,315.0,0.0
