KEY,SHAPE_ROW,CountryState,CountryStateCode,Length,LineStyle,LineWidth,LineColor,RoadRate,RoadRateOfMarch,One-way,CivilianTraffic,AvailableMilitary,type,From,To,RoadClass,MSR,DisplayName,Modified,WeightLimit,WidthLimit,HeightLimit,MLCLimit
S58+ 2149-140,140,null,null,59.98,,,,29352.941,42.0,,,,medium road,ints-3069,ints-6086,,,,,,,,
S58+ 2918-4000,4000,null,null,34.21,,,,37952.94,42.0,,,,large road,ints-1070,ints-652,,,,,,,,
S58+-4425,4425,null,null,21.71,,,,37952.94,42.0,,,,large road,ints-652,ints-1622,,,,,,,,
S58-5031,5031,null,null,14.57,,,,37952.94,42.0,,,,large road,ints-1622,ints-3069,,,,,,,,
S61+ 5120-3289,3289,null,null,3.3,,,,29352.941,42.0,,,,medium road,ints-3541,ints-3029,,,,,,,,
S61+ 8979-447,447,null,null,148.34,,,,20576.47,32.0,,,,medium road,ints-3223,ints-594,,,,,,,,
S61+-5550,5550,null,null,5.98,,,,29352.941,42.0,,,,medium road,ints-6468,ints-5852,,,,,,,,
S61-1331,1331,null,null,1.14,,,,29352.941,42.0,,,,medium road,ints-6468,ints-3029,,,,,,,,
S611+-51,51,null,null,0.97,,,,9847.059,35.0,,,,small road,ints-2304,ints-4182,,,,,,,,
S611-1851,1851,null,null,3.66,,,,20576.47,32.0,,,,medium road,ints-5439,ints-6146,,,,,,,,
S619-1134,1134,null,null,4.4,,,,9847.059,35.0,,,,small road,ints-6212,ints-3218,,,,,,,,
S62  P-4137,4137,null,null,1.61,,,,20576.47,32.0,,,,medium road,ints-5916,ints-701,,,,,,,,
S62+ 1393-2457,2457,null,null,17.34,,,,20576.47,32.0,,,,medium road,ints-2246,ints-5283,,,,,,,,
S62+ 4864-1291,1291,null,null,2.0,,,,20576.47,32.0,,,,medium road,ints-64,ints-3497,,,,,,,,
S62+ 4874-3132,3132,null,null,3.51,,,,20576.47,32.0,,,,medium road,ints-1580,ints-64,,,,,,,,
S62+ 4900-6108,6108,null,null,43.8,,,,20576.47,32.0,,,,medium road,ints-1580,ints-5061,,,,,,,,
S62+ 4904-10,10,null,null,1.92,,,,20576.47,32.0,,,,medium road,ints-5061,ints-1581,,,,,,,,
S62+-4070,4070,null,null,20.93,,,,20576.47,32.0,,,,medium road,ints-4529,ints-5283,,,,,,,,
S62-2987,2987,null,null,1.18,,,,20576.47,32.0,,,,medium road,ints-2516,ints-5916,,,,,,,,
S63-5422,5422,null,null,3.83,,,,20576.47,32.0,,,,medium road,ints-4319,ints-1811,,,,,,,,
S641+-2754,2754,null,null,2.05,,,,6917.647,25.0,,,,small road,ints-294,ints-4534,,,,,,,,
S68+-3818,3818,null,null,2.34,,,,10188.235,40.0,,,,small road,geos-HEKQ,ints-5094,,,,,,,,
S68-326,326,null,null,0.07,,,,20576.47,32.0,,,,medium road,ints-770,ints-2548,,,,,,,,
S70 11595-601,601,null,null,5.17,,,,20576.47,32.0,,,,medium road,ints-1707,ints-1228,,,,,,,,
S70-5064,5064,null,null,0.26,,,,20576.47,32.0,,,,medium road,ints-1228,ints-1422,,,,,,,,
S700 11498-4799,4799,null,null,2.75,,,,49717.65,50.0,,,,large road,ints-5695,ints-2970,,,,,,,,
S700 11500-6171,6171,null,null,2.73,,,,49717.65,50.0,,,,large road,ints-4805,ints-2970,,,,,,,,
S700+ 11508-1414,1414,null,null,16.13,,,,49717.65,50.0,,,,large road,ints-2296,ints-4805,,,,,,,,
S700+ 11544-5553,5553,null,null,6.41,,,,38223.53,50.0,,,,large road,ints-2296,ints-1118,,,,,,,,
S700+ 11573-2378,2378,null,null,7.65,,,,49717.65,50.0,,,,large road,ints-1118,ints-3756,,,,,,,,
S700+-1432,1432,null,null,1.65,,,,49717.65,50.0,,,,large road,ints-2462,ints-2681,,,,,,,,
S700-962,962,null,null,1.78,,,,49717.65,50.0,,,,large road,ints-2681,ints-5695,,,,,,,,
S72-1750,1750,null,null,9.15,,,,20576.47,32.0,,,,medium road,ints-497,ints-3541,,,,,,,,
S75 1377-3005,3005,null,null,1.86,,,,29352.941,42.0,,,,medium road,ints-3596,ints-3451,,,,,,,,
S75 1381-3631,3631,null,null,0.3,,,,20576.47,32.0,,,,medium road,ints-3451,ints-1505,,,,,,,,
S75 3165-4354,4354,null,null,0.26,,,,20576.47,32.0,,,,medium road,ints-3451,ints-5418,,,,,,,,
S75+-3018,3018,null,null,2.92,,,,20576.47,32.0,,,,medium road,geos-EMVY,ints-1505,,,,,,,,
S75-2288,2288,null,null,0.34,,,,29352.941,42.0,,,,medium road,ints-3138,ints-3596,,,,,,,,
S750-4158,4158,null,null,0.63,,,,6917.647,25.0,,,,small road,ints-4924,ints-2393,,,,,,,,
S79+-699,699,null,null,0.36,,,,20576.47,32.0,,,,medium road,ints-536,ints-5996,,,,,,,,
S8+ 12194-5613,5613,null,null,1.19,,,,49717.65,50.0,,,,large road,ints-6441,ints-5469,,,,,,,,
S8+-5623,5623,null,null,42.99,,,,37952.94,42.0,,,,large road,ints-863,ints-724,,,,,,,,
S80+ 1307-1729,1729,null,null,0.32,,,,29352.941,42.0,,,,medium road,ints-560,ints-2884,,,,,,,,
S80+-6023,6023,null,null,1.49,,,,29352.941,42.0,,,,medium road,ints-659,ints-2884,,,,,,,,
S80-2672,2672,null,null,0.87,,,,20576.47,32.0,,,,medium road,ints-5059,ints-357,,,,,,,,
S81-1786,1786,null,null,0.67,,,,29352.941,42.0,,,,medium road,ints-445,ints-3507,,,,,,,,
S826+ 4277-2479,2479,null,null,9.0,,,,20576.47,32.0,,,,medium road,ints-3927,ints-487,,,,,,,,
S826+ 4294-355,355,null,null,15.69,,,,20576.47,32.0,,,,medium road,ints-3099,ints-5372,,,,,,,,
S826+-3672,3672,null,null,6.29,,,,20576.47,32.0,,,,medium road,ints-794,ints-487,,,,,,,,
S826-1098,1098,null,null,0.86,,,,20576.47,32.0,,,,medium road,ints-5372,ints-794,,,,,,,,
S83+ 3380-4253,4253,null,null,3.83,,,,29352.941,42.0,,,,medium road,ints-5552,ints-2056,,,,,,,,
S83+ 5067-3751,3751,null,null,44.06,,,,37952.94,42.0,,,,large road,ints-5760,ints-1866,,,,,,,,
S83+-5518,5518,null,null,1.08,,,,29352.941,42.0,,,,medium road,ints-5552,ints-2744,,,,,,,,
S83-4725,4725,null,null,1.05,,,,10188.235,40.0,,,,small road,ints-3029,ints-5760,,,,,,,,
S85 4349-41,41,null,null,0.67,,,,20576.47,32.0,,,,medium road,ints-944,ints-4431,,,,,,,,
S85+ 4334-5809,5809,null,null,8.06,,,,20576.47,32.0,,,,medium road,ints-365,ints-3591,,,,,,,,
S85+ 4340-3669,3669,null,null,0.34,,,,20576.47,32.0,,,,medium road,ints-1680,ints-365,,,,,,,,
S85+ 4346-623,623,null,null,13.9,,,,37952.94,42.0,,,,large road,ints-944,ints-3789,,,,,,,,
S85+-2660,2660,null,null,1.77,,,,20576.47,32.0,,,,medium road,ints-3789,ints-6386,,,,,,,,
S85-649,649,null,null,2.85,,,,20576.47,32.0,,,,medium road,ints-136,ints-3591,,,,,,,,
S86+-3988,3988,null,null,0.94,,,,9847.059,35.0,,,,small road,geos-UAUU,ints-4947,,,,,,,,
S87+-1410,1410,null,null,17.01,,,,10188.235,40.0,,,,small road,ints-6233,ints-2113,,,,,,,,
S876+-4808,4808,null,null,5.26,,,,6376.471,30.0,,,,small road,ints-4734,ints-1090,,,,,,,,
S878+-5174,5174,null,null,1.53,,,,49717.65,50.0,,,,large road,ints-3113,ints-2816,,,,,,,,
S88+ 3367-2559,2559,null,null,0.49,,,,20576.47,32.0,,,,medium road,ints-2630,ints-180,,,,,,,,
S88+-1930,1930,null,null,2.84,,,,20576.47,32.0,,,,medium road,ints-1814,ints-4356,,,,,,,,
S88-2000,2000,null,null,2.61,,,,20576.47,32.0,,,,medium road,ints-1814,ints-180,,,,,,,,
S89+-3266,3266,null,null,4.78,,,,6917.647,25.0,,,,small road,ints-899,ints-2424,,,,,,,,
S9-3323,3323,null,null,36.13,,,,37952.94,42.0,,,,large road,ints-179,ints-5127,,,,,,,,
S90 1148-251,251,null,null,18.9,,,,37952.94,42.0,,,,large road,ints-5115,ints-1750,,,,,,,,
S90 1149-6000,6000,null,null,3.45,,,,37952.94,42.0,,,,large road,ints-3270,ints-5115,,,,,,,,
S90 1150-4050,4050,null,null,5.24,,,,20576.47,32.0,,,,medium road,ints-4518,ints-3270,,,,,,,,
S90 15291-5273,5273,null,null,3.45,,,,37952.94,42.0,,,,large road,ints-3270,ints-5115,,,,,,,,
S90 15292-5677,5677,null,null,5.24,,,,20576.47,32.0,,,,medium road,ints-4518,ints-3270,,,,,,,,
S90-5878,5878,null,null,18.9,,,,37952.94,42.0,,,,large road,ints-5115,ints-1750,,,,,,,,
S91+ 18125-5704,5704,null,null,14.81,,,,37952.94,42.0,,,,large road,ints-615,ints-2619,,,,,,,,
S91+ 4040-417,417,null,null,4.29,,,,29352.941,42.0,,,,medium road,ints-4267,ints-857,,,,,,,,
S91+-2053,2053,null,null,48.48,,,,37952.94,42.0,,,,large road,ints-857,ints-4706,,,,,,,,
S92+ 5780-4717,4717,null,null,2.32,,,,20576.47,32.0,,,,medium road,geos-UJHQ,ints-3511,,,,,,,,
S92+-4541,4541,null,null,3.92,,,,29352.941,42.0,,,,medium road,ints-2087,ints-3511,,,,,,,,
S92-274,274,null,null,0.91,,,,20576.47,32.0,,,,medium road,ints-2772,ints-5878,,,,,,,,
S96+ 6901-2382,2382,null,null,19.52,,,,20576.47,32.0,,,,medium road,ints-129,ints-5779,,,,,,,,
S96+-5866,5866,null,null,14.5,,,,20576.47,32.0,,,,medium road,ints-5549,ints-5315,,,,,,,,
S96-2242,2242,null,null,2.42,,,,9847.059,35.0,,,,small road,ints-5549,ints-37,,,,,,,,
S99 2924-2430,2430,null,null,7.86,,,,37952.94,42.0,,,,large road,ints-2982,ints-4353,,,,,,,,
S99 5128-2099,2099,null,null,0.65,,,,20576.47,32.0,,,,medium road,ints-5059,ints-4924,,,,,,,,
S99 5130-2788,2788,null,null,0.15,,,,20576.47,32.0,,,,medium road,ints-2825,ints-2772,,,,,,,,
S99+ 1617-3261,3261,null,null,57.75,,,,29352.941,42.0,,,,medium road,ints-2699,ints-5106,,,,,,,,
S99+ 2147-4114,4114,null,null,3.73,,,,29352.941,42.0,,,,medium road,ints-6086,ints-3409,,,,,,,,
S99+ 2151-4699,4699,null,null,23.86,,,,29352.941,42.0,,,,medium road,ints-6421,ints-6086,,,,,,,,
S99+ 2163-5346,5346,null,null,9.48,,,,20576.47,32.0,,,,medium road,ints-3409,ints-2982,,,,,,,,
S99+ 2256-4367,4367,null,null,4.9,,,,29352.941,42.0,,,,medium road,ints-5523,ints-2699,,,,,,,,
S99+ 2261-1111,1111,null,null,87.67,,,,29352.941,42.0,,,,medium road,ints-4353,ints-1563,,,,,,,,
S99+ 5068-3033,3033,null,null,8.41,,,,37952.94,42.0,,,,large road,ints-357,ints-1866,,,,,,,,
S99+ 5112-3339,3339,null,null,7.88,,,,29352.941,42.0,,,,medium road,ints-1481,ints-5059,,,,,,,,
S99+-1521,1521,null,null,59.81,,,,29352.941,42.0,,,,medium road,ints-5106,ints-119,,,,,,,,
S99-294,294,null,null,0.62,,,,29352.941,42.0,,,,medium road,ints-1563,ints-5523,,,,,,,,
SA1  A 3861-5737,5737,null,null,2.08,,,,20576.47,32.0,,,,medium road,ints-3109,ints-5132,,,,,,,,
SA1  A-6036,6036,null,null,2.29,,,,6376.471,30.0,,,,small road,ints-3109,ints-113,,,,,,,,
Thelepta-Ferana connect road-240,6476,null,null,2.254,,,,,15.534,,,,medium road,ints-6533,ints-6595,,,,,,,,
Tunisia Road Link - 1-307,6543,null,null,8.57,,,,,15.534,,,,medium road,ints-6622,ints-6583,,,,,,,,
Tunisia Road Link - 10-123,6359,null,null,19.69,,,,,15.534,,,,medium road,ints-6712,ints-6662,,,,,,,,
Tunisia Road Link - 100-133,6369,null,null,2.32,,,,,15.534,,,,medium road,ints-6490,ints-6647,,,,,,,,
Tunisia Road Link - 101-105,6341,null,null,0.76,,,,,15.534,,,,medium road,ints-6639,ints-6490,,,,,,,,
Tunisia Road Link - 102-288,6524,null,null,1.81,,,,,15.534,,,,medium road,ints-6639,ints-6628,,,,,,,,
Tunisia Road Link - 103-214,6450,null,null,0.58,,,,,15.534,,,,medium road,ints-6576,ints-6639,,,,,,,,
Tunisia Road Link - 104-152,6388,null,null,17.02,,,,,15.534,,,,medium road,ints-6483,ints-6638,,,,,,,,
Tunisia Road Link - 105-9,6245,null,null,3.58,,,,,15.534,,,,medium road,ints-6591,ints-6576,,,,,,,,
Tunisia Road Link - 106-299,6535,null,null,6.38,,,,,15.534,,,,medium road,ints-6624,ints-6563,,,,,,,,
Tunisia Road Link - 107-212,6448,null,null,6.2,,,,,15.534,,,,medium road,ints-6563,ints-6636,,,,,,,,
Tunisia Road Link - 108-143,6379,null,null,13.28,,,,,15.534,,,,medium road,ints-6638,ints-6492,,,,,,,,
Tunisia Road Link - 109-53,6289,null,null,6.3,,,,,15.534,,,,medium road,ints-6496,ints-6661,,,,,,,,
Tunisia Road Link - 11-176,6412,null,null,6.07,,,,,15.534,,,,medium road,ints-6662,ints-6669,,,,,,,,
Tunisia Road Link - 110-16,6252,null,null,8.47,,,,,15.534,,,,medium road,ints-6496,ints-6492,,,,,,,,
Tunisia Road Link - 111-100,6336,null,null,13.49,,,,,15.534,,,,medium road,ints-6534,ints-6496,,,,,,,,
Tunisia Road Link - 112-209,6445,null,null,2.04,,,,,15.534,,,,medium road,ints-6489,ints-6496,,,,,,,,
Tunisia Road Link - 113-244,6480,null,null,10.33,,,,,15.534,,,,medium road,ints-6563,ints-6703,,,,,,,,
Tunisia Road Link - 114-27,6263,null,null,15.61,,,,,15.534,,,,medium road,ints-6661,ints-6703,,,,,,,,
Tunisia Road Link - 115-106,6342,null,null,7.19,,,,,15.534,,,,medium road,ints-6474,ints-6692,,,,,,,,
Tunisia Road Link - 116-168,6404,null,null,15.01,,,,,15.534,,,,medium road,ints-6528,ints-6489,,,,,,,,
Tunisia Road Link - 117-238,6474,null,null,11.53,,,,,15.534,,,,medium road,ints-6703,ints-6528,,,,,,,,
Tunisia Road Link - 118-11,6247,null,null,12.97,,,,,15.534,,,,medium road,ints-6539,ints-6489,,,,,,,,
Tunisia Road Link - 119-90,6326,null,null,11.01,,,,,15.534,,,,medium road,ints-6539,ints-6528,,,,,,,,
Tunisia Road Link - 12-262,6498,null,null,4.55,,,,,15.534,,,,medium road,ints-6716,ints-6577,,,,,,,,
Tunisia Road Link - 120-15,6251,null,null,7.7,,,,,15.534,,,,medium road,ints-6692,ints-6701,,,,,,,,
Tunisia Road Link - 121-136,6372,null,null,21.16,,,,,15.534,,,,medium road,ints-6509,ints-6534,,,,,,,,
Tunisia Road Link - 122-167,6403,null,null,8.06,,,,,15.534,,,,medium road,ints-6701,ints-6509,,,,,,,,
Tunisia Road Link - 123-250,6486,null,null,6.66,,,,,15.534,,,,medium road,ints-6531,ints-6518,,,,,,,,
Tunisia Road Link - 124-66,6302,null,null,2.2,,,,,15.534,,,,medium road,ints-6509,ints-6531,,,,,,,,
Tunisia Road Link - 125-144,6380,null,null,10.49,,,,,15.534,,,,medium road,ints-6531,ints-6689,,,,,,,,
Tunisia Road Link - 126-224,6460,null,null,16.39,,,,,15.534,,,,medium road,ints-6621,ints-6547,,,,,,,,
Tunisia Road Link - 127-282,6518,null,null,23.3,,,,,15.534,,,,medium road,ints-6701,ints-6697,,,,,,,,
Tunisia Road Link - 128-59,6295,null,null,12.66,,,,,15.534,,,,medium road,ints-6689,ints-6584,,,,,,,,
Tunisia Road Link - 129-127,6363,null,null,2.0,,,,,15.534,,,,medium road,ints-6697,ints-6584,,,,,,,,
Tunisia Road Link - 13-10,6246,null,null,8.14,,,,,15.534,,,,medium road,ints-6580,ints-6554,,,,,,,,
Tunisia Road Link - 130-96,6332,null,null,7.07,,,,,15.534,,,,medium road,ints-6547,ints-6697,,,,,,,,
Tunisia Road Link - 131-50,6286,null,null,10.09,,,,,15.534,,,,medium road,ints-6547,ints-6545,,,,,,,,
Tunisia Road Link - 132-302,6538,null,null,11.96,,,,,15.534,,,,medium road,ints-6621,ints-6545,,,,,,,,
Tunisia Road Link - 133-213,6449,null,null,10.34,,,,,15.534,,,,medium road,ints-6545,ints-6522,,,,,,,,
Tunisia Road Link - 134-146,6382,null,null,14.56,,,,,15.534,,,,medium road,ints-6584,ints-6677,,,,,,,,
Tunisia Road Link - 135-35,6271,null,null,21.91,,,,,15.534,,,,medium road,ints-6584,ints-6568,,,,,,,,
Tunisia Road Link - 136-233,6469,null,null,17.17,,,,,15.534,,,,medium road,ints-6677,ints-6568,,,,,,,,
Tunisia Road Link - 137-189,6425,null,null,4.51,,,,,15.534,,,,medium road,ints-6568,ints-6587,,,,,,,,
Tunisia Road Link - 138-88,6324,null,null,5.34,,,,,15.534,,,,medium road,ints-6687,ints-6587,,,,,,,,
Tunisia Road Link - 139-24,6260,null,null,7.35,,,,,15.534,,,,medium road,ints-6587,ints-6558,,,,,,,,
Tunisia Road Link - 14-89,6325,null,null,13.66,,,,,15.534,,,,medium road,ints-6577,ints-6554,,,,,,,,
Tunisia Road Link - 140-43,6279,null,null,13.32,,,,,15.534,,,,medium road,ints-6562,ints-6687,,,,,,,,
Tunisia Road Link - 141-55,6291,null,null,21.81,,,,,15.534,,,,medium road,ints-6637,ints-6677,,,,,,,,
Tunisia Road Link - 142-263,6499,null,null,5.28,,,,,15.534,,,,medium road,ints-6637,ints-6715,,,,,,,,
Tunisia Road Link - 143-180,6416,null,null,28.52,,,,,15.534,,,,medium road,ints-6558,ints-6637,,,,,,,,
Tunisia Road Link - 145-23,6259,null,null,3.11,,,,,15.534,,,,medium road,ints-6544,ints-6562,,,,,,,,
Tunisia Road Link - 146-264,6500,null,null,8.51,,,,,15.534,,,,medium road,ints-6687,ints-6544,,,,,,,,
Tunisia Road Link - 147-199,6435,null,null,2.1,,,,,15.534,,,,medium road,ints-6565,ints-6544,,,,,,,,
Tunisia Road Link - 148-125,6361,null,null,8.36,,,,,15.534,,,,medium road,ints-6569,ints-6562,,,,,,,,
Tunisia Road Link - 149-48,6284,null,null,8.28,,,,,15.534,,,,medium road,ints-6565,ints-6569,,,,,,,,
Tunisia Road Link - 15-161,6397,null,null,8.01,,,,,15.534,,,,medium road,ints-6712,ints-6499,,,,,,,,
Tunisia Road Link - 150-151,6387,null,null,13.55,,,,,15.534,,,,medium road,ints-6558,ints-6690,,,,,,,,
Tunisia Road Link - 151-65,6301,null,null,10.77,,,,,15.534,,,,medium road,ints-6690,ints-6565,,,,,,,,
Tunisia Road Link - 152-42,6278,null,null,5.07,,,,,15.534,,,,medium road,ints-6690,ints-6695,,,,,,,,
Tunisia Road Link - 153-137,6373,null,null,5.02,,,,,15.534,,,,medium road,ints-6510,ints-6695,,,,,,,,
Tunisia Road Link - 154-211,6447,null,null,6.932,,,,,15.534,,,,medium road,ints-6614,ints-6720,,,,,,,,
Tunisia Road Link - 154-split-103,6339,null,null,14.548,,,,,15.534,,,,medium road,ints-6614,ints-6569,,,,,,,,
Tunisia Road Link - 155-289,6525,null,null,19.82,,,,,15.534,,,,medium road,ints-6720,ints-6516,,,,,,,,
Tunisia Road Link - 156-73,6309,null,null,12.92,,,,,15.534,,,,medium road,ints-6695,ints-6516,,,,,,,,
Tunisia Road Link - 157-91,6327,null,null,9.44,,,,,15.534,,,,medium road,ints-6494,ints-6516,,,,,,,,
Tunisia Road Link - 158-162,6398,null,null,12.29,,,,,15.534,,,,medium road,ints-6516,ints-6600,,,,,,,,
Tunisia Road Link - 159-236,6472,null,null,14.1,,,,,15.534,,,,medium road,ints-6600,ints-6650,,,,,,,,
Tunisia Road Link - 16-227,6463,null,null,8.11,,,,,15.534,,,,medium road,ints-6491,ints-6662,,,,,,,,
Tunisia Road Link - 160-99,6335,null,null,34.62,,,,,15.534,,,,medium road,ints-6502,ints-6720,,,,,,,,
Tunisia Road Link - 161-286,6522,null,null,11.46,,,,,15.534,,,,medium road,ints-6502,ints-6600,,,,,,,,
Tunisia Road Link - 162-243,6479,null,null,2.67,,,,,15.534,,,,medium road,ints-6670,ints-6627,,,,,,,,
Tunisia Road Link - 163-79,6315,null,null,0.52,,,,,15.534,,,,medium road,ints-6511,geos-VKNP,,,,,,,,
Tunisia Road Link - 164-186,6422,null,null,10.34,,,,,15.534,,,,medium road,ints-6527,ints-6596,,,,,,,,
Tunisia Road Link - 165-248,6484,null,null,23.56,,,,,15.534,,,,medium road,ints-6603,ints-6670,,,,,200.0,,,
Tunisia Road Link - 166-32,6268,null,null,0.67,,,,,15.534,,,,medium road,ints-6658,geos-VKNP,,,,,,,,
Tunisia Road Link - 167-97,6333,null,null,18.13,,,,,15.534,,,,medium road,ints-6680,ints-6670,,,,,,,,
Tunisia Road Link - 168-182,6418,null,null,11.67,,,,,15.534,,,,medium road,ints-6603,ints-6680,,,,,,,,
Tunisia Road Link - 169-270,6506,null,null,15.6,,,,,15.534,,,,medium road,ints-6680,ints-6527,,,,,,,,
Tunisia Road Link - 17-36,6272,null,null,8.59,,,,,15.534,,,,medium road,ints-6554,ints-6541,,,,,,,,
Tunisia Road Link - 170-112,6348,null,null,21.65,,,,,15.534,,,,medium road,ints-6527,ints-6630,,,,,,,,
Tunisia Road Link - 171-279,6515,null,null,4.99,,,,,15.534,,,,medium road,ints-6645,ints-6549,,,,,,,,
Tunisia Road Link - 172-22,6258,null,null,9.31,,,,,15.534,,,,medium road,ints-6549,ints-6630,,,,,,,,
Tunisia Road Link - 173-108,6344,null,null,13.68,,,,,15.534,,,,medium road,ints-6564,ints-6506,,,,,,,,
Tunisia Road Link - 174-266,6502,null,null,4.67,,,,,15.534,,,,medium road,ints-6713,ints-6567,,,,,,,,
Tunisia Road Link - 175-216,6452,null,null,26.04,,,,,15.534,,,,medium road,ints-6559,geos-HNTS,,,,,,,,
Tunisia Road Link - 176-126,6362,null,null,7.63,,,,,15.534,,,,medium road,ints-6559,ints-6681,,,,,,,,
Tunisia Road Link - 177-58,6294,null,null,29.55,,,,,15.534,,,,medium road,ints-6553,ints-6672,,,,,,,,
Tunisia Road Link - 178-295,6531,null,null,10.22,,,,,15.534,,,,medium road,ints-6561,ints-6553,,,,,,,,
Tunisia Road Link - 179-218,6454,null,null,9.01,,,,,15.534,,,,medium road,ints-6672,ints-6655,,,,,,,,
Tunisia Road Link - 18-188,6424,null,null,6.83,,,,,15.534,,,,medium road,ints-6554,ints-6615,,,,,,,,
Tunisia Road Link - 180-77,6313,null,null,18.12,,,,,15.534,,,,medium road,ints-6609,ints-6655,,,,,,,,
Tunisia Road Link - 181-309,6545,null,null,12.38,,,,,15.534,,,,medium road,ints-6578,ints-6561,,,,,,,,
Tunisia Road Link - 182-155,6391,null,null,13.33,,,,,15.534,,,,medium road,ints-6520,ints-6561,,,,,,,,
Tunisia Road Link - 183-69,6305,null,null,5.57,,,,,15.534,,,,medium road,ints-6520,ints-6497,,,,,,,,
Tunisia Road Link - 184-293,6529,null,null,0.25,,,,,15.534,,,,medium road,ints-6644,ints-6497,,,,,,,,
Tunisia Road Link - 185-170,6406,null,null,3.46,,,,,15.534,,,,medium road,ints-6520,ints-6653,,,,,,,,
Tunisia Road Link - 186-93,6329,null,null,0.7,,,,,15.534,,,,medium road,ints-6497,ints-6498,,,,,,,,
Tunisia Road Link - 187-6,6242,null,null,3.68,,,,,15.534,,,,medium road,ints-6498,ints-6520,,,,,,,,
Tunisia Road Link - 188-242,6478,null,null,1.59,,,,,15.534,,,,medium road,ints-6498,ints-6537,,,,,,,,
Tunisia Road Link - 189-174,6410,null,null,0.84,,,,,15.534,,,,medium road,ints-6537,ints-6653,,,,,,,,
Tunisia Road Link - 19-228,6464,null,null,6.89,,,,,15.534,,,,medium road,ints-6705,ints-6499,,,,,,,,
Tunisia Road Link - 190-272,6508,null,null,35.95,,,,,15.534,,,,medium road,ints-6653,ints-6672,,,,,,,,
Tunisia Road Link - 191-194,6430,null,null,0.92,,,,,15.534,,,,medium road,ints-6537,ints-6540,,,,,,,,
Tunisia Road Link - 192-121,6357,null,null,0.57,,,,,15.534,,,,medium road,ints-6653,ints-6540,,,,,,,,
Tunisia Road Link - 193-268,6504,null,null,3.59,,,,,15.534,,,,medium road,ints-6478,ints-6498,,,,,,,,
Tunisia Road Link - 194-260,6496,null,null,3.76,,,,,15.534,,,,medium road,ints-6540,ints-6478,,,,,,,,
Tunisia Road Link - 195-183,6419,null,null,37.55,,,,,15.534,,,,medium road,ints-6634,ints-6644,,,,,,,,
Tunisia Road Link - 196-21,6257,null,null,47.01,,,,,15.534,,,,medium road,ints-6540,ints-6586,,,,,,,,
Tunisia Road Link - 197-254,6490,null,null,30.65,,,,,15.534,,,,medium road,ints-6655,ints-6586,,,,,,,,
Tunisia Road Link - 198-175,6411,null,null,23.33,,,,,15.534,,,,medium road,ints-6633,ints-6644,,,,,,,,
Tunisia Road Link - 199-92,6328,null,null,14.23,,,,,15.534,,,,medium road,ints-6664,ints-6478,,,,,,,,
Tunisia Road Link - 2-225,6461,null,null,0.34,,,,,15.534,,,,medium road,ints-6622,ints-6512,,,,,,,,
Tunisia Road Link - 20-230,6466,null,null,9.87,,,,,15.534,,,,medium road,ints-6491,ints-6605,,,,,,,,
Tunisia Road Link - 200-26,6262,null,null,7.79,,,,,15.534,,,,medium road,ints-6523,ints-6664,,,,,,,,
Tunisia Road Link - 201-198,6434,null,null,54.69,,,,,15.534,,,,medium road,ints-6497,ints-6503,,,,,,,,
Tunisia Road Link - 202-132,6368,null,null,40.8,,,,,15.534,,,,medium road,ints-6664,ints-6503,,,,,,,,
Tunisia Road Link - 203-70,6306,null,null,10.61,,,,,15.534,,,,medium road,ints-6503,ints-6708,,,,,,,,
Tunisia Road Link - 204-271,6507,null,null,23.26,,,,,15.534,,,,medium road,ints-6708,ints-6679,,,,,,,,
Tunisia Road Link - 205-0-74,6310,null,null,16.788,,,,,15.534,,,,medium road,geos-REAG,ints-6671,,,,,,,,
Tunisia Road Link - 205-1-257,6493,null,null,10.962,,,,,15.534,,,,medium road,geos-REAG,ints-6668,,,,,,,,
Tunisia Road Link - 205-split0.000000-308,6544,null,null,,,,,,15.534,,,,medium road,geos-REAG,geos-REAG,,,,,,,,
Tunisia Road Link - 205-split1.000000-297,6533,null,null,,,,,,15.534,,,,medium road,geos-REAG,geos-REAG,,,,,,,,
Tunisia Road Link - 206-107,6343,null,null,27.24,,,,,15.534,,,,medium road,ints-6671,ints-6517,,,,,,,,
Tunisia Road Link - 207-30,6266,null,null,7.04,,,,,15.534,,,,medium road,ints-6517,ints-6706,,,,,,,,
Tunisia Road Link - 208-259,6495,null,null,14.7,,,,,15.534,,,,medium road,ints-6708,ints-6525,,,,,,,,
Tunisia Road Link - 209-222,6458,null,null,5.08,,,,,15.534,,,,medium road,ints-6482,ints-6716,,,,,,,,
Tunisia Road Link - 21-154,6390,null,null,9.18,,,,,15.534,,,,medium road,ints-6550,ints-6605,,,,,,,,
Tunisia Road Link - 210-147,6383,null,null,3.99,,,,,15.534,,,,medium road,ints-6577,ints-6652,,,,,,,,
Tunisia Road Link - 211-237,6473,null,null,1.21,,,,,15.534,,,,medium road,ints-6541,ints-6705,,,,,,,,
Tunisia Road Link - 212-19,6255,null,null,12.08,,,,,15.534,,,,medium road,ints-6647,ints-6682,,,,,,,,
Tunisia Road Link - 213-102,6338,null,null,26.25,,,,,15.534,,,,medium road,ints-6628,ints-6648,,,,,,,,
Tunisia Road Link - 214-184,6420,null,null,8.34,,,,,15.534,,,,medium road,ints-6474,ints-6524,,,,,,,,
