Airport,Day,Enabled,Description,EventPhase,ACType,WorkingMOG,ParkingMOG,HotCargoStatus,Ramp,MOGEquivalent,HoursHome,HoursUpload,HoursEnroute,HoursDownload,HoursRecovery
XGFG,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XGFG,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XHEA,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XHEA,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XHEA,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XHEA,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XHZG,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XHZG,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XHZG,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XHZG,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XJJD,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XJJD,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XJJD,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XJJD,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XLEW,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XLEW,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XLEW,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XLEW,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XLWU,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XLWU,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XLWU,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XLWU,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XNSM,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XNSM,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XNSM,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XNSM,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XQDT,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XQDT,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XQDT,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XQDT,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XTBT,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XTBT,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XTBT,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XTBT,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XTLF,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XTLF,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XTLF,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XTLF,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XUMU,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XUMU,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XUMU,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XUMU,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
XZPR,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
XZPR,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
XZPR,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
XZPR,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YAQF,0,true,,,B-747P,4,4,BOTH,VOLK FIELD -YAQF-MAP-PARKING,1.9,1.5,3,1.5,3,3
YAQF,0,true,,,C-17,4,4,BOTH,VOLK FIELD -YAQF-MAP-PARKING,1,2.25,2.25,2.25,2.25,2.25
YAQF,0,true,,,C-5A,4,4,BOTH,VOLK FIELD -YAQF-MAP-PARKING,3,3.25,3.75,3.25,3.25,3.25
YAQF,0,true,,,KC-10,4,4,BOTH,VOLK FIELD -YAQF-MAP-PARKING,1.2,1.5,5,1.5,3,3
YEQW,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YEQW,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YEQW,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YEQW,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YFXQ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YFXQ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YFXQ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YFXQ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YMGC,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YMGC,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YMGC,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YMGC,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YMXZ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YMXZ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YMXZ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YMXZ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YRLZ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YRLZ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YRLZ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YRLZ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YTPM,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YTPM,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YTPM,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YTPM,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YUAC,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YUAC,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YUAC,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YUAC,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YVEW,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YVEW,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YVEW,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YVEW,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YVGQ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YVGQ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YVGQ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YVGQ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YVPG,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YVPG,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YVPG,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YVPG,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YWHG,0,true,,,B-747P,8,8,BOTH,WHITEMAN AFB -YWHG-MAP-PARKING,1.9,1.5,3,1.5,3,3
YWHG,0,true,,,C-17,8,8,BOTH,WHITEMAN AFB -YWHG-MAP-PARKING,1,2.25,2.25,2.25,2.25,2.25
YWHG,0,true,,,C-5A,8,8,BOTH,WHITEMAN AFB -YWHG-MAP-PARKING,3,3.25,3.75,3.25,3.25,3.25
YWHG,0,true,,,KC-10,8,8,BOTH,WHITEMAN AFB -YWHG-MAP-PARKING,1.2,1.5,5,1.5,3,3
YXKB,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YXKB,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YXKB,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YXKB,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YZEU,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YZEU,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YZEU,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YZEU,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
YZJU,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
YZJU,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
YZJU,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
YZJU,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
ZAWN,0,true,,,B-747P,9,9,BOTH,WILLOW GROVE NAS -ZAWN-MAP-PARKING,1.9,1.5,3,1.5,3,3
ZAWN,0,true,,,C-17,9,9,BOTH,WILLOW GROVE NAS -ZAWN-MAP-PARKING,1,2.25,2.25,2.25,2.25,2.25
ZAWN,0,true,,,C-5A,9,9,BOTH,WILLOW GROVE NAS -ZAWN-MAP-PARKING,3,3.25,3.75,3.25,3.25,3.25
ZAWN,0,true,,,KC-10,9,9,BOTH,WILLOW GROVE NAS -ZAWN-MAP-PARKING,1.2,1.5,5,1.5,3,3
ZFKN,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
ZFKN,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
ZFKN,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
ZFKN,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
ZHAH,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
ZHAH,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
ZHAH,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
ZHAH,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
ZHTV,0,true,,,B-747P,9,9,BOTH,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,1.9,1.5,3,1.5,3,3
ZHTV,0,true,,,C-17,9,9,BOTH,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,1,2.25,2.25,2.25,2.25,2.25
ZHTV,0,true,,,C-5A,9,9,BOTH,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,3,3.25,3.75,3.25,3.25,3.25
ZHTV,0,true,,,KC-10,9,9,BOTH,WRIGHT-PATTERSON -ZHTV-MAP-PARKING,1.2,1.5,5,1.5,3,3
ZJXD,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
ZJXD,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
ZJXD,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
ZJXD,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
ZLJP,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
ZLJP,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
ZLJP,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
ZLJP,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
ZNRE,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
ZNRE,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
ZNRE,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
ZNRE,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
ZQEL,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
ZQEL,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
ZQEL,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
ZQEL,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
ZRCE,0,true,,,B-747P,10,10,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
ZRCE,0,true,,,C-17,10,10,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
ZRCE,0,true,,,C-5A,10,10,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
ZRCE,0,true,,,KC-10,10,10,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
ZRUZ,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
ZRUZ,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
ZRUZ,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
ZRUZ,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
ZRVL,0,true,,,B-747P,4,4,BOTH,RAMP1,1.9,1.5,3,1.5,3,3
ZRVL,0,true,,,C-17,4,4,BOTH,RAMP1,1,2.25,2.25,2.25,2.25,2.25
ZRVL,0,true,,,C-5A,4,4,BOTH,RAMP1,3,3.25,3.75,3.25,3.25,3.25
ZRVL,0,true,,,KC-10,4,4,BOTH,RAMP1,1.2,1.5,5,1.5,3,3
