Utc,Ulc,UtcShortName,Service,AuthPers,Pax,Cbbls,UtcLongName,DeployIndCode,SecurityClass,UtcStatus,OriginatorUic,RecordIndicator,ReferenceDoc,ReplacerUtc,CreateDate,ChangeDate,CancelDate,Configuration
0SMHH,HHC,HHC HVY SEP BDE,A,265,265,0,HHC HVY SEP BDE (MECH),1,U,A,W0ZUFF,,87102L200100,,Aug 30 2000,Jul 21 2003,,7
0SRRR,CO,RIFLE CO INF BN,A,111,111,0,RIFLE CO INF BN (MECH),1,U,A,W0ZUFF,,07247L200100,,Feb 05 2098,Jul 21 2003,,7
0SZZZ,CO,INF CO (TOG),A,137,137,0,INF CO (TOG),1,U,A,W0ZUFF,,07708E000100,,Aug 04 2099,Jul 21 2003,,7
0T4ZZ,HHC,"HHC, INF DIV (M",A,294,294,0,"HHC, INF DIV (MECH)",1,U,A,W0ZUFF,,87004A600100,,Aug 25 2099,Jan 22 2002,,7
0TEBB,HHC,***CANCELLED***,A,106,99082,0,HHC INF (MECH)BDE (XXI),,U,C,W0ZUFF,,,,Feb 23 2099,Aug 25 2099,,7
0TMHH,HHC,HHC HVY SEP BDE,A,403,403,0,HHC HVY SEP BDE (MECH),1,U,A,W0ZUFF,,87102L400100,,Aug 30 2000,Jan 22 2002,,7
0TRRR,CO,E-FOGM CO (LID),A,68,3072,0,E-FOGM CO (LID),,U,C,W0ZUFF,,07348A000100,,Feb 05 2098,Jul 21 2003,,7
0TUTL,NSL,INF FUNCTIONS,A,0,0,0,INFANTRY FUNCTIONS TITULAR,9,U,A,W0ZUFF,,ARMY TITULAR,,Oct 12 2071,Jan 22 2002,,7
0TZZZ,CO,HONOR GUARD CO,A,165,165,0,HONOR GUARD CO,1,U,A,W0ZUFF,,07709E000100,,Aug 04 2099,Jul 21 2003,,7
0U4ZZ,HHC,"HHC, INF DIV (M",A,424,424,0,"HHC, INF DIV (MECH)",1,U,A,W0ZUFF,,87004F200100,,Aug 04 2099,Jul 21 2003,,7
0UMMM,HHC,HHC INF BDE (BC,A,119,2040,0,HHC INF BDE (BCT),,U,C,W0ZUFF,,47102F300100,,Oct 19 2000,Apr 02 2002,,7
0URRR,BDE,SEPARATE INFANT,A,3851,3851,0,SEPARATE INFANTRY BDE,1,U,A,W0ZUFF,,07400L300100,,Feb 05 2098,Jul 21 2003,,7
0UTTT,HHC,HHC ABN DIV BDE,A,75,75,0,HHC ABN DIV BDE,1,U,A,W0ZUFF,,57042L000100,,Feb 05 2098,Jul 21 2003,,7
0UZZZ,CO,INF CO (TOG),A,153,153,0,INF CO (TOG),1,U,A,W0ZUFF,,07710E000100,,Aug 04 2099,Jul 21 2003,,7
0V4ZZ,HHC,"HHC, INF DIV (M",A,329,329,0,"HHC, INF DIV (MECH)",1,U,A,W0ZUFF,,87004L200100,,Aug 25 2099,Jun 04 2001,,7
0VRRR,HHC,HHC SEP INF BDE,A,313,313,0,HHC SEP INF BDE,1,U,A,W0ZUFF,,07402L300100,,Feb 05 2098,Jul 21 2003,,7
0W322,HHC,HHC AIR ASSAULT,A,84,84,0,HHC AIR ASSAULT BRIGADE,1,U,A,W0ZUFF,,67042L000100,,Dec 26 2085,Nov 10 2099,,7
0W4ZZ,HHC,HHC INF (MECH)B,A,109,109,0,HHC INF (MECH)BDE (XXI),1,U,A,W0ZUFF,,87042F200100,,Aug 04 2099,Jul 21 2003,,7
0X322,DIV,LIGHT INFANTRY,A,11611,11611,0,LIGHT INFANTRY DIVISION,1,U,A,W0ZUFF,,77000L000100,,Dec 26 2085,Jan 22 2002,,7
0X4ZZ,HHC,HHC INF DIV (ME,A,90,90,0,HHC INF DIV (MECH) BDE,1,U,A,W0ZUFF,,87042L200100,,Aug 25 2099,Jul 21 2003,,7
0XQ77,CO,"LRS COMPANY, MI",A,159,159,0,LRS COMPANY  MI BN,4,U,A,W0ZUFF,,07457L000100,,Oct 29 2091,Jul 21 2003,,7
0Y444,DET,"LRS DET, MI BN",A,44,44,0,LRS DET MI BN  LIGHT,4,U,A,W0ZUFF,,07109L000100,,Aug 28 2085,Apr 15 2099,,7
0Y4ZZ,HHC,HHC INF DIV (ME,A,92,92,0,HHC INF DIV (MECH) BDE,1,U,A,W0ZUFF,,87042L400100,,Aug 25 2099,Jul 21 2003,,7
0YSNN,BN,INF BN (ABN),A,675,675,0,INF BN  ABN,1,U,A,W0ZUFF,,07035L000100,,Jun 06 2086,Jul 21 2003,,7
0Z322,HHC,HHC LIGHT INFAN,A,271,271,0,HHC LIGHT INFANTRY DIV,1,U,A,W0ZUFF,,77004L000100,,Dec 26 2085,May 02 2001,,7
0ZA77,HHC,"HHC, AIR ASSAUL",A,82,82,0,"HHC, AIR ASSAULT BRIGADE",1,U,A,W0ZUFF,,67042L200100,,Feb 05 2098,Jul 21 2003,,7
0ZT77,DIV,AIRBORNE DIVISI,A,13431,2012,0,AIRBORNE DIVISION,,U,C,W0ZUFF,,57000A000100,,Feb 22 2095,Jan 22 2002,,7
10877,HHS,"HHS, FA BN, 155",A,128,128,0,"HHS, FA BN, 155T (3X6)",1,U,A,W0ZUFF,,06426A100100,,Aug 25 2099,Jul 21 2003,,7
10KHH,DET,JTAGS DETACHMEN,A,22,22,0,JTAGS DETACHMENT,1,U,A,W0ZUFF,,44525A000100,,Aug 30 2000,Jul 21 2003,,7
10UUU,BN,HIMARS BATTALIO,A,397,397,0,HIMARS BATTALION,1,U,A,W0ZUFF,,06465A100100,,Jul 21 2003,Jul 21 2003,,7
10ZZZ,BN,FA BN 155SP SPL,A,682,682,0,FA BN 155SP SPLIT OPS HSB,1,U,A,W0ZUFF,,06375A100100,,Aug 25 2099,Jul 21 2003,,7
112ZZ,BN,"ADA BN, HEAVY D",A,637,637,0,"ADA BN, HEAVY DIVISION",1,U,A,W0ZUFF,,44175A100100,,Aug 25 2099,Jul 21 2003,,7
11322,BN,***CANCELLED***,A,0,99080,0,ADA BN  AIR ASSAULT DIV,,U,C,W0ZUFF,,,,Dec 26 2085,Aug 04 2099,,7
11777,HHB,***CANCELLED***,A,0,99080,0,HHB FA BN 105MM T (AASLT),,U,C,W0ZUFF,,,,Feb 05 2098,Aug 04 2099,,7
11BBB,BN,FA BN MLRS 3X6,A,517,517,0,MLRS BN FORCE XXI DIVARTY,1,U,A,W0ZUFF,,06395F000100,,Feb 23 2099,Jul 21 2003,,7
11HHH,TM,1 WLRS (TPQ-36),A,6,6,0,1 WLRS (TPQ-36) TEAM,1,U,A,W0ZUFF,,06500FB00100,,Aug 30 2000,Jan 22 2002,,7
11JJJ,BTY,FA BTRY 155SP (,A,93,93,0,FA BTRY 155SP (1X6) PLT OP,1,U,A,W0ZUFF,,06367A000100,,Jul 21 2003,Jul 21 2003,,7
11RRR,BTY,ADA BTRY SIB,A,122,122,0,ADA BTRY SIB,1,U,A,W0ZUFF,,44433A300100,,Feb 05 2098,Jul 21 2003,,7
11UNN,BN,FA BATTALION ML,A,460,460,0,FA BATTALION MLRS,1,U,A,W0ZUFF,,06465L000100,,Sep 24 2086,Jul 19 2002,,7
11UTT,BTY,***CANCELLED***,A,0,61,0,SVC BTRY 155SP HVY DIV,,U,C,W0ZUFF,,,,Mar 18 2086,Jun 12 2000,,7
122ZZ,BTY,ADA BATTERY (24,A,125,125,0,ADA BATTERY (24 AV/10 MPAD,1,U,A,W0ZUFF,,44178A100100,,Aug 25 2099,Jul 21 2003,,7
12422,HHB,***CANCELLED***,A,0,61,0,HHB ADA BN  AASLT,,U,C,W0ZUFF,,,,Dec 26 2085,Jun 12 2000,,7
12766,BTY,FA BATTERY  155,A,122,2012,0,FA BATTERY  155MM SP,,U,C,W0ZUFF,,06377J400100,,Sep 30 2084,Jan 22 2002,,7
12777,BTY,FA BTRY 105MM T,A,70,2012,0,FA BTRY 105MM T (AASLT),,U,C,W0ZUFF,,06707L100100,,Feb 05 2098,Jan 22 2002,,7
12A66,HHB,***CANCELLED***,A,0,61,0,HHB DIV ARTY HVY DIV,,U,C,W0ZUFF,,,,Sep 30 2084,Jun 12 2000,,7
12BBB,HHS,HHS FA BN MLRS,A,162,162,0,HHS FA BN MLRS HEAVY DIV,1,U,A,W0ZUFF,,06396F000100,,Feb 23 2099,Jul 21 2003,,7
12HHH,TM,1 WLRS (TPQ-37),A,12,12,0,1 WLRS (TPQ-37) TEAM,1,U,A,W0ZUFF,,06500FC00100,,Aug 30 2000,Jan 22 2002,,7
12JJJ,BTY,***CANCELLED***,A,0,99080,0,FA BTRY MLRS,,U,C,W0ZUFF,,,,Nov 09 2082,Aug 04 2099,,7
12M66,BTY,***CANCELLED***,A,0,99080,0,RADAR SECT ADA BTRY HAWK,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 04 2099,,7
12S77,BN,"ADA BN, LT INF",A,343,343,0,ADA BN  LT INF DIV,1,U,A,W0ZUFF,,44115L300100,,May 18 2094,Jan 22 2002,,7
12UNN,HHS,HHS FA BN MLRS,A,112,112,0,HHS BTRY MLRS BN,1,U,A,W0ZUFF,,06466L000100,,Sep 24 2086,Jul 19 2002,,7
13333,BTY,***CANCELLED***,A,0,83,0,ADA BTRY PATRIOT,,U,C,W0ZUFF,,,,Jan 27 2082,Aug 30 2000,,7
13422,BTY,***CANCELLED***,A,0,99080,0,ADA BTRY VUL MPDS  AASLT,,U,C,W0ZUFF,,,,Dec 26 2085,Aug 04 2099,,7
13777,BTY,***CANCELLED***,A,0,99080,0,FA BTRY 105MM T (AASLT),,U,C,W0ZUFF,,,,Feb 05 2098,Aug 04 2099,,7
13A77,BN,***CANCELLED***,A,0,99080,0,FA BN 105MM T AA  SE,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 04 2099,,7
13BBB,BTY,***CANCELLED***,A,0,99082,0,FA BTRY FA BN MLRS HVY DIV,,U,C,W0ZUFF,,,,Feb 23 2099,Aug 25 2099,,7
13HHH,TM,METEOROLOGICAL,A,6,6,0,METEOROLOGICAL TEAM,1,U,A,W0ZUFF,,06500FD00100,,Aug 30 2000,Jan 22 2002,,7
13JJJ,BTY,SVC BTRY 155SP,A,120,120,0,SVC BTRY 155SP PLT OPS HD,1,U,A,W0ZUFF,,06369A000100,,Jul 21 2003,Jul 21 2003,,7
13M66,TM,***CANCELLED***,A,0,99080,0,ACR CELLULAR DETACHMENT,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 04 2099,,7
13UNN,BTY,FA BTRY FA BN M,A,116,116,0,FA BTRY MLRS,1,U,A,W0ZUFF,,06467L000100,,Sep 24 2086,Jul 19 2002,,7
14333,HHB,***CANCELLED***,A,0,61,0,HHB ADA BN PATRIOT,,U,C,W0ZUFF,,,,Jan 27 2082,Jun 12 2000,,7
14422,HHB,HHB ADA BRIGADE,A,169,169,0,HHB ADA BRIGADE HVY CORPS,1,U,A,W0ZUFF,,44412L000100,,Dec 26 2085,Nov 10 2099,,7
14444,BTY,FA BTRY ACR (1X,A,125,125,0,FA BTRY ACR  1X6,1,U,A,W0ZUFF,,06037L100100,,Aug 28 2085,Dec 23 2099,,7
14544,BTY,ADA BTRY CHAP,A,96,112,0,ADA BTRY  CHAPARRAL  SP,1,U,A,W0ZUFF,,44447L000100,,Aug 28 2085,Feb 23 2099,,7
14777,PLT,HHB FA BN 155SP,A,185,185,0,HHB FA BN 155SP PLT OPS HD,1,U,A,W0ZUFF,,06366A100100,,Aug 25 2099,Jul 21 2003,,7
14BBB,BTY,TAB FA BN MLRS,A,73,73,0,TAB FA BN MLRS HEAVY DIV,1,U,A,W0ZUFF,,06399F000100,,Feb 23 2099,Jul 21 2003,,7
14C77,HHB,"HHB, CORPS ARTI",A,217,217,0,HHB  CORPS ARTILLERY,1,U,A,W0ZUFF,,06403L000100,,Nov 06 2089,Jul 21 2003,,7
14HHH,TM,SURVEY SECTION,A,4,4,0,SURVEY SECTION TEAM,1,U,A,W0ZUFF,,06500FE00100,,Aug 30 2000,Jan 22 2002,,7
14JJJ,TM,TGT ACQ HQ TEAM,A,3,3,0,TGT ACQ HQ TEAM,1,U,A,W0ZUFF,,06530FA00100,,Jul 21 2003,Jul 21 2003,,7
14M66,PLT,***CANCELLED***,A,0,99080,0,STINGER PLT CELL ACR HSB,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 04 2099,,7
14SNN,HHB,HHB DIVARTY (AB,A,118,118,0,HHB DIVARTY  ABN,1,U,A,W0ZUFF,,06202L000100,,Sep 24 2086,Jul 21 2003,,7
14UTT,BN,***CANCELLED***,A,0,83,0,FA BN 155MM SP  HSB  AOE,,U,C,W0ZUFF,,,,Mar 18 2086,Aug 30 2000,,7
151TT,HSB,***CANCELLED***,A,0,99080,0,HHS BTRY MLRS BN,,U,C,W0ZUFF,,,,May 18 2083,Aug 04 2099,,7
15333,BN,***CANCELLED***,A,0,99080,0,ADA BN PATRIOT,,U,C,W0ZUFF,,,,Jan 27 2082,Aug 04 2099,,7
15777,PLT,HHB FA BN 155SP,A,204,204,0,HHB FA BN 155SP PLT OPS HD,1,U,A,W0ZUFF,,06366A200100,,Aug 25 2099,Jul 21 2003,,7
15JJJ,TM,1 WLRS (TPQ-36),A,5,5,0,1 WLRS (TPQ-36) TEAM,1,U,A,W0ZUFF,,06530FB00100,,Jul 21 2003,Jul 21 2003,,7
15M66,PLT,***CANCELLED***,A,0,99080,0,PMS CELL PLT ACR HSB,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 04 2099,,7
15M77,BTY,FA BTRY ACR (1X,A,162,162,0,FA BTRY ACR  1X8,1,U,A,W0ZUFF,,06037L200100,,Oct 29 2091,Apr 15 2099,,7
15P77,DAY,HEAVY DIVARTY (,A,1808,1808,0,HEAVY DIVARTY  2ID,1,U,A,W0ZUFF,,06300L300100,,Feb 22 2095,Jul 19 2002,,7
15SNN,HHS,HHS FA BN 105MM,A,248,248,0,HHS FA BN 105MM T  ABN,1,U,A,W0ZUFF,,06206L000100,,Sep 24 2086,Jul 21 2003,,7
15VVV,HHB,***CANCELLED***,A,0,61,0,HHB ADA BN LID,,U,C,W0ZUFF,,,,May 20 2085,Jun 12 2000,,7
15ZZZ,BTY,155SP BTRY 1X6,A,141,141,0,155SP BTRY 1X6 PLT OPS ACR,1,U,A,W0ZUFF,,06037A000100,,Aug 25 2099,Jul 21 2003,,7
16422,BN,***CANCELLED***,A,0,83,0,ADA BN HAWK CORPS,,U,C,W0ZUFF,,,,Dec 26 2085,Aug 30 2000,,7
16777,BTY,SVC BTRY 155SP,A,156,156,0,SVC BTRY 155SP PLT OPS HD,1,U,A,W0ZUFF,,06369A100100,,Aug 25 2099,Jul 19 2002,,7
16A66,HHB,***CANCELLED***,A,0,61,0,HHB  FA BN  155 SP SEP BD,,U,C,W0ZUFF,,,,Sep 30 2084,Jun 12 2000,,7
16JJJ,TM,1 WLRS (TPQ-37),A,12,12,0,1 WLRS (TPQ-37) TEAM,1,U,A,W0ZUFF,,06530FC00100,,Jul 21 2003,Jul 21 2003,,7
16N66,HHB,***CANCELLED***,A,0,99080,0,HHB ADA BDE  EAC  TSQ 73,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 04 2099,,7
16SNN,BTY,FA BTRY 105MM T,A,67,67,0,FA BTRY 105MM T  ABN,1,U,A,W0ZUFF,,06207L000100,,Sep 24 2086,Jul 21 2003,,7
16VTT,HHB,HHB  ADCOM  TA,A,353,353,0,HHB  ADCOM  TA,1,U,A,W0ZUFF,,44601L000100,,Mar 18 2086,Nov 10 2099,,7
16WVV,BN,FA BN 155 SP HV,A,633,633,0,FA BN 155 SP HVY DIV,1,U,A,W0ZUFF,,06365L400100,,Mar 02 2087,Jul 19 2002,,7
16ZZZ,BTY,***CANCELLED***,A,0,83,0,FA BTRY 105MM T ABN/SETAF,,U,C,W0ZUFF,,,,Aug 04 2099,May 03 2001,,7
17877,BDE,III CORPS ARTIL,A,7573,7573,0,III CORPS ARTILLERY,1,U,A,W0ZUFF,,06400L000100,,Aug 25 2099,Jan 22 2002,,7
17JJJ,TM,METEOROLOGICAL,A,6,6,0,METEOROLOGICAL TEAM,1,U,A,W0ZUFF,,06530FD00100,,Jul 21 2003,Jul 21 2003,,7
17Q77,BN,***CANCELLED***,A,0,83,0,FA BN 155MM SP  HSB  AOE,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 30 2000,,7
17WVV,BN,FA BN 155 SP HV,A,702,702,0,FA BN 155 SP HVY DIV,1,U,A,W0ZUFF,,06365L500100,,Mar 02 2087,Apr 15 2099,,7
17ZZZ,BTY,FA BTRY 105MM T,A,114,114,0,FA BTRY 105MM T ABN/SETAF,1,U,A,W0ZUFF,,06217E000100,,Aug 04 2099,Jul 21 2003,,7
18877,BN,FA BN 155M TOWE,A,473,473,0,FA BN 155M TOWED (3X6),1,U,A,W0ZUFF,,06425A100100,,Aug 25 2099,Jul 21 2003,,7
18JJJ,TM,SURVEY SECTION,A,2,2,0,SURVEY SECTION TEAM,1,U,A,W0ZUFF,,06530FE00100,,Jul 21 2003,Jul 21 2003,,7
18ZZZ,DAY,AR DIVARTY,A,2511,2511,0,AR DIVARTY,1,U,A,W0ZUFF,,06300A300100,,Aug 25 2099,Jul 21 2003,,7
19877,BN,FA BN 155MM T (,A,463,463,0,FA BN 155MM T (ABN) (3X6),1,U,A,W0ZUFF,,06425A200100,,Aug 25 2099,Jul 21 2003,,7
19UUU,BN,A BN 155 SP HVY,A,609,0,0,A BN 155 SP HVY DIV (3X6),1,U,A,W0ZUFF,V,06365L30010C,,Jul 21 2003,Jul 21 2003,,7
19ZZZ,DAY,MECH DIVARTY,A,2530,2071,0,MECH DIVARTY,,U,C,W0ZUFF,,06300A400100,,Aug 25 2099,Jul 21 2003,,7
1A422,HHB,***CANCELLED***,A,0,83,0,HHB ADA BN HAWK  CORPS,,U,C,W0ZUFF,,,,Dec 26 2085,Aug 30 2000,,7
1A444,BTY,"FA BTRY,155MM T",A,141,141,0,FA BTRY 155MM T LT INF DI,1,U,A,W0ZUFF,,06107L000100,,Aug 28 2085,Jul 19 2002,,7
1A633,HHB,HHB FA BN 155SP,A,193,193,0," HB, FA BN, 155MM SP",1,U,A,W0ZUFF,,06366L400100,,Dec 04 2086,Jul 19 2002,,7
1A766,CO,***CANCELLED***,A,0,98020,0,ORD CO AMMO PLS MOADS CSA,,U,C,W0ZUFF,,,,Dec 04 2087,Feb 19 2098,,7
1A877,HHS,"HHS, FA BN,155T",A,121,121,0,"HHS, FA BN,155T(3X6) ABN",1,U,A,W0ZUFF,,06426A200100,,Aug 25 2099,Jul 21 2003,,7
1AAAL,HHB,HHB  FA BN  LAN,A,119,119,0,HHB  FA BN  LANCE,1,U,A,W0Z2AA,,06596H400100,,Oct 21 2074,Mar 11 2092,,7
1AAAM,BTY,***CANCELLED***,A,0,99080,0,FA BTRY  FA BN  LANCE,,U,C,W0Z2AA,,,,Aug 20 2074,Aug 04 2099,,7
1AAEX,HHB,***CANCELLED***,A,0,61,0,"HHB, CORPS ARTILLERY",,U,C,W0Z2AA,,,,Nov 14 2073,Jun 12 2000,,7
1AD77,BN,***CANCELLED***,A,0,61,0,ADA BN  STINGER,,U,C,W0ZUFF,,,,Jun 27 2088,Jun 12 2000,,7
1ADBB,BN,"ADA BN, LT INF",A,369,369,0,"ADA BN, LT INF DIV",1,U,A,W0ZUFF,,44115A000100,,Feb 23 2099,Jul 21 2003,,7
1AKHH,DET,DETACHMENT HQS,A,4,4,0,DETACHMENT HQS JTAGS,1,U,A,W0ZUFF,,44526A000100,,Aug 30 2000,Jul 21 2003,,7
1AQ77,TM,***CANCELLED***,A,0,83,0,D A LID ARCTIC SPT AUG DET,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 30 2000,,7
1AUGU,NSL,ARTY AUG,A,0,0,0,AUG TO TOE TYPE UNITS ARTILLERY,9,U,A,W0ZUFF,,ARMY TDA,,Jun 22 2071,Jun 22 2071,,7
1AUUU,HHS,HHS HIMARS BATT,A,121,121,0,HHS HIMARS BATTALION,1,U,A,W0ZUFF,,06466A100100,,Jul 21 2003,Jul 21 2003,,7
1AWVV,BN,***CANCELLED***,A,0,61,0,FA BN 155 SP HVY DIV,,U,C,W0ZUFF,,,,Mar 02 2087,Jun 12 2000,,7
1AZZZ,BN,FA BN 155SP SPL,A,706,706,0,FA BN 155SP SPLIT OPS HSB,1,U,A,W0ZUFF,,06375A200100,,Aug 25 2099,Jul 21 2003,,7
1B633,HHB,HHB FA BN 155SP,A,237,237,0,"HHB, FA BN, 155MM SP",1,U,A,W0ZUFF,,06366L500100,,Dec 04 2086,Apr 15 2099,,7
1B877,BTY,"FA BTRY, FA BN,",A,115,115,0,"FA BTRY, FA BN, 155T (3X6)",1,U,A,W0ZUFF,,06427A100100,,Aug 25 2099,Jul 21 2003,,7
1BEBB,HHB,HHB ADA BN LID,A,153,153,0,HHB ADA BN LID,1,U,A,W0ZUFF,,44116A000100,,Feb 23 2099,Jul 21 2003,,7
1BKHH,SEC,JTAGS SECTION,A,9,9,0,JTAGS SECTION,1,U,A,W0ZUFF,,44527A000100,,Aug 30 2000,Jul 21 2003,,7
1BQ77,DAY,"DIV ARTILLERY,A",A,1456,1456,0,DIV ARTILLERY AIR ASLT AOE,1,U,A,W0ZUFF,,06700L000100,,Jul 28 2095,Jul 21 2003,,7
1BZZZ,PLT,HHB FA BN 155SP,A,240,240,0,HHB FA BN 155SP PLT OP HSB,1,U,A,W0ZUFF,,06376A100100,,Aug 25 2099,Jul 21 2003,,7
1C422,BTY,***CANCELLED***,A,0,83,0,ADA BTRY  HAWK  CORPS,,U,C,W0ZUFF,,,,Dec 26 2085,Aug 30 2000,,7
1C633,HHB,***CANCELLED***,A,0,99080,0,"HHB, FA BN, 155MM SP",,U,C,W0ZUFF,,,,Dec 04 2086,Aug 04 2099,,7
1C777,PLT,"155T, BTY 1X6 P",A,137,137,0,"155T, BTY 1X6 PLT OPS ACR",1,U,A,W0ZUFF,,06017A000100,,Aug 25 2099,Jul 21 2003,,7
1C877,BTY,"FA BTRY,FA BN,1",A,114,114,0,"FA BTRY,FA BN,155T(3X6)ABN",1,U,A,W0ZUFF,,06427A200100,,Aug 25 2099,Jul 21 2003,,7
1CCCC,BN,FA BN 155 SP HV,A,609,3072,0,FA BN 155 SP HVY DIV (3X6),,U,C,W0ZUFF,,06365L30010,,Jul 19 2002,Jul 21 2003,,7
1CEBB,BTY,ADA BTRY AVGR/M,A,72,72,0,ADA BTRY AVGR/MPADS,1,U,A,W0ZUFF,,44117A000100,,Feb 23 2099,Jul 21 2003,,7
1CELL,NSL,ART CELL,A,0,0,0,CELLULAR TOE UNIT ARTILLERY,9,U,A,W0ZUFF,,ARMY TDA,,Jun 22 2071,Jun 22 2071,,7
1CWVV,BTY,SVC BTRY 155SP,A,170,170,0,"SVC BTRY, FA BN, 155MM SP",1,U,A,W0ZUFF,,06369L200100,,Mar 02 2087,Jul 19 2002,,7
1CZVV,BN,***CANCELLED***,A,0,99080,0,ADA BN  STINGER,,U,C,W0ZUFF,,,,Mar 02 2087,Aug 04 2099,,7
1CZZZ,PLT,HHB FA BN 155SP,A,264,264,0,HHB FA BN 155SP PLT OP HSB,1,U,A,W0ZUFF,,06376A200100,,Aug 25 2099,Jul 21 2003,,7
1D322,HHB,***CANCELLED***,A,0,61,0,HHB  FA BN 155MM SP,,U,C,W0ZUFF,,,,Dec 26 2085,Jun 12 2000,,7
1D633,BTY,FA BTRY 155SP H,A,115,115,0,FA BTRY 155SP HVY DIV,1,U,A,W0ZUFF,,06367L200100,,Dec 04 2086,Jul 19 2002,,7
1D766,CO,***CANCELLED***,A,0,98020,0,ORD CO  AMMO  MOADS  DS,,U,C,W0ZUFF,,,,Dec 04 2087,Feb 19 2098,,7
1D777,BTY,***CANCELLED***,A,0,99080,0,155SP BTRY 1X6 PLT OPS ACR,,U,C,W0ZUFF,,,,Feb 05 2098,Aug 04 2099,,7
1D877,BN,FA BN 155SP SPL,A,492,492,0,FA BN 155SP SPLIT OPS CA,1,U,A,W0ZUFF,,06455A000100,,Aug 25 2099,Jul 21 2003,,7
1DAHE,BN,***CANCELLED***,A,0,61,0,"FLD ARTY BN, 105MM, TOWED",,U,C,W0Z2AA,,,,Sep 04 2075,Jun 12 2000,,7
1DEBB,BN,"ADA BN, HVY DIV",A,613,613,0,"ADA BN, HVY DIV (FORCE XXI",1,U,A,W0ZUFF,,44175F000100,,Feb 23 2099,Jul 21 2003,,7
1DFEE,BN,FA BN 105MM (SI,A,446,446,0,FA BN 105MM  SIB,1,U,A,W0ZUFF,,06185L000100,,Jun 15 2087,Jul 21 2003,,7
1DTDB,HHB,HHB  FA BN  8 I,A,113,113,0,HHB  FA BN  8 INCH SP,1,U,A,W0Z2AA,,06446H100100,,Nov 14 2073,Mar 11 2092,,7
1DTEA,BTY,***CANCELLED***,A,0,99080,0,FA BTRY  FA BN 8 IN SP,,U,C,W0Z2AA,,,,Nov 14 2073,Aug 04 2099,,7
1DTFA,BTY,SVC BTRY  FA BN,A,85,85,0,SVC BTRY  FA BN  8IN,1,U,A,W0Z2AA,,06449H100100,,Nov 14 2073,Mar 11 2092,,7
1DZVV,HHB,***CANCELLED***,A,0,99080,0,HHB ADA BN  MISSILE,,U,C,W0ZUFF,,,,Mar 02 2087,Aug 04 2099,,7
1DZZZ,BTY,FA BTRY 155SP (,A,104,104,0,FA BTRY 155SP (1X6) PLT OP,1,U,A,W0ZUFF,,06377A000100,,Aug 25 2099,Jul 21 2003,,7
1E322,HHB,***CANCELLED***,A,0,83,0,HHB  FA BN  155MM SP  3X8,,U,C,W0ZUFF,,,,Dec 26 2085,Aug 30 2000,,7
1E777,DAY,DIVISION ARTILL,A,1541,1541,0,"DIVISION ARTILLERY, LT DIV",1,U,A,W0ZUFF,,06100A000100,,Aug 25 2099,Jul 21 2003,,7
1E877,PLT,HHB FA BN 155SP,A,111,111,0,HHB FA BN 155SP PLT OPS CA,1,U,A,W0ZUFF,,06456A000100,,Aug 25 2099,Jul 21 2003,,7
1EBGC,BTY,***CANCELLED***,A,0,61,0,FA BTRY  105MM T  FA BN,,U,C,W0Z2AA,,,,Nov 14 2073,Jun 12 2000,,7
1ECFC,HHB,HHB  155 T 8 IN,A,175,175,0,HHB  155 T 8 IN SP  FA BN,1,U,A,W0Z2AA,,06166H000100,,Nov 14 2073,Mar 11 2092,,7
1ECFE,BTY,FA BTRY  155MM,A,93,93,0,FA BTRY  155MM T  FA BN,1,U,A,W0Z2AA,,06167H000100,,Nov 14 2073,Mar 11 2092,,7
1ED77,BN,***CANCELLED***,A,0,99080,0,ADA BN AA DIV  SE,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 04 2099,,7
1EEBB,HHB,HHB ADA BN (HVY,A,167,167,0,HHB ADA BN (HVY DIV),1,U,A,W0ZUFF,,44176F000100,,Feb 23 2099,Jul 21 2003,,7
1EGEE,HHS,HHS FA BN 105MM,A,245,245,0,HHS FA BN 105MM  SIB,1,U,A,W0ZUFF,,06186L000100,,Jun 15 2087,Jul 21 2003,,7
1EHAA,BTY,***CANCELLED***,A,0,61,0,FA BTRY  155MM SP  ACS,,U,C,W0Z2AA,,,,Nov 14 2073,Jun 12 2000,,7
1EHEE,HHB,***CANCELLED***,A,0,61,0,"HHB, FA BDE W/O TACFIRE",,U,C,W0ZUFF,,,,Jun 15 2087,Jun 12 2000,,7
1EL77,BN,"ADA BN, INF DIV",A,419,419,0,ADA BN  INF DIV  LIGHT,1,U,A,W0ZUFF,,44115L200100,,May 03 2090,Jul 21 2003,,7
1EUTT,BTY,FA BTRY MLRS,A,126,126,0,FA BTRY MLRS,1,U,A,W0ZUFF,,06398L000100,,Mar 18 2086,Jul 21 2003,,7
