Utc,Ulc,UtcShortName,Service,AuthPers,Pax,Cbbls,UtcLongName,DeployIndCode,SecurityClass,UtcStatus,OriginatorUic,RecordIndicator,ReferenceDoc,ReplacerUtc,CreateDate,ChangeDate,CancelDate,Configuration
MDSVX,NSL,DSV,N,14,14,0,DEEP SUBMERGENCE VEHICLE,1,U,A,N00011,,NWP 11-1,,Jul 19 2090,Feb 23 2093,,7
MDY39,DET,MALS 39 FOSP,M,1,0,0,MALS 39 FOSP,1,U,A,M54000,V, NOT APPLICABLE,,Apr 18 2096,,,7
MLC30,CGC,65 FT WLI,P,15,0,0,65 FT WLI-BOUY TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MLC40,CGC,100 FT WLIC,P,15,0,0,100 FT WLIC-CONSTRUCT TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MLC50,CGC,65 FT WLR,P,13,0,0,65 FT WLR-BOUY TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MLC90,CGC,100 FT WLI,P,15,0,0,100 FT WLI-BOUY TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MLD30,CGC,75 FT WLIC,P,13,0,0,75 FT WLIC-CONSTRUCT TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MLD40,CGC,160 FT WLIC,P,15,0,0,160 FT WLIC-CONSTRUCT TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MLD50,CGC,75 FT WLR,P,13,0,0,75 FT WLR-BOUY TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MLD80,CGC,115 FT WLR,P,22,0,0,115 FT WLR-BOUY TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MMPSP,MSC,MARITIME PREPRO,N,28,0,0,MARITIME PREPOSITIONING SHIP PROGRAM,5,U,A,N00011,,NWP 11-2,,Jan 09 2087,Sep 29 2088,,7
MN0AA,ACT,NOAA SHIP,N,40,0,0,NATIONAL OCEANOGRAPHIC/ATMOSPHERE ADMIN SHIP,1,U,A,N00011,,NWP 11-2,,Jan 09 2087,Mar 20 2089,,7
MS0GA,MSC,TAOG MSC GAS TK,N,29,0,0,TAOG-GASOLINE TANKER (MSC),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Dec 17 2086,,7
MS0RA,MSC,TAGOR OCEAN RES,N,49,0,0,TAGOR OCEANO RESEARCH (MSC),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Sep 29 2088,,7
MS0TA,MSC,TAOT MSC TRANSP,N,22,0,0,TAOT MSC TRANSPORT TANKER,5,U,A,N00033,,NWP 11-2,,Apr 09 2082,Sep 29 2088,,7
MSA01,MSC,***CANCELLED***,N,0,98021,0,TAO OILER MSC (CLASS 105),,U,C,N00011,,,,Dec 17 2086,Feb 11 2098,,7
MSA02,MSC,***CANCELLED***,N,0,98021,0,TAO OILER MSC (CLASS 143),,U,C,N00011,,,,Dec 17 2086,Feb 11 2098,,7
MSA03,MSC,TAO OILER C187,N,119,0,0,TAO OILER MSC (CLASS 187),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Sep 29 2088,,7
MSA0A,MSC,TAO-TANKER (MSC,N,22,0,0,TAO-TANKER (MSC),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Sep 29 2088,,7
MSAEA,MSC,TAE-AMMO SHIP,N,190,0,0,TAE-AMMUNITION SHIP(MSC),5,U,A,N00033,,NWP 11-2,,Apr 09 2082,Sep 29 2088,,7
MSAFA,MSC,***CANCELLED***,N,0,98021,0,TAF-STORE SHIP (MSC),,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MSAHA,MSC,TAH HOSPITAL SH,N,1262,0,0,TAH HOSPITAL SHIP,5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Sep 29 2088,,7
MSAK1,MSC,TAK CARGO NORWA,N,30,0,0,TAK CARGO SHIP (CLASS NORWALK),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Sep 29 2088,,7
MSAK2,MSC,TAK CLASS FURMA,N,25,0,0,TAK CARGO SHIP (CLASS FURMAN),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Dec 17 2086,,7
MSAK3,MSC,TAK CLASS NORLT,N,25,0,0,TAK CARGO SHIP CLAS NORTH.LIGHT,5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Dec 17 2086,,7
MSAK4,MSC,TAK FBM CARGO,N,70,0,0,TAK FBM CARGO SHIP (CL VEGA),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Dec 16 2088,,7
MSAK5,MSC,TAK CLASS MPS,N,25,0,0,TAK CARGO SHIP-3000(MPS CLASS),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Mar 21 2088,,7
MSAK6,MSC,TAK CLASS MPS 1,N,25,0,0,TAK CARGO SHIP (MPS-1),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Dec 17 2086,,7
MSAK7,MSC,TAK CLASS MPS 2,N,25,0,0,TAK CARGO SHIP (MPS-2),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Dec 17 2086,,7
MSAK8,MSC,TAK CLASS MPS 3,N,25,0,0,TAK CARGO SHIP (MPS-3),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Dec 17 2086,,7
MSAKA,MSC,TAK MSC,N,63,0,0,TAK-CARGO SHIP (BULK)(MSC),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Dec 17 2086,,7
MSAPA,MSC,TAP TROOP TRAN,N,215,0,0,TAP-TROOP TRANSPORT (MSC),5,U,A,N00011,,MSC P504 SHIP REGIS,,Oct 30 2081,Dec 17 2086,,7
MSAVB,MSC,TAVB A/C REPAIR,N,334,0,0,TAVB AIRCRAFT REPAIR SHIP,5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Sep 29 2088,,7
MSCCS,MSF,MSC CHARTERS,N,30,0,0,MSC CHARTER SHIPS,5,U,A,N00011,,NOT APPLICABLE,,Oct 30 2081,Dec 16 2088,,7
MSFSA,MSC,TAFS MSC CMBT,N,45,0,0,"TAFS-STORE SHIP,COMBAT (MSC)",5,U,A,N00011,,NWP 11-2,,Dec 30 2082,Dec 17 2086,,7
MSGMA,MSC,***CANCELLED***,N,0,98021,0,TAGM MISSILE RANGE INSTR SHIP,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MSGSA,MSC,TAGS SURVEYING,N,82,0,0,TAGS SURVEYING SHIP (MSC),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Sep 29 2088,,7
MSKR1,MSC,TAKR CLASS 7,N,30,0,0,TAKR VEH CARGO SHIP MSC CL 7,5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Sep 29 2088,,7
MSKR2,MSC,TAKR CLASS 9,N,47,0,0,TAKR VEH CARGO SHIP MSC CL 9,5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Jun 11 2087,,7
MSKR3,MSC,TAKR VEH CS C10,N,31,0,0,TAKR VEH CARGO SHIP MSC CL 10,5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Sep 29 2088,,7
MSKR4,MSC,TAKR CLASS 112,N,45,0,0,TAKR VEH CARGO SHP MSC CL112,5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Mar 21 2088,,7
MSKR5,MSC,TAKR CLASS 287,N,44,0,0,TAKR VEH CARGO SHP MSC(CLSL-7),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Mar 21 2088,,7
MSKRA,MSC,TAKR VEH C S,N,42,0,0,TAKR-VEHICLE CARGO SHIP (MSC),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Sep 29 2088,,7
MSKRB,SQ,MSC SHIP SPT SQ,N,10,0,0,MSC SHIP SUPPORT SQUADRON,9,U,A,N00011,, NOT APPLICABLE,,Dec 16 2088,,,7
MSRCA,MSC,TARC CABLE REPR,N,88,0,0,TARC-CABLE REPAIR SHIP (MSC),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Sep 29 2088,,7
MSSTA,MSC,TLST TNK LND,N,41,0,0,TLST-TANK LANDING SHIP (MSC),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Dec 17 2086,,7
MSTFA,MSC,TATF FLT O TUG,N,21,0,0,TATF-FLEET OCEAN TUG (MSC),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Sep 29 2088,,7
MTACS,MSC,TACS AUX CRANE,N,89,0,0,TACS AUXILIARY CRANE SHIP,5,U,A,N00025,,NWP 11-2,,Mar 27 2090,Jan 16 2091,,7
MTAGA,MSC,TAG-MISC SHIP,N,84,0,0,TAG-MISCELLANEOUS SHIP (MSC),5,U,A,N00011,,NWP 11-2,,Sep 29 2088,Sep 29 2088,,7
MU0EA,USS,AOE-CLASS 1,N,612,0,0,AOE-FAST COM.SUPPORT (CL. 1),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Apr 21 2092,,7
MU0RA,USS,***CANCELLED***,N,0,98021,0,AOR-REPLENISHMENT (CLASS 1),,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MUA01,USS,AO-CLASS 177,N,229,0,0,AO-OILER(CLASS 177),5,U,A,N00011,,NWP 11-2,,May 22 2082,Sep 29 2088,,7
MUA02,USS,***CANCELLED***,N,0,98021,0,AO-OILER (CLASS 51),,U,C,N00011,,,,Sep 15 2082,Feb 11 2098,,7
MUA0A,USS,***CANCELLED***,N,0,98021,0,AO-OILER,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MUAE1,USS,***CANCELLED***,N,0,98021,0,AE-AMMUNITION SHIP (CLASS 23),,U,C,N00011,,,,May 22 2082,Feb 11 2098,,7
MUAE2,USS,AE-CLASS 26,N,330,0,0,AE-AMMUNITION SHIP (CLASS 26),5,U,A,N00011,,NWP 11-2,,May 22 2082,Sep 29 2088,,7
MUAE3,USS,***CANCELLED***,N,0,98021,0,AE-AMMUNITION SHIP (CLASS 21),,U,C,N00011,,,,Sep 15 2082,Feb 11 2098,,7
MUAEA,USS,***CANCELLED***,N,0,98021,0,AE-AMMUNITION SHIP,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MUFSA,USS,***CANCELLED***,N,0,98021,0,AFS-COMBAT STORE SHIP (CL.1),,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MWBBD,CGC,290 FT WAGB,P,75,0,0,290 FT WAGB-GREAT LAKES ICEBREAKER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MWLBA,CGC,180 FT WLB,P,53,0,0,180 FT WLB-SEAGOING BOUY TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Nov 17 2081,Jul 01 2098,,7
MWLMB,CGC,157 FT WLM,P,33,0,0,157 FT WLM-BOUY TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MWLMC,CGC,133 FT WLM,P,24,0,0,133 FT WLM-BOUY TENDER,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jul 01 2098,,7
MWMEB,CGC,230 FT WMEC,P,89,0,0,230 FT WMEC-MEDIUM END CUTTER,5,U,A,E70098,,COMDTINST M3010.12,,Nov 14 2081,Mar 29 2093,,7
MWMEC,CGC,213 FT WMEC,P,90,0,0,213 FT WMEC-MEDIUM END CUTTER,5,U,A,E70098,,COMDTINST M3010.12,,Nov 14 2081,Mar 29 2093,,7
MWMED,CGC,205 FT WMEC,P,88,0,0,205 FT WMEC-MEDIUM END CUTTER,5,U,A,E70098,,COMDTINST M3010.12,,Nov 14 2081,Sep 14 2087,,7
MWMEE,CGC,180 FT WMEC,P,61,0,0,180 FT WMEC-MEDIUM END CUTTER,5,U,A,E70098,,COMDTINST M3010.12,,Nov 14 2081,Mar 29 2093,,7
MWTGB,CGC,140 FT WTGB,P,17,0,0,140 FT WTGB-ICEBREAKING TUG,5,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Jan 13 2087,,7
MWYTB,CGC,65 FT WYTL,P,6,0,0,65 FT WYTL-HARBOR TUG,5,U,A,E70098,,COMDTINST M3010.12,,Nov 14 2081,Oct 30 2085,,7
MXAD1,USS,***CANCELLED***,N,0,98021,0,AD-DESTROYER TENDER(CLASS 41,,U,C,N00011,,,,May 22 2082,Feb 11 2098,,7
MXAD2,USS,***CANCELLED***,N,0,98021,0,AD-DESTROYER TENDER (CLASS 37),,U,C,N00011,,,,May 22 2082,Feb 11 2098,,7
MXAD3,USS,***CANCELLED***,N,0,98021,0,AD-DESTROYER TENDER (CLASS 14,,U,C,N00011,,,,Sep 15 2082,Feb 11 2098,,7
MXADA,USS,***CANCELLED***,N,0,98021,0,AD-DESTROYER TENDER,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXAGA,USS,***CANCELLED***,N,0,98021,0,AG-MISCELLANEOUS,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXARA,USS,***CANCELLED***,N,0,98021,0,AR-REPAIR SHIP (CLASS 5),,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXAS1,USS,***CANCELLED***,N,0,98021,0,AS-SUBMARINE TENDER (CLASS 19),,U,C,N00011,,,,May 22 2082,Feb 11 2098,,7
MXAS2,USS,***CANCELLED***,N,0,98021,0,AS-SUBMARINE TENDER (CLASS 31),,U,C,N00011,,,,May 22 2082,Feb 11 2098,,7
MXAS3,USS,***CANCELLED***,N,0,98021,0,AS-SUBMARINE TENDER (CLASS 33),,U,C,N00011,,,,May 22 2082,Feb 11 2098,,7
MXAS4,USS,***CANCELLED***,N,0,98021,0,AS-SUBMARINE TENDER (CLASS 36),,U,C,N00011,,,,May 22 2082,Feb 11 2098,,7
MXAS5,USS,AS-CLASS 39,N,647,0,0,AS-SUBMARINE TENDER (CLASS 39),5,U,A,N00011,,NWP 11-2,,May 22 2082,Sep 29 2088,,7
MXAS6,USS,***CANCELLED***,N,0,98021,0,AS-SUBMARINE TENDER (CLASS 11,,U,C,N00011,,,,Sep 15 2082,Feb 11 2098,,7
MXASA,USS,***CANCELLED***,N,0,98021,0,AS-SUBMARINE TENDER,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXATA,USS,NOTIONAL ATA,N,46,0,0,ATA-AUXILIARY OCEAN TUG,5,U,A,N00011,,NDRF,,Oct 30 2081,Nov 14 2081,,7
MXGDA,MSC,***CANCELLED***,N,0,98021,0,TAGDS-AUX DEEP SUB (CLASS 2),,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXGF1,USS,***CANCELLED***,N,0,98021,0,AGF-AUXILIARY(CLASS 3),,U,C,N00011,,,,Sep 15 2082,Feb 11 2098,,7
MXGF2,USS,AGF-CLASS 11,N,491,0,0,AGF-AUXILIARY(CLASS 11),5,U,A,N00011,,NWP 11-2,,Sep 15 2082,Sep 29 2088,,7
MXGFA,USS,***CANCELLED***,N,0,98021,0,AGF-AUXILIARY,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXPBA,USS,***CANCELLED***,N,0,98021,0,APB-SELFPROPELLED BARRACKS SHIP,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXRLA,USS,***CANCELLED***,N,0,98021,0,ARL-LANDING CRAFT REPAIR SHIP,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXRSA,USS,***CANCELLED***,N,0,98021,0,ARS-SALVAGE SHIP (CLASS 8/38),,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXRSB,USS,ARS CLASS 50,N,84,0,0,ARS SALVAGE SHIP (CLASS 50),5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Mar 21 2088,,7
MXRSC,USS,ARS NOTIONAL,N,80,0,0,ARS SALVAGE SHIP,5,U,A,N00011,,NWP 11-2,,Dec 17 2086,Mar 21 2088,,7
MXSR1,USS,***CANCELLED***,N,0,98021,0,ASR-SUBMARINE RESCUE (CL. 21),,U,C,N00011,,,,May 22 2082,Feb 11 2098,,7
MXSR2,USS,***CANCELLED***,N,0,98021,0,ASR-SUBMARINE RESCUE (CL. 7),,U,C,N00011,,,,Sep 15 2082,Feb 11 2098,,7
MXSRA,USS,NOTIONAL ASR,N,241,0,0,ASR-SUBMARINE RESCUE,5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Sep 29 2088,,7
MXSSA,USS,***CANCELLED***,N,0,98021,0,AGSS-AUX. SUBMARINE (CL. 555),,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXSSG,USS,***CANCELLED***,N,0,98021,0,SSAG-AUX. SUBMARINE (CL. 567),,U,C,N00011,,,,May 22 2082,Feb 11 2098,,7
MXTSA,USS,***CANCELLED***,N,0,98021,0,ATS-SALVAGE TUG (CLASS 1),,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MXVMA,USS,AVM-CLASS 1,N,524,0,0,AVM-GUIDED MISSILE (CLASS 1),5,U,A,N00011,,NWP 11-2,,Oct 30 2081,Sep 29 2088,,7
MY1XA,NSC,SERVCRAFT MISC,N,0,0,0,SERVICE CRAFT UNCLASS MISC,5,U,A,N00011,,NOT APPLICABLE,,Dec 16 2087,Feb 11 2098,,7
MYAGA,NSC,NOTIONAL YAG,N,105,0,0,YAG-MISC. AUX. (SELF-PROPELLED),5,U,A,N00011,,NSMP,,Oct 30 2081,Nov 14 2081,,7
MYDBA,NSC,NOTIONAL AFDB,N,147,0,0,AFDB LG AUX FLOATING DRY DOCK,5,U,A,N00011,,NDRF,,Oct 30 2081,Jun 11 2087,,7
MYDTB,NSC,***CANCELLED***,N,0,98021,0,YDT-DIVING TENDER 016,,U,C,N00011,,,,Oct 30 2081,Feb 11 2098,,7
MYRDA,NSC,NOTIONAL ARD,N,66,0,0,ARD-AUXILIARY REPAIR DRY DOCK,5,U,A,N00011,,SECNAVINST. 5030.1H,,Oct 30 2081,Nov 14 2081,,7
MYRMA,NSC,NOTIONAL ARDM,N,114,0,0,ARDM-MED. AUX. REPAIR DRY DOCK,5,U,A,N00011,,SECNAVINST. 5030.1H,,Oct 30 2081,Nov 14 2081,,7
MYYBA,NSC,NOTIONAL YTB,N,10,0,0,YTB-LARGE HARBOR TUG,5,U,A,N00011,,NAVSEA0900-077-7710,,Oct 30 2081,Nov 14 2081,,7
MZF40,DTL,MEC 230/213 AUG,P,11,11,0,WMEC (203/213) AUGMENTATION DTL,P,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Mar 29 2093,,7
MZF50,DTL,WMEC 205 AUGDTL,P,11,11,0,WHEC (205) AUGMENTATION DTL,P,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Sep 14 2087,,7
MZF60,DTL,WMEC 180 AUGDTL,P,10,10,0,WHEC (180) AUGMENTATION DTL,P,U,A,E70098,,COMDTINST M3010.12,,Oct 30 2085,Sep 14 2087,,7
N0001,ACT,NAVACTS,N,1,0,0,NAVAL ACTIVITIES,9,U,A,N00011,,4102P,,Oct 30 2081,,,7
N0YYY,BN,FSB(1X2) FXXI (,A,946,946,0,FSB(1X2) FXXI (PURE),1,U,A,W0ZUFF,,63115F600100,,Jul 21 2003,Jul 21 2003,,7
N1977,SCM,SPT CMD(4X5) FX,A,4309,4309,0,SPT CMD(4X5) FXXI (CAMB),1,U,A,W0ZUFF,,63000F400100,,Aug 10 2099,Jul 19 2002,,7
N1Q77,CO,MMC (SPLIT-OPS),A,390,390,0,MMC  SPLIT OPS   COSCOM,1,U,A,W0ZUFF,,63413L000100,,Apr 17 2096,Jul 21 2003,,7
N1S77,CO,***CANCELLED***,A,0,98020,0,MAINT CO DS PATRIOT,,U,C,W0ZUFF,,,,May 18 2094,Feb 19 2098,,7
N1YYY,SCM,"SPT CMD (4X5),H",A,169,2910,0,"SPT CMD (4X5),HD",1,U,A,W0ZUFF,Y,63000E000100,,Jul 21 2003,Jul 21 2003,,7
N21VV,HHD,"HHD, CORPS SUPP",A,59,59,0,HHD  CORPS SUPPORT BN,1,U,A,W0ZUFF,,63426L000100,,Mar 02 2087,Jul 21 2003,,7
N22ZZ,BN,"SPT BN (2X1), L",A,712,712,0,"SPT BN (2X1), LCHSBXXI(AR)",1,U,A,W0ZUFF,,63085L500100,,Aug 25 2099,Jul 21 2003,,7
N2577,BN,"FWD SPT BN, LID",A,193,193,0,"FWD SPT BN, LID",1,U,A,W0ZUFF,,63215L000100,,Feb 05 2098,Jul 21 2003,,7
N26CC,TM,COM DOC MIL VAN,N,5,5,0,COM DOC MIL VAN TEAM,5,U,A,N00011,,DOD I 5040.1,,Sep 21 2093,Sep 21 2093,,7
N26CM,TM,COM CAM MNGT TM,N,2,2,0,COMBAT CAMERA MANAGEMENT TEAM,5,U,A,N00011,,DOD I 5040.1,,Sep 21 2093,Jul 19 2002,,7
N26DT,DET,COM CAM DOC DET,N,11,11,0,COM CAM DOCUMENTATION DETACHMENT,5,U,A,N00011,,DOD I 5040.1,,Sep 21 2093,Jul 19 2002,,7
N26ED,TM,VID EDIT/DUP TM,N,5,5,0,VIDEO EDIT / DUPLICATION TEAM,5,U,A,N00011,,DOD I 5040.4,,Sep 21 2093,Jul 19 2002,,7
N26ES,TM,***CANCELLED***,N,0,1050,0,COMBAT VI SUPPORT CENTER,,U,C,N00011,,,,Sep 21 2093,May 02 2001,,7
N26HQ,HQ,COM CAM HQ,N,8,8,0,COM CAM HEADQUARTERS DETACHMENT,5,U,A,N00011,,DOD I 5040.1,,Sep 21 2093,Jul 19 2002,,7
N26NT,TM,***CANCELLED***,N,0,1050,0,TRANSMISSION SUPPORT TEAM,,U,C,N00011,,,,Sep 21 2093,May 02 2001,,7
N26SA,TM,STILL DOC TM,N,3,2,0,STILL DOCUMENTATION TEAM,5,U,A,N00011,,DOD I 5040.1,,Sep 21 2093,Jul 19 2002,,7
N26TM,GRP,***CANCELLED***,N,0,1050,0,FLEET COMBAT CAMERA GROUP/DET,,U,C,N00011,,,,Dec 17 2086,May 02 2001,,7
N26UW,TM,UNDERWATER DOC,N,5,5,0,UNDERWATER COM CAM TEAM,5,U,A,N00011,,DOD I 5040.1,,Sep 21 2093,Jul 19 2002,,7
N26VA,TM,VIDEO DOC TM,N,3,3,0,VIDEO DOCUMENTATION TEAM,5,U,A,N00011,,DOD I 5040.1,,Sep 21 2093,Jul 19 2002,,7
N2977,BN,"FSB (2X1), DXXI",A,435,435,0,"FSB (2X1), DXXI",1,U,A,W0ZUFF,,63005L500100,,Aug 25 2099,Jul 21 2003,,7
N2K33,BN,"FWD SPT BN, (2",A,419,419,0,FWD SPT BN   2 TK  H L,1,U,A,W0ZUFF,,63095L100100,,Dec 04 2086,Jul 21 2003,,7
N2XXX,HHD,***CANCELLED***,A,0,61,0,HHD FWD SPT BN HEAVY DIV,,U,C,W0ZUFF,,,,May 22 2084,Jun 12 2000,,7
N2YYY,SCM,"SPT CMD (5X4),H",A,169,2914,0,"SPT CMD (5X4),HD",1,U,A,W0ZUFF,Y,63000E100100,,Jul 21 2003,Jul 21 2003,,7
N32ZZ,BN,"SPT BN (1X2), L",A,708,708,0,"SPT BN (1X2), LCHSBXXI(MX)",1,U,A,W0ZUFF,,63085L600100,,Aug 25 2099,Jul 21 2003,,7
N3577,HHS,"HQ & SUP CO, FS",A,69,69,0,"HQ & SUP CO, FSB, LID",1,U,A,W0ZUFF,,63216L000100,,Feb 05 2098,Jul 21 2003,,7
N3977,BN,"FSB (1X2), DXXI",A,431,431,0,"FSB (1X2), DXXI",1,U,A,W0ZUFF,,63005L600100,,Aug 25 2099,Jul 21 2003,,7
N3E77,BN,"FWD SPT BN, AAS",A,244,244,0,FWD SPT BN  AASLT,1,U,A,W0ZUFF,,63145L000100,,Jul 28 2095,Jul 21 2003,,7
N3YYY,SCM,"SPT CMD, 2ID (2",A,169,2493,0,"SPT CMD, 2ID (2X2X2)",1,U,A,W0ZUFF,Y,63010A000100,,Jul 21 2003,Jul 21 2003,,7
N42ZZ,HHC,"HHC, THEATER SU",A,428,428,0,"HHC, THEATER SUPPORT COMD",1,U,A,W0ZUFF,,63702A000100,,Aug 25 2099,Jul 21 2003,,7
N4577,CMD,***CANCELLED***,A,0,99080,0,"SUPPORT COMMAND, LID",,U,C,W0ZUFF,,,,Feb 05 2098,Aug 04 2099,,7
N4977,CO,FORWARD SPT CO,A,170,170,0,FORWARD SPT CO (AR-CAMB),1,U,A,W0ZUFF,,63107F100100,,Aug 25 2099,Jul 19 2002,,7
N4E77,BN,"MAIN SPT BN, AA",A,707,707,0,MAIN SPT BN  AASLT DIV,1,U,A,W0ZUFF,,63155L000100,,Jul 28 2095,Jul 21 2003,,7
N4YYY,SCM,"SPT CMD, (5X4)",A,169,2922,0,"SPT CMD, (5X4) HD",1,U,A,W0ZUFF,Y,63010A100100,,Jul 21 2003,Jul 21 2003,,7
N52ZZ,CO,"MMC, THEATER SU",A,395,395,0,"MMC, THEATER SUPPORT CMD",1,U,A,W0ZUFF,,63703A000100,,Aug 25 2099,Jul 21 2003,,7
N5577,CMD,***CANCELLED***,A,0,99080,0,"SUPPORT COMMAND, LID",,U,C,W0ZUFF,,,,Feb 05 2098,Aug 04 2099,,7
N5977,CO,FORWARD SPT CO,A,167,167,0,FORWARD SPT CO (MX-CAMB),1,U,A,W0ZUFF,,63107F200100,,Aug 25 2099,Jul 19 2002,,7
N5YYY,SCM,"SPT CMD, (4X5)",A,169,2918,0,"SPT CMD, (4X5) HD",1,U,A,W0ZUFF,Y,63010A200100,,Jul 21 2003,Jul 21 2003,,7
N62ZZ,CO,FORWARD SPT CO,A,218,218,0,FORWARD SPT CO (ABN) SETAF,1,U,A,W0ZUFF,,63907E000100,,Aug 04 2099,Jul 21 2003,,7
N6577,HHC,"HHC/MMC,SPT CMD",A,150,150,0,"HHC/MMC,SPT CMD,INF DIV LT",1,U,A,W0ZUFF,,63222L000100,,Feb 05 2098,Jul 21 2003,,7
N6977,BN,"FSB(2X1), FXXI",A,958,958,0,"FSB(2X1), FXXI (CAMB)",1,U,A,W0ZUFF,,63115F300100,,Aug 25 2099,Jul 19 2002,,7
N6E77,SCM,***CANCELLED***,A,0,99080,0,SUPPORT COMMAND  ABN,,U,C,W0ZUFF,,,,Jul 28 2095,Aug 04 2099,,7
N6JGG,SCM,SUPPORT COMMAND,A,1490,1490,0,"SUPPORT COMMAND, LID",1,U,A,W0ZUFF,,63220A100100,,Feb 05 2098,Jul 21 2003,,7
N6P66,SCM,"DISCOM, AIR ASS",A,2875,2875,0,DISCOM  AIR ASSAULT DIV,1,U,A,W0ZUFF,X,63140A000100,,Jul 28 2095,Jul 21 2003,,7
N6T77,HHC,"HHC, CORPS SPT",A,334,334,0,HHC  CORPS SPT CMD,1,U,A,W0ZUFF,,63412L000100,,Feb 22 2095,Jul 21 2003,,7
N6YYY,SQ,"SPT SQDN, ACR",A,921,921,0,"SPT SQDN, ACR",1,U,A,W0ZUFF,,63065A000100,,Jul 21 2003,Jul 21 2003,,7
N7077,BN,"FSB(1X2), FXXI",A,955,955,0,"FSB(1X2), FXXI (CAMB)",1,U,A,W0ZUFF,,63115F400100,,Aug 25 2099,Jul 19 2002,,7
N7677,BN,"MAIN SPT BN, LI",A,481,481,0,"MAIN SPT BN, LID",1,U,A,W0ZUFF,,63225L000100,,Feb 05 2098,Jul 21 2003,,7
N7F77,BN,"FWD SPT BN, ABN",A,251,250,0,FWD SPT BN  ABN,1,U,A,W0ZUFF,,       00251,,Jul 28 2095,Jul 21 2003,,7
